KlasseAttribuutID	IMBORGUID	Klasse	Multipliciteit	Attribuut	Informatiemodel	Eenheid	Enumeratietype	OAGBD
4975	58f20a71-b37b-44c0-a0bf-c5aab03743f1	9766	15167	375	4	null	16108	O
4976	4466268f-246c-4b49-adc7-2d684ff0fa20	9767	15167	375	4	null	16109	O
4978	cbb52a6d-4b00-4e7f-863a-fa0de8d3c44e	48	15167	414	5	null	null	G
4979	765fc975-cadc-4da1-ba06-f1c17ea22ae0	238	15167	415	5	null	null	G
4981	2187c8b3-c44f-4548-86dc-8241a43f7952	92	15167	14801	5	null	null	G
4982	d9312838-6cf8-477e-bd6c-80d822cf901a	317	15167	415	5	null	null	G
4983	f8438aad-975a-4c4f-9a98-87f02ce07eb9	325	15167	525	5	null	null	G
4985	f19169a3-c099-4aed-876b-edb10124d882	312	15167	347	4	14488	null	O
4986	05946dcd-3ae0-41fc-b590-f4f98f4986d6	312	15167	335	4	14488	null	O
4987	3eb07e97-ff0d-454b-819a-e17c7831a3ed	312	15167	1025	5	null	null	G
4989	0de7d870-dc05-4b80-a994-af8cb10a4d54	14600	15167	347	4	14488	null	O
4990	9c40f1d8-d756-4a71-acec-4ab52b276b0c	14600	15167	335	4	14488	null	O
4991	5495c0b2-4e9e-468d-97ae-3c251fe08ba7	14600	15167	1025	5	null	null	G
4992	d5bb5066-a722-449a-af0a-30080f4d8aaa	9703	15167	1025	5	null	null	G
4993	7ee33d99-82ae-4ea1-9ef8-88d3ecad00de	9548	15167	778	4	null	null	G
4994	97a4ad95-71aa-43e9-a372-fbb857a2c46e	9549	15167	778	4	null	null	G
4995	8b9e4a6c-80c1-4cd9-819a-c0b59c40236a	14624	15167	1025	5	null	null	G
4996	89d25f95-2a3d-465c-8c7a-a829a585f659	9394	15167	1025	5	null	null	G
4997	27c0d849-01c4-4d95-b4d0-d7047ffc33d0	9535	15167	778	4	null	null	G
4998	d92336e6-0f09-43e9-8679-4e85b97f034e	9449	15167	1025	5	null	null	G
4999	f687af37-c700-4cab-a642-d7d7643d9144	9390	15167	1025	5	null	null	G
5000	2841e5b4-d2a9-4f65-a672-66c8abc1053f	9388	15167	1025	5	null	null	G
5001	d7e5d0fd-e8d8-4f53-bda2-fe5204a2f30c	9550	15167	778	4	null	null	G
5002	38ec4aea-dc65-42b7-ab2e-526a26806dfd	11281	15167	1025	5	null	null	G
5003	2e08b78d-403b-4ae8-aaf1-e2c4f64b4c53	9389	15167	1025	5	null	null	G
5004	114c4fd1-2413-4c6a-b91e-7ab9a7001f9e	10203	15167	1025	5	null	null	G
5005	23c658e8-15bb-4768-9955-f3a05cede87a	14048	15167	1025	5	null	null	G
5007	0364fc7c-12a6-41cb-a419-a88994d3a578	9386	15167	1025	5	null	null	G
5008	84f2fae1-b6df-42db-8db1-9d6fd82e4833	9385	15167	1025	5	null	null	G
5009	49973645-58fa-4c2b-85aa-45c17ae04d95	8822	15167	1025	5	null	null	G
5010	c58929b9-5533-468e-9d6b-cf464b7f5089	9551	15167	778	4	null	null	G
5011	4bec8792-bc04-4f2a-824a-55f3e2b114c0	9384	15167	1025	5	null	null	G
5012	53e2c8b6-4d3b-4592-b4b2-9435ac750399	9383	15167	1025	5	null	null	G
5014	c2ba17eb-1a67-48a3-956e-e3109249b861	14803	15167	1025	5	null	null	G
5015	3178e26a-30c2-4b14-89b2-b4fad5f75ac8	14802	15167	1025	5	null	null	G
5016	b42fb627-2d03-49ad-b666-189f0b907509	9413	15167	1025	5	null	null	G
5017	9da6739d-efc6-4cf2-a4f1-35402710ac06	9412	15167	1025	5	null	null	G
5018	174797f7-c922-4507-86e5-0d7523f036dc	9411	15167	778	4	null	null	G
5019	f5d862ca-de5e-454b-8101-2aa94d67eb02	9410	15167	1025	5	null	null	G
5020	495b08fb-eaa0-461c-a7bd-d1964c5a0e6f	9409	15167	1025	5	null	null	G
5025	0792a2ae-c15f-4351-99b6-6fe6b07247d1	9413	15167	463	3	14491	null	O
5026	99827cfe-2ff9-4150-8d36-8a17c20addec	9412	15167	463	3	14491	null	O
5027	58519000-0e0b-4467-ba8e-5c00106ec355	9410	15167	469	3	14491	null	O
5028	770481f1-3dc4-4bd4-be94-7989b954d3cd	9410	15167	468	3	14490	null	O
5029	4f02001c-56ec-467c-bc7a-88c7e49ff200	9410	15167	470	4	14500	null	O
5030	fb22d76a-2f30-467f-bf55-42338117632b	9410	15167	467	3	14498	null	O
5031	42507edf-08fa-4e8d-95ae-46014727cadf	9410	15167	463	3	14491	null	O
5032	ca8ec75f-8a0a-432e-81e8-c58c10337ccf	9381	15167	1025	5	null	null	G
5033	f970355d-6520-4543-b317-3fa9e0cbaa3a	10405	15167	1025	5	null	null	G
5034	9a5d840a-67eb-447f-bf19-0db4b9ff7bf5	9585	15167	778	4	null	null	G
5035	06323810-dc54-428b-9d3f-2bb4c27e0915	9586	15167	778	4	null	null	G
5036	4266704c-ad32-4461-997f-0303f3e2b5e0	9578	15167	778	4	null	null	G
5037	5cc24617-570e-4e06-8048-470f0696e06f	9793	15167	1025	5	null	null	G
5038	323eef00-7295-46fa-b652-307930edd814	9579	15167	778	4	null	null	G
5039	0704fbcf-9e9b-443f-a578-51e66e06676c	10756	15167	1025	5	null	null	G
5040	41c86677-64f4-4348-aa87-d7f2cd28e29c	9580	15167	778	4	null	null	G
5041	f0f1f2fd-e5d4-4aab-8126-78cc2f5a1988	9955	15167	1025	5	null	null	G
5042	d273d465-2dd2-4d24-8aca-469d1474496a	9956	15167	1025	5	null	null	G
5043	c3e3113c-4c6c-4f14-8910-0befbdb66ab7	9581	15167	778	4	null	null	G
5044	b437929b-e9b4-4d5b-9597-b644ff533897	9582	15167	778	4	null	null	G
5045	c0e3c8a8-17d5-4768-8560-21afee8a52d6	9583	15167	778	4	null	null	G
5046	01b00b38-02a6-4631-88cf-1dddc688f501	9584	15167	778	5	null	null	G
5047	ecd6a4e5-e850-4e9c-965e-3b5f264a7fe9	10740	15167	1025	5	null	null	G
5048	c00873d5-aced-423c-a27a-d9e4f4c0dcb2	9586	15167	375	4	null	16110	O
5049	27f91a3c-bcd7-4209-8e1d-94c6ebd8b162	11450	15167	1025	5	null	null	G
5050	add53edd-caf0-4476-a482-9f1064df9372	10547	15167	1025	5	null	null	G
5051	41a81233-6846-4727-9c18-55ba89562b63	10549	15167	1025	5	null	null	G
5052	2968b233-f247-4af9-9e9a-f8d7e1c8b191	10551	15167	1025	5	null	null	G
5053	59028701-b503-4975-a7ac-125094c110b8	10560	15167	1025	5	null	null	G
5054	c11109cd-d4e7-4d8e-8d92-f5c13f9b8cb1	9739	15167	1025	5	null	null	G
5055	25b197b2-b8eb-42c7-a685-a08ce3096614	9750	15167	14798	5	null	null	G
5056	50c5b451-8e73-4826-bf52-b88ab5cd0e24	11882	15167	1025	5	null	null	G
5057	4116255a-7fe1-42aa-a29c-c504e50ea444	9736	15167	1025	5	null	null	G
5058	952e920f-0472-4675-ac6a-652b45b8f7a9	10576	15167	1025	5	null	null	G
5059	b01ba821-a730-49da-9ab7-38d8f31e1be1	9826	15167	1025	5	null	null	G
5060	3a5e2184-601e-4f65-b439-5605dbcc31e2	10584	15167	1025	5	null	null	G
5061	8363b40a-f61f-4037-9fae-b7631f36e2ca	10587	15167	1025	5	null	null	G
5062	03b1b0ed-d60a-4504-992d-dc741cc13503	10483	15167	1025	5	null	null	G
5063	958f0794-5d12-4589-b518-afcbb9ed339c	9735	15167	1025	5	null	null	G
5064	a6b4ec2e-f695-4259-b712-a763b998a7bc	10598	15167	1025	5	null	null	G
5065	7ed170dd-958e-4638-a87c-320251fea225	12288	15167	1025	5	null	null	G
5067	b31e73cf-d31e-40ff-9a59-7eafeaad86d3	10614	15167	1025	5	null	null	G
5068	413ccb06-aabd-4266-ae28-c66037160eca	9733	15167	1025	5	null	null	G
5069	b05691ec-c964-42a2-a1c7-cedcf10747a3	9825	15167	1025	5	null	null	G
5070	751729ce-7439-4db5-a6b0-91215b5b3d51	10619	15167	14798	5	null	null	G
5071	247c1386-76f4-47f5-b274-9f492bc37d15	10620	15167	1025	5	null	null	G
5072	f8289c3d-ae74-450e-bde7-eb154a17dcbf	10621	15167	1025	5	null	null	G
5073	d7c6670e-412e-4dda-b722-0b98180a7471	9730	15167	1025	5	null	null	G
5074	68d8bc0f-73ba-4dc6-803d-5ce8aa3d8311	12695	15167	1025	5	null	null	G
5075	39ab2829-d012-4d8e-b336-0ecab65f03c5	9729	15167	1025	5	null	null	G
5076	8f37018d-f599-46d5-b9a7-a6699e1c556d	10635	15167	1025	5	null	null	G
5077	a9b401d7-2f06-4979-8d0f-836b1dbca54b	10504	15167	1025	5	null	null	G
5078	585ef9d9-de3a-479e-bde8-44ad4e50cc73	10638	15167	1025	5	null	null	G
5079	f491519b-83d4-478f-a74c-ed54d95e5ae8	12884	15167	1025	5	null	null	G
5080	6fbd2f5f-4eb0-42eb-b859-09fd789b61ea	10477	15167	1025	5	null	null	G
5081	a76f6faa-8737-4e9f-a6f8-1aac525c45b5	12890	15167	1025	5	null	null	G
5082	d16a975f-0998-499f-8408-54044c2efc5f	10647	15167	1025	5	null	null	G
5083	0ad1ffe3-305d-4631-a94b-d56f1624e773	9727	15167	1025	5	null	null	G
5084	0de0a441-4ed0-4a48-815a-0cb1d1e190a7	10649	15167	1025	5	null	null	G
5085	396a8d88-43d2-4993-939a-41a70d6be32c	9787	15167	14798	5	null	null	G
5086	fb6c3744-1efe-4fe6-80bf-e6b08c876275	10654	15167	1025	5	null	null	G
5087	8bcc8128-4aec-4f85-94b3-b23161611d4d	10663	15167	14797	5	null	null	G
5088	389789c5-8b8a-4d77-ad6d-bb1b9a541c00	12986	15167	1025	5	null	null	G
5089	3cb67a22-2190-4340-b134-83dfa1695046	10673	15167	1025	5	null	null	G
5090	48ff37ba-b925-43ce-a4c4-1c52e5a0db68	9751	15167	14798	5	null	null	G
5091	0554c390-b320-40d3-a081-7c2de1a557c3	10273	15167	1025	5	null	null	G
5092	e6ea9420-45f7-4124-aac8-bff49048a89b	9725	15167	1025	5	null	null	G
5093	7e5984f4-778d-46e4-b6e5-451f38ddf20e	10686	15167	1025	5	null	null	G
5094	ba3eeb5b-9c50-46c2-97eb-55b58dcbd046	10506	15167	1025	5	null	null	G
5095	f4ec1751-573e-4259-97d9-decefc1eb0c6	10692	15167	1025	5	null	null	G
5096	810f3050-201a-47bd-bc61-4196473c9349	10693	15167	1025	5	null	null	G
5097	2d17b3f5-276f-40e8-a5cc-033dd867e8b1	13050	15167	1025	5	null	null	G
5098	b7157eaf-8356-4929-a76a-be26edee2723	9752	15167	1025	5	null	null	G
5099	e3c709b1-ff40-4f27-91fd-a47ede83a8ba	10711	15167	1025	5	null	null	G
5100	0a7172a2-2ae1-4fce-8593-648612ee2d8b	9754	15167	1025	5	null	null	G
5101	e9fe79f8-9398-49b6-a2db-5885d66d58a9	10714	15167	1025	5	null	null	G
5102	e7e21f3a-777d-4f86-884d-cd581269a14b	10507	15167	1025	5	null	null	G
5103	3d0627e3-9d30-4ca6-bb23-e0eceb7caa2d	9721	15167	1025	5	null	null	G
5104	31a83113-b260-4259-ab10-eb7ce3b257a8	13277	15167	1025	5	null	null	G
5105	8601bb5b-1f0c-4e2e-9890-ad6e5d716863	9720	15167	1025	5	null	null	G
5106	5d768866-960e-46b6-8584-c1f96d5c4061	10723	15167	1025	5	null	null	G
5107	0fe98905-a930-4fd5-9a7e-0aeba7d9e92c	9717	15167	1025	5	null	null	G
5108	56ff6677-158b-4e0f-b225-1b87fa7dc83c	13368	15167	1025	5	null	null	G
5109	140e4b79-6fb5-4d24-bd40-201e2edd2336	9716	15167	1025	5	null	null	G
5110	e0b80667-8641-4e29-a4e0-9193fd31934c	9715	15167	1025	5	null	null	G
5111	f7d3b8e2-e6d7-40bb-a1c1-41085862bff9	10547	15167	598	4	null	16111	O
5118	6f9d334f-88d2-43c1-a945-7a9d782e5e24	11882	15167	485	3	14488	null	O
5121	b434453d-9638-45bd-bfcc-568f40eb2c89	11882	15167	464	3	null	16112	O
5127	c63caf50-8909-4986-a682-b93f9d907910	10587	15167	353	4	14490	null	G
5131	60786650-fc73-4740-96b5-fba1cdaad13b	12288	15167	993	3	14497	null	G
5135	c0cfc529-6f5b-4854-b01f-ab1eab13149c	9731	15167	1025	5	null	null	G
5136	a7a35fba-2acf-4429-9bbb-26d600568b86	9731	15167	599	3	14489	null	O
5138	f8e65c83-b1e0-454c-b82c-c285d0876cba	12695	15167	815	4	14516	null	O
5139	44e0c81a-1d2b-4eda-beb7-02672d763aa1	12695	15167	485	4	14488	null	O
5140	dc8895ea-ce2e-4d1f-b7e2-491923bf88c5	12695	15167	813	4	14500	null	O
5142	d3e7cb2e-a954-44e1-b34b-39417a6eb52f	12695	15167	814	4	14505	null	O
5143	5c9431ea-10f7-4a36-9a31-ca7da926d537	12695	15167	849	4	null	16113	O
5144	57f893dc-68a4-4cd8-96e3-eff3fe5f58d2	12695	15167	464	4	null	16114	O
5145	3add689d-b287-4e0b-9585-e48ee6e9d57f	12695	15167	987	4	null	null	A
5146	09223474-0188-4e7e-80d5-d753608c6bff	12695	15167	988	4	14500	null	A
5147	0253a0a3-7440-4408-af67-7e8a92cdf732	12695	15167	989	4	14500	null	A
5148	39bf5555-788a-46c0-8880-6d4ac4e3119c	12695	15167	990	4	14500	null	A
5149	56c5fd82-c17f-4184-a012-c603ba99eb2c	12695	15167	991	4	14500	null	A
5150	e7ca44b9-ad97-4491-83b3-0d251967c10a	12695	15167	852	4	14500	null	A
5151	a5df8305-27c8-4797-989e-c9d70c92739f	12695	15167	894	4	null	16115	B
5152	a6b3960f-6dfb-4873-b332-ef0a579c3f4c	12695	15167	992	4	null	null	A
5157	398e8e60-a1ee-415c-94ef-27cf83cb8c15	12890	15167	815	3	14516	null	O
5158	93330536-5cca-4ec6-b613-ee31aa51dcf5	12890	15167	485	3	14488	null	O
5159	1a384b93-0761-40aa-92ba-71e144b3aab5	12890	15167	813	3	14500	null	O
5160	2e65dffa-ab8d-4faf-89fd-8c83357b80a4	12890	15167	814	3	14505	null	O
5162	e57a6240-03ca-47b2-9117-62fc03f9d80d	12890	15167	849	3	null	16116	O
5163	f9483d9b-ac75-4d9d-81d7-985a62994104	12890	15167	464	3	null	16117	O
5165	399b2534-8172-4423-9132-afb23c8a6680	9727	15167	852	3	14500	null	A
5167	0c5e57e0-b2bc-4280-8616-504be099cd1d	10649	15167	466	3	14488	null	O
5168	c20558ed-007e-4da6-a20a-f095ab5dac9a	10649	15167	849	3	null	16118	O
5169	d9a20eb9-ae6f-473b-a039-ff8f855733ad	10649	15167	464	3	null	16119	O
5170	87c84b3f-56de-4221-9db4-7fdf98bdfd19	10649	15167	817	3	14489	null	O
5171	b323c739-8926-4c2c-a49c-5328dd4081fc	10649	15167	816	3	14515	null	O
5177	54a9760c-fffc-4db2-85f7-9da32b0fbfba	10654	15167	353	4	14490	null	G
5189	0589ae7b-10b2-41dc-928e-6605eccc8d91	13050	15167	466	3	14488	null	O
5190	86671beb-a3fa-4bc0-b6ae-50dbf81cf473	13050	15167	816	3	14515	null	O
5191	af2ffc6e-e43d-4425-9e58-d3329fecd3a4	13050	15167	464	3	null	16120	O
5192	a4acf4a1-a70b-415b-95a0-01d9726116e9	13050	15167	817	3	14489	null	O
5206	69fcf8b6-8f24-4728-90d1-1a605c246932	13368	15167	813	3	14500	null	O
5207	da9ee89d-f092-40eb-859c-b4f0a2221017	13368	15167	815	3	14516	null	O
5208	4db6184f-1955-4982-b44e-770a457c81d6	13368	15167	485	3	14488	null	O
5209	8a71b811-4558-4745-afbb-a130a82186cb	13368	15167	814	3	14505	null	O
5210	cc54f770-cd93-4929-a4e1-17e10257ccb8	13368	15167	849	3	null	16121	O
5212	1956e0d8-d8a1-466f-9eea-14fa0a7f3955	11882	15167	375	3	null	16122	O
5213	f8be2393-95b7-4ffe-bd3c-b0f823b5ffa0	10547	15167	375	3	null	16123	O
5214	9a560c96-dc9e-4784-ac56-2c25ec2b1789	12695	15167	375	3	null	16124	O
5215	d32720b3-1ffb-42f3-a2e7-19ff27ea8161	9826	15167	375	3	null	16125	O
5216	951cc11c-b2ce-4324-a789-a7d85a5ff50d	10587	15167	375	3	null	16126	O
5217	fd2d8c68-e6e2-4838-8e53-8fe3d4d6c23b	12288	15167	375	3	null	16127	O
5218	ccedcbbb-3697-43c0-a0aa-c8afde38d003	13277	15167	375	3	null	16128	O
5219	8e4df2eb-26b0-4066-bc8e-b74996c244df	9731	15167	375	3	null	16129	O
5220	c8fcf641-faa1-4100-ac10-7f38d2d1c64a	10638	15167	375	3	null	16130	O
5221	9531e93b-293e-4e2c-8572-0d08138909d3	9727	15167	375	3	null	16131	O
5222	d9c75ed3-0607-4821-a7fd-dc502acc9d9b	10673	15167	375	3	null	16132	O
5223	1bed355d-9d64-4492-ba25-a5cd8d8b6e1e	10273	15167	375	3	null	16133	O
5224	875d2656-8e62-41a9-9ba4-40c191a51203	9717	15167	375	3	null	16134	O
5225	6b95d797-cb27-4747-970f-2d047b1dd8f0	14808	15167	1059	4	null	16135	O
5226	3228479c-7b4c-4bea-b346-b878131c5736	14808	15167	1006	4	null	16136	O
5227	3ed377ae-3d90-40a9-b61f-9badab366455	14808	15167	1001	4	14513	null	O
5228	81a603cd-51fd-4e09-9230-325fa8214360	14808	15167	1000	4	null	16137	O
5229	82a23113-a702-46de-9975-a88534781c6d	14808	15167	999	4	null	16138	O
5230	e024cc57-b72f-4ee5-a24f-8fd9664f5cf1	14808	15167	998	4	null	16139	O
5231	2900f250-22bf-4065-8683-2468cec00dc0	14808	15167	994	4	null	16140	O
5232	aed785a2-8f49-45db-a3a0-8d6d041389d7	14808	15167	985	4	null	16141	B
5233	15eb750c-4c03-488c-9608-e05f7ed04277	14808	15167	979	4	null	null	O
5234	b361809f-2bac-4648-9c54-4fa96b431ea2	14808	15167	978	4	14497	null	O
5235	ebe5e432-e7fe-4888-b59b-a9ef66eef099	14808	15167	977	4	14497	null	O
5236	de48c1d4-b902-45b2-ba29-de82a413c82d	14808	15167	967	4	null	16142	B
5237	0587c76e-3d78-4be8-8795-bdd7ec8de690	14808	15168	502	4	null	16143	O
5238	fe0ef790-ecb5-4645-839e-b3af2e4d6b5e	14808	15167	956	4	null	16144	O
5239	e64d201b-50c5-42fb-b4c2-2f80bc18b554	14808	15167	955	4	null	null	G
5240	8ecf021c-4b24-41b9-b119-f91bee88c3d0	14808	15167	954	4	null	16145	O
5241	04050f94-4d9a-48c3-b20f-248d3d45c415	14808	15167	943	4	null	null	O
5242	21ba6d18-f89b-407e-be32-cce76c36f408	14808	15167	942	4	null	null	O
5243	e2dd100d-889e-4d9d-be84-c84e964fc637	14808	15167	941	4	null	null	O
5244	69680a82-4b2b-4ec1-ae45-69c2ad547e6b	14808	15167	844	4	null	16148	O
5247	57f81724-d0ce-4dfa-ae81-836e920e0017	14808	15167	820	4	null	null	O
5251	f754abb7-072e-40cd-9ed8-767a0a66d6c3	14808	15167	799	4	null	16915	O
5253	89eb2ae5-5078-4a5b-80eb-f9ca08dfe286	14808	15168	653	4	14494	null	O
5257	3dde182f-3bb9-430b-9c9d-0b13ea395bf5	14808	15167	481	4	null	16150	O
5261	4da364b7-8078-4a14-86cd-2a3b170671be	14808	15167	482	4	null	null	G
5262	854c92a2-83a6-4db7-bcad-d57f1563d290	14808	15167	997	4	null	16151	O
5263	b98f532e-18f0-4428-add6-ba779e340eca	14808	15167	14694	4	null	16152	B
5264	7ce1d1d8-39dc-4528-b0b5-a0a7e5f0d754	14814	15167	376	4	null	16153	O
5265	494b6df6-4670-4246-85cd-ff9bdff8328f	14813	15167	376	4	null	16154	O
5266	a6b2f9f1-e2e0-4849-90e5-40ceca90df15	14812	15167	376	4	null	16155	O
5267	4c6ef0e0-57f9-46e6-9407-b34caec6aba7	14811	15167	376	4	null	16156	O
5268	bd9d0c40-eb06-4c17-afec-079af3926081	14810	15167	376	4	null	16157	O
5269	c238f019-ea66-405f-9ee9-cdb3ea55cdf5	14809	15167	376	4	null	16158	O
5276	186339ab-1a94-471d-8838-27396cd805ce	14813	15167	337	4	14489	null	O
5277	03eaef89-8539-4794-af14-955b70168c5c	14811	15167	337	4	14489	null	O
5278	1731d799-95ca-47bd-94e7-200bfc7a48fa	14810	15167	337	4	14489	null	O
5279	f7ec5326-1035-43b7-8d77-7f99b6bd34ef	14809	15167	337	4	14489	null	O
5290	d145c831-821e-4948-865e-726d5f974f39	14809	15167	526	4	null	null	O
5295	83fa79e8-b5b2-4f62-8f1c-ebc9a5aa4e2f	14813	15167	557	4	null	16160	O
5296	cb2e3d3e-ae84-45cc-a693-915e9bdb1cde	14810	15167	557	4	null	16161	O
5297	0f66bc0e-e329-4507-95b2-76d5dcbb0a38	14809	15167	557	4	null	16162	O
5298	c6566885-a061-45bc-a59b-09430746a010	14810	15167	657	4	null	16163	O
5299	7b9bd1bb-30ab-456a-a9fa-f21352165ba4	14810	15167	656	4	null	null	B
5300	18eb0a3d-7c0e-410c-a626-a8e0f1b97560	14810	15167	412	4	null	16165	O
5301	d5959425-fdf9-4cfe-b20a-f68c409a2385	14810	15167	370	4	null	16166	O
5302	ab51722c-a781-4623-b796-05cefce7259a	14809	15167	657	4	null	16167	O
5303	32d57a44-df31-46c9-ae11-52f380d3ae43	14809	15167	656	4	null	null	B
5304	7315cf70-66d7-4e8a-a7b7-c566d655866a	14809	15167	412	4	null	16169	O
5305	f43c112f-cce0-45a2-b5db-559fa8ba4091	14809	15167	370	4	null	16170	O
5306	9b6d2a0c-179c-4994-b367-2465b145306e	14813	15167	656	4	null	null	B
5308	afb5c423-7af2-4771-9181-e33c2f7d1cec	8922	15167	1057	4	14488	null	O
5309	54063bcd-26ad-4d1f-bc70-5503c0e453f3	8922	15167	1018	4	null	16172	O
5310	47f9bb00-5420-489e-b3c8-03aaa874a612	8922	15167	833	4	null	16173	B
5311	a85da1e3-63a8-4d25-8040-f03023dae57c	8922	15167	837	4	null	null	O
5312	fea739e8-7b3d-4b66-9d99-2ff5dbfe7121	8922	15167	558	4	null	16175	B
5313	f9fda97f-f968-4f8d-9987-66009356e775	8922	15167	789	4	null	16747	O
5314	c4e41a2c-81e7-41fc-823c-b0343f58c9b4	8922	15167	788	4	null	16748	O
5315	388cc04a-c014-4938-929d-92a248dc32f8	8922	15167	786	4	null	null	O
5316	bf97e6c9-6d21-482a-aa05-84cd068b9a03	8922	15167	787	4	null	null	O
5317	29ced26f-598d-4a27-9471-cb9161d30ee1	8922	15167	785	4	null	16180	B
5318	7c390efb-60f8-46a2-8884-702dbc63c83a	8922	15167	784	4	null	null	B
5319	626e4f1d-a865-430e-a257-7a03c5d1803f	8922	15167	771	4	14500	null	O
5320	f1ea2728-6bef-4fd8-98cd-e29556fa3acb	8922	15167	768	4	14500	null	O
5321	e1450765-3e2b-465f-aff2-78efd1508f2a	8922	15167	769	4	14500	null	O
5322	acae9cec-2b78-4c80-838d-6a68c0427d9b	8922	15167	770	4	14488	null	O
5323	9155b756-bf72-442a-b327-5fcf6fa61e08	8922	15167	774	4	null	16182	B
5324	272fdfb3-9765-40fc-84c2-6084c79d0f6a	8922	15167	773	4	null	16183	B
5325	0659d218-3ff9-4ade-9d6d-7cbd357d303b	8922	15167	772	4	null	16184	B
5326	248b3cc9-d56b-4616-a960-7a1cf965a98f	8922	15167	766	4	14488	null	B
5327	5d7265be-9ac0-403d-91dc-e8227e2a4590	8922	15167	765	4	null	null	B
5328	75e22659-76c8-4526-a1d1-193d41ae32a3	8922	15167	763	4	14491	null	B
5329	397fdd02-58da-4fb0-a311-a003dd3802cc	8922	15167	764	4	14507	null	B
5330	2ccb8087-c520-4cd1-93ab-f11c930f583e	8922	15167	761	4	null	null	B
5331	3ec0e345-e95d-4b76-bdb9-5171f9070d98	8922	15167	760	4	14510	null	B
5332	07c84368-10c4-4955-9688-b026fe0be461	8922	15167	759	4	null	null	B
5333	79f8e2a6-5e92-41a9-8527-0359d152b574	8922	15167	762	4	14500	null	B
5334	dc8e47b0-b427-4ed9-a523-ee1883bec4fa	8922	15167	758	4	14500	null	O
5335	979827a2-6185-4b7d-a6ca-643a6d52f3d5	8922	15167	755	4	14500	null	O
5336	08030e92-8e58-4b38-bd9e-aace98635fa2	8922	15167	463	4	14491	null	O
5337	9128c87a-9dee-4b27-b4e0-f54b213db16e	8922	15167	429	4	null	16185	O
5338	cb9faea1-bd1b-4543-97a8-4c183b43585f	8922	15167	469	3	14491	null	O
5339	f8dacb4b-e461-43d6-9717-c2c75e44676f	8922	15167	468	3	14490	null	O
5340	83a17f67-6d3f-4889-a0b5-7e0b2be2a0ff	8922	15167	470	4	14500	null	O
5341	356217ae-baf8-434d-a09c-9690050356f7	8922	15167	467	3	14498	null	O
5342	3fb20d47-8907-43d8-9e01-29d85b64edd7	8922	15167	611	4	null	16186	O
5343	81c042cd-2831-4a06-9a1d-2e57b40a3bdb	8922	15167	610	4	null	null	O
5344	536d0906-3335-4d78-a1b5-c5b6cdc85be6	8922	15167	580	4	14500	null	O
5345	1d722f25-46c6-42b0-b7d3-324aae121635	8922	15167	571	4	null	null	O
5346	c3ff6150-e9a5-424b-bca3-fdd07ee07fb1	8922	15167	506	4	14500	null	O
5347	59a06436-1933-49f8-bd0d-1a7627f1466a	8922	15167	504	4	14500	null	O
5348	3840f52c-b1cc-4c49-9427-4e00b1b2ad10	8922	15167	503	4	14500	null	O
5349	4411ef3b-6d2a-48d7-bd12-66b6206380ed	8921	15167	1057	4	14488	null	O
5350	c90e08e5-fb10-4745-a7d8-22b15dfdbd65	8921	15167	1018	4	null	16188	O
5351	83f69ace-c2be-4362-8927-d8b30e0dd7af	8921	15167	833	4	null	16189	B
5352	16f8fe06-5667-4d2e-ad69-384ca2ea3ab0	8921	15167	837	4	null	null	O
5353	0a724df6-9186-442f-9f4b-164cb6095021	8921	15167	558	4	null	16191	B
5354	97be81cd-02e9-4628-9782-d6a5e1b3a11b	8921	15167	789	4	null	16747	O
5355	f723c9f1-46bf-4d44-ba1c-50544a9f5b08	8921	15167	788	4	null	16748	O
5356	323179af-0d84-45cf-8256-127e855a83f5	8921	15167	786	4	null	null	O
5357	aaf4f67d-06c6-4a5e-978e-2d01052ae33f	8921	15167	787	4	null	null	O
5358	4a37a473-9774-42ad-b44e-a8267000b487	8921	15167	785	4	null	16196	B
5359	d75d536a-c81b-474d-9025-602b8e22d363	8921	15167	784	4	null	null	B
5360	0747e9fa-2b71-4a3c-8b09-2d02ea09711f	8921	15167	771	4	14500	null	O
5361	5d701bde-b3d6-466c-9114-e32f170e19cd	8921	15167	768	4	14500	null	O
5362	1f48bad1-ed43-46a5-b222-02880c030952	8921	15167	769	4	14500	null	O
5363	8b43ba56-8af5-4925-aa76-ffda77c9a4b3	8921	15167	770	4	14488	null	O
5364	0c1b44ad-54af-4faa-ac88-4750944336f5	8921	15167	774	4	null	16198	B
5365	1a4e4909-f26c-450f-874a-20e11faf0f3d	8921	15167	773	4	null	16199	B
5366	0d96f55a-aeef-40c1-8957-cfd161b0af7b	8921	15167	772	4	null	16200	B
5367	a6142b19-88f5-47a2-bca1-0a8ebc4a2724	8921	15167	766	4	14488	null	B
5368	e9694b68-df02-41da-80ae-bc8cec4a7186	8921	15167	765	4	null	null	B
5369	1086bc1a-5747-401d-b4b5-11c2a2e36474	8921	15167	763	4	14491	null	B
5370	aae32cfd-3e08-4e3b-af8c-7d9bb3575c6e	8921	15167	764	4	14507	null	B
5371	20b66093-6b8c-47cd-ba15-d4e6e5f921ac	8921	15167	761	4	null	null	B
5372	acfa890f-2905-4029-bcc5-29aedc1ffdf0	8921	15167	760	4	14510	null	B
5373	bd3d0f5f-fbb2-4790-811c-650ac86c28a1	8921	15167	759	4	null	null	B
