KlasseAttribuutID	IMBORGUID	Klasse	Multipliciteit	Attribuut	Informatiemodel	Eenheid	Enumeratietype	OAGBD
3980	2bb567c4-776a-4c6b-93ac-1f5f4a1ff0bc	18	15167	375	4	null	15966	O
3981	2e887607-cba6-45c7-be1c-1c63d694f54d	130	15167	343	4	14488	null	O
3982	7abd333f-c628-4ddb-be1a-7eb5057ecaf4	199	15167	438	4	null	15967	O
3983	8d54f961-4dea-4797-addb-8b829e9509fc	199	15167	376	4	null	15968	O
3984	f3582912-c0da-44a6-ad3b-46b119ad1c6b	199	15167	375	4	null	15969	O
3985	a34e1213-81ce-4b46-8eac-a319c27b3e30	199	15168	354	4	null	15970	O
3991	b0b5f309-1726-4a1f-be3a-2cddd1f75865	1095	15167	353	4	14490	null	O
3996	fcd16a34-9903-4cf0-aa59-f645aeadc3b3	37	15167	436	4	null	null	O
4001	646757f3-6dc7-430b-a623-cb6badc7b878	37	15167	432	4	14488	null	B
4002	3893ef21-8b60-4ec6-a1de-d21d764a8dd1	101	15167	419	4	14498	null	B
4003	f943bbbc-3937-4393-85bb-058cda28ebd7	37	15167	346	4	null	15971	B
4007	add2b5cf-975a-49fb-984a-76da9c0cacbf	14564	15167	414	4	null	null	G
4010	602aca60-f510-4da2-b56f-5fe0ffd3ab73	37	15167	418	4	null	15972	B
4011	b9fb46a5-80e6-4add-8468-340e267b0c62	273	15167	417	4	null	15973	O
4012	07986c31-68e0-4d10-99a2-02d0cd5d509a	37	15168	416	4	null	15974	O
4014	2edb001c-6bdd-460e-ba7f-97c51b501b71	14564	15167	415	4	null	null	G
4017	d0c27313-3b94-4575-a875-44f01f4096f5	273	15167	411	4	null	15975	O
4019	7efc2f8d-e569-47eb-8f19-fd47545f1306	1081	15167	409	4	null	15976	O
4022	520d9575-fa29-4fda-91c4-cd7ba3db20d7	101	15167	395	4	null	15977	O
4023	9d86e02c-485b-43ad-922e-b76823a98d82	101	15167	394	5	null	null	O
4024	5ff3253b-3de9-4fc2-9514-15d81adb1109	101	15167	353	4	14490	null	O
4025	d30bb7b5-aaa9-4b4f-b7da-9c5034082b6c	101	15167	347	4	14488	null	O
4026	70818e32-240d-4b07-93c1-c0ef3b04c06c	101	15167	335	4	14488	null	O
4027	2f590821-3cec-418c-bb01-261cb067d333	37	15167	403	4	null	15979	O
4028	3b0fc74a-8d6c-4ae2-9bb3-2ff218698a35	37	15167	405	4	null	15980	B
4029	c6b79d0a-7c9d-4f96-b589-f348ebdc3c0b	37	15167	366	4	null	15981	B
4030	0efd60a7-8cca-4863-a3da-3b44d4995c56	37	15167	355	4	null	15982	O
4031	6a3e82d1-ef13-49de-91a4-29b3cb797846	37	15167	373	4	null	15983	B
4032	8980fec3-92e7-4410-baca-6395ba9001ef	37	15167	407	4	null	15984	B
4033	60fc03dd-0ea3-442c-a787-c75bab8ad04c	37	15167	406	4	null	15985	B
4034	25517193-09fd-4e86-a522-1bab7794077b	37	15167	356	4	null	15986	B
4035	c61de019-9864-4df7-851d-24502652c7a7	37	15167	372	4	null	15987	B
4036	f6bb77de-a14c-4b2f-bd7a-f9d46f8c69b2	37	15167	344	4	null	15988	O
4037	9b3bcef9-06d3-4187-8aa9-bdf014f6b689	37	15168	361	4	null	15989	B
4038	e45152b7-8216-4076-8bff-bdae74e749c2	37	15167	360	4	null	15990	B
4042	a28dfb5a-5254-4e79-8af6-fbff09cc1964	37	15167	376	4	null	15991	O
4043	030b37de-e264-4cd1-982d-2df1e2bc2f19	37	15167	375	4	null	15992	O
4046	8812dbaa-71a0-4659-b438-aa57ea49df7d	130	15167	375	4	null	15993	O
4050	ff44388a-11a2-4bab-9aad-60d0692bd212	14810	15167	348	4	14488	null	O
4055	fc8bb3a2-c3f4-4283-888e-0ee2d0618a2f	273	15167	394	5	null	null	O
4057	26b49a35-1377-4132-b764-e61c2a5cb031	273	15167	353	4	14490	null	O
4060	8e1a76df-0bc6-42f1-8ae0-eea78430adac	14564	15167	365	4	null	15995	G
4061	cbea54d4-3186-4f99-b708-3e66849d73fe	1081	15167	359	4	null	15996	O
4062	27ebaca5-2945-41b6-8f53-80d244d0c9c1	1081	15167	358	4	null	15997	O
4063	85b2149f-6b38-43df-8bed-a85ffdd83115	1081	15167	363	4	null	15998	O
4064	bbf71348-84bd-4d99-bf2b-8489201d10d5	14564	15167	380	4	null	null	G
4065	3202cdcc-be21-4855-8a34-105bc582b481	1081	15168	379	4	null	15999	G
4066	675e6b15-a35a-4823-97d1-cb2b29adaac5	14564	15167	383	4	null	null	G
4067	d41076ae-b82d-4314-a020-a8a1394a5841	14564	15167	352	4	null	null	G
4068	78a7ca4e-735f-4e2a-bfab-5b0e69685c7c	14564	15167	336	4	null	null	G
4069	8a1b064e-26bb-4061-b7b8-5c619417a5b9	14564	15167	382	4	null	null	G
4073	d04d36e4-f36a-408c-aa58-5e6b2f806928	14443	15167	781	10	null	null	B
4074	c815dced-2e1f-4fa8-9b09-45b9edf1734e	14443	14518	387	10	null	null	O
4077	a5d5e608-112a-4461-ad47-9f4fd4a781b7	14444	15167	385	4	null	null	A
4080	eb99b180-c2df-42b1-86c4-b008bcc18f29	14435	15167	369	4	null	16000	B
4085	9638dd9a-0a80-48fa-9c72-207e26003d2d	14435	15167	644	4	null	16001	B
4088	ddb7ad3c-fb55-4b8c-8f57-099eee469e5c	14432	14518	630	4	14497	null	O
4089	26a72f0a-095e-4a96-8479-9774a72d0bd3	14432	15167	343	4	14488	null	O
4090	9ba05e93-a2c0-413e-82b9-2e5e07e6ed0e	14432	15167	335	4	14488	null	O
4091	4426784f-88de-4f89-ab2e-f44397ea6105	14432	15167	455	4	14488	null	O
4093	0b94a164-ac72-4b72-85e9-029284fc9df4	14433	15167	431	4	14488	null	O
4094	b8722572-7cb3-4206-82f5-5efa5cd79f1f	14433	14518	591	4	14497	null	O
4095	3ba841a7-d1a1-4ed7-b6bd-88840da36c16	14433	15167	582	4	14500	null	O
4096	3f7818c0-9752-4298-a396-7de6b893ff7a	14433	15167	589	4	14488	null	O
4097	c1983e8e-f1e3-4056-8cd1-305ba19ce2d7	14433	15167	590	4	null	null	O
4099	d369bfed-4dbe-4b28-a13b-1ef80e89e335	14430	14518	614	4	null	16002	B
4100	30ec792c-2e0f-41d2-b737-76b216d4941c	14430	14518	347	4	14488	null	B
4101	c0d305b8-82c7-4ad8-9f48-fecdee5e12b7	14430	15167	612	4	14488	null	B
4102	c3c876d9-8b35-4836-9986-e087d4ebdb77	14430	15167	345	4	14490	null	B
4103	57aa8c60-1b48-428a-89a8-7779f3a348b9	14430	15167	613	4	null	null	B
4107	7f5c3377-f756-4fbd-926a-7f615da43ffb	14431	14518	354	4	null	16004	O
4108	c1329363-b107-4399-b24a-bdf397413611	14431	15167	625	4	null	null	O
4109	2e4c9edd-b463-4b51-82ad-8ceb51d73c35	14431	15167	668	4	14497	null	O
4110	5f598d0a-b781-43b0-a8d1-e6be47bf917b	14431	15167	669	4	null	null	O
4112	9b232449-3e92-49df-9836-9a235e2c6801	14431	15167	1039	4	null	null	O
4119	2ecc3568-ca55-499a-ae1f-229353f0f304	14436	15167	680	4	null	null	B
4120	9b2b2e90-05b6-43e1-a1d9-f439c81f323e	14436	14518	347	4	14488	null	B
4121	de29e0dd-cf99-4538-9f70-9d2297c8617b	14436	15167	613	4	null	null	B
4122	f84a6075-95e9-4614-b60e-3c3d94f2507c	14436	15167	681	4	null	null	B
4125	46b686d4-bf91-4be8-b1b8-da9c2d266eef	14438	15167	700	4	null	16008	D
4126	297dcd39-528b-409b-adbe-e18bc4fcaa38	14438	15167	701	4	null	16009	D
4127	c44f74dc-07b2-45b7-a753-4ba2df83fc2f	14438	15167	702	4	null	16010	D
4128	8318fd2a-f661-4ecc-a827-e6972c2dd56f	14438	15167	704	4	null	null	B
4129	b8620e81-4ae5-42c6-8045-d88b4f2f31ca	14438	15167	699	4	null	16011	D
4130	24a50c83-b302-44f1-bb10-fcf4e985aefc	14438	14518	705	4	null	null	D
4131	acd5753c-3b26-4e79-b3de-9db8141562b8	14438	14518	706	4	null	null	D
4132	dc5ba340-6167-472e-9f6a-cc41250c1a3d	14438	15167	707	4	14506	null	B
4133	31f0939f-a62c-4b38-a7d6-4150827c3828	14438	15167	708	4	14506	null	D
4134	e02a70f2-e1f4-46b5-89dc-1c8053d1aa9b	14438	15167	703	4	null	16012	B
4136	28f5471b-6715-4794-9ab3-2317da60d531	14439	15167	720	4	null	16013	D
4137	da4e428b-4b08-4d58-9005-ec6aac67d054	14439	15167	607	4	14508	null	D
4138	934ab525-9ab0-4f75-91d6-a72f49d53c9d	14439	15167	721	4	null	null	D
4139	ca991c7f-5f8c-4843-bcec-7e14fd8d6bd6	14439	15167	719	4	null	null	B
4140	2ea10467-f912-4195-93a7-7f5f75abf5b7	14437	15167	710	4	14497	null	D
4141	8ed600e3-67a4-4a07-bef2-9427a9fc797e	14437	14518	711	4	null	null	D
4142	39bbe081-7547-4aa3-97d9-9373815f0ae0	14437	15167	712	4	14508	null	D
4143	afc61675-4df6-4cd3-9821-16f9d35e63c2	14437	15167	713	4	14508	null	D
4144	f9b3e0dc-f458-42de-bf13-16ad7b1dec62	14437	15167	714	4	14508	null	D
4145	e366d6c8-6ded-4ef4-b336-e248113b52ff	14437	15167	715	4	14508	null	D
4146	65269206-8c45-480d-8f22-df69b57f8ff9	14437	15167	716	4	14508	null	D
4147	7a63dab4-7b4b-490b-8835-05987836c00e	14437	15167	717	4	14508	null	D
4148	05e9b312-24c8-45a4-b341-5e0bdf08c449	14437	15167	718	4	14508	null	D
4149	00558840-07e3-4260-9c05-3f7ad6231ace	14437	15167	796	4	14508	null	D
4150	e97ad246-d780-45e9-8361-7736d28f990f	14437	15167	798	4	14508	null	D
4151	04288eb2-bc34-496f-8fd0-140e137ab3b2	14437	15167	797	4	14508	null	D
4161	04ceacf1-76ea-4e58-8831-6bb125b7d184	270	15167	347	4	14488	null	O
4162	7e482a3a-78e7-416b-a5fb-8cea230a1d6a	270	15167	335	4	14488	null	O
4163	fbae5f0b-ac43-4342-8605-c8acd513d8fb	130	15167	347	4	14488	null	O
4164	19b12fff-c2ab-4603-b612-c108c411629d	93	15167	347	4	14488	null	O
4171	cd59128e-574b-47e5-875b-3965df95b2f6	101	15167	788	4	null	16748	O
4172	35b7b3a6-91db-4b21-a451-0800fd425aed	273	15167	788	4	null	16748	O
4173	2d8e6ee4-8c49-4e2a-9074-5dd72acc60c7	14448	14518	410	4	null	16016	B
4174	ec007021-cf72-42a8-b7b2-08e5b64fba43	14448	15168	333	4	null	16017	B
4179	09c865b4-248d-45b9-9b5a-acae9467fc97	14450	15167	1013	4	14488	null	O
4180	d307cdba-2a20-49fb-bba7-519a0fcd7c66	14450	15167	564	4	14501	null	O
4181	1af587ac-c8e2-408f-a53d-501417edc707	14450	15167	604	4	14501	null	O
4182	2498f8d3-6c14-4aa5-96af-461992b3950b	14450	15167	603	4	14501	null	O
4183	341ac86c-939f-4029-8f34-ee07caea5363	14450	15167	606	4	14488	null	O
4184	4298ae50-6edd-4d20-8980-6a89cbfa5e88	14450	15167	609	4	14501	null	O
4185	499e9178-d679-489f-89e5-d72f2089e5aa	14451	14518	549	4	null	null	O
4186	edf8617d-a890-4e7c-b480-04d5a5d43a10	14451	14518	550	4	null	null	O
4187	fa8530ac-9db0-4e1d-a293-ab60ec4a402e	14451	14518	552	4	null	null	O
4188	9f676240-d20d-4535-b480-37e43b575ce8	14451	15167	551	4	null	16019	O
4194	da4b2d96-a5f4-45e4-8a90-17c5b5a0a5b6	14453	14518	539	4	null	null	B
4195	5741049e-3723-49cc-8cc0-39e8674f73e3	14453	15167	427	4	null	16021	B
4196	60c83e9f-ff42-4b4a-a71e-eb5df6da6f93	14453	15167	428	4	null	null	B
4218	7bc0ca1d-3ba6-4b62-ad98-429c56c5bd5f	14446	15167	451	6	14488	null	B
4219	35c349f3-4f9f-483b-a911-d354b4387491	14469	15167	393	4	14488	null	O
4222	a6939ae9-d275-4674-8fb5-a9de7842806d	14469	15167	583	4	null	null	O
4225	c4003179-3aa7-4a5e-8903-45b4a723dbba	1083	15167	493	4	14500	null	O
4226	09212d82-bd2d-4c0f-99cc-d6041ea66d9a	1090	15167	493	3	14500	null	O
4227	52509800-537b-41bf-a9b9-c5cd19a8d1c7	14807	15167	493	3	14500	null	O
4228	2854a28a-0184-4216-9262-bf6b35c06d0e	267	15167	493	4	14500	null	O
4232	892bb86c-5a45-4e8c-82f6-442db3d7dc5b	14471	15167	662	4	14488	null	O
4233	101df3ec-a57f-49f6-b4fa-a2628edf4963	14471	15167	544	4	14488	null	A
4234	273ab789-bb66-4d7a-a51c-273e122f4e1d	14471	15167	1064	4	14488	null	O
4235	8a0b7291-211e-4209-80ea-36caad3c3ada	14471	15167	1063	4	14488	null	O
4236	7971d419-bb42-440a-916e-18420f42f566	14471	15167	543	4	14488	null	O
4237	35224397-2435-425c-ab5b-bb2ea5f548c6	14472	15167	1066	4	null	null	A
4238	ce832cfe-3263-40f9-b13d-269ff501034f	14472	14518	627	4	null	null	O
4239	10973987-28ad-4c41-a2d0-29bdbab93f9a	14472	15167	1073	4	null	16024	O
4240	ff781c2e-e4ae-46c6-8004-e84d272391ee	14472	15167	1067	4	null	16025	A
4251	400299aa-c5d5-4b95-bf2c-bdd99d0b8adb	14477	15167	460	4	null	16026	O
4252	6a8ae086-6530-41fa-aff1-61b5f0453efa	14477	14518	1028	4	null	null	O
4253	6aba3807-2575-49ec-a7e5-4ddcd50c416d	14477	15167	554	4	14492	null	O
4257	47025163-fe10-426e-b257-9bc39c9edfaf	14478	15167	568	4	null	null	B
4259	4690b2b0-c472-4f29-912b-91ec1d2462c6	14478	15167	559	4	null	null	B
4260	c7687753-a3f4-4861-bc70-45bbedf219f7	14478	15167	457	4	14497	null	B
4262	55db3c95-2216-4be3-951f-a4b91b28bfc9	14478	15167	547	4	14497	null	A
4263	38f745c8-c505-4f4c-a53a-baf8cfce6897	14807	15167	447	4	null	null	A
4269	71355f48-bf83-40ec-89a9-e8669040fc23	14480	14518	576	4	null	null	O
4270	c5b89c15-1eee-46f3-9caf-664d1d7b46f9	14480	14518	459	4	14492	null	O
4271	88913df2-b0a9-488a-b7ad-82997f9c3872	14480	15167	553	4	14492	null	O
4273	54a44543-13df-4e00-91c7-fe0e4ebf5fb4	14480	15167	560	4	14492	null	O
4274	c0ebed23-119e-4c2b-8974-b55ab49b51f3	160	15167	485	4	14488	null	O
4275	ee8f8c67-88cf-49a5-9427-6a9b144754af	252	15167	485	4	14488	null	O
4337	daa43e42-c5be-4a92-9725-434ef0c2e07e	49	15167	1014	4	null	null	O
4338	5e88c11a-6ff4-49d9-bc58-6fc9a55617e0	295	15167	1014	4	null	null	O
4339	27c4fa4c-845b-43f0-85bb-1a51b9fb7ca5	327	15167	1014	4	null	null	O
4370	ff820931-678e-445f-9bf6-1c6ee4f094a8	199	15167	485	4	14488	null	O
4371	57c575a2-fede-48e8-884a-b00044ca0efb	53	15167	799	4	null	16682	O
4372	9dd09105-dada-4f23-b709-d54d0ca19b15	178	15167	799	4	null	16914	O
4373	b2057d16-039d-4a41-bbda-3016352776ea	10	15168	502	4	null	16029	O
4376	19a03523-07c1-4455-a46e-ac24991417c4	296	15167	967	4	null	16030	B
4380	c94b788c-921c-42c9-8231-8b9ec82d6282	174	15167	967	4	null	16031	B
4384	ba1d99f2-9ed9-43f0-9199-b15339ab5b03	207	15167	485	4	14489	null	O
4385	5862c151-740f-457c-aeb2-4c3088afa764	36	15167	485	4	14489	null	O
4386	dce03888-97b1-47d2-b4b4-13b9e1577b55	39	15167	485	4	14489	null	O
4387	809d50c7-9ea1-4187-9c0f-8d61e8ca0d0e	60	15167	485	4	14489	null	O
4388	031a030a-c28b-4a67-9b38-b09a943b1b17	112	15167	485	4	14489	null	O
4389	3cfa9af5-2388-425b-9e69-e0a70114ac5a	157	15167	485	4	14489	null	O
4390	96587f7b-286b-4a1c-bc56-5bb7c4a4ff1c	161	15167	485	4	14489	null	O
4391	853e72bc-b4ef-45c0-be98-6d4dc5315b2b	175	15167	485	4	14489	null	O
4392	34192ca0-83a9-4a3b-ab03-8fb9b2366acf	188	15167	485	4	14489	null	O
4393	cc57de66-96f1-40f0-813b-2061b20cefce	200	15167	485	4	14489	null	O
4394	1ea067c5-f9ae-4f75-9f97-3ca5a72e6646	328	15167	485	4	14489	null	O
4395	f54037d9-a865-4fc4-a20a-404f92c738c4	218	15167	485	4	14489	null	O
4396	5a8d2302-265f-4845-8b0b-7438fd38911a	9	15167	485	4	14489	null	O
4397	c23f9e90-c421-4f3f-b1fc-d0e8c7ca12ae	222	15167	485	4	14489	null	O
4398	a1d5d96a-2765-4685-ad69-bb76fa3ec026	231	15167	485	4	14489	null	O
4399	d7b4e07c-c559-43fd-8ab5-f73a642b7061	233	15167	485	4	14489	null	O
4400	3a2272f2-4fdb-46c2-bc1e-91384f129720	235	15167	485	4	14489	null	O
4401	69525b95-3ee0-4677-9e59-ab83460c5e83	244	15167	485	4	14489	null	O
4402	d4af082a-5a79-4727-8bb8-e3a9c0a630cc	245	15167	485	4	14489	null	O
4403	f2216b8c-2bfd-4e1e-b26a-2279a1be4c39	250	15167	485	4	14489	null	O
4404	d6d71afb-1125-413f-9466-71878d169357	280	15167	485	4	14489	null	O
4405	0740346d-785e-43e8-a452-469c2c1d94f3	284	15167	485	4	14489	null	O
4406	17ab5921-efb8-4366-bcd1-6442c3f2b968	290	15167	485	4	14489	null	O
4407	35e4acd9-0816-4425-b057-5a10aabbc959	220	15167	485	4	14489	null	O
4408	d50349ef-9e46-49ca-a159-45032986e565	284	15167	1003	4	null	null	O
4409	1eaeae04-ad2a-4a5a-90fc-220e63932eae	283	15167	1003	4	null	null	O
4410	42a6ad7e-b695-4ea4-841c-f70c96f3dbbf	190	15167	1003	4	null	null	O
4411	a7b89127-2352-4529-80e3-15d9ed7cc826	118	15167	1003	4	null	null	O
4412	d40b6a2e-0d61-475c-8f89-0e45927d9a6a	81	15167	1003	4	null	null	O
4413	5d0d3fa8-243a-45a8-9cd9-d0687480f3b7	45	15167	1003	4	null	null	O
4414	931dcefa-e178-4d61-8d7f-ee8706a97a93	29	15167	1003	4	null	null	O
4415	640e11cd-8413-4538-9a64-ef9dcafd70c9	7	15167	1003	4	null	null	O
4417	c8bf14df-dc9b-4017-9d63-4ee09d44fab8	235	15168	502	4	null	16040	O
4419	0392c536-5ca8-43bc-9836-9855b7d1dc3a	231	15168	502	4	null	16041	O
4423	7c33074d-b147-4101-bef6-cc306d0cc526	78	15168	502	4	null	16042	O
4426	66e28078-5bb3-483b-9db6-6549b933af6a	136	15167	615	4	null	null	O
4427	982bea51-c1dc-4f40-92e9-541eae8f6c08	16	15167	615	4	null	null	O
4428	35c4a227-d7cd-40b1-9fff-7bf2404e8ba3	40	15167	615	4	null	null	O
4429	f1d1498f-aa93-41cc-b584-256b8d847835	77	15167	615	4	null	null	O
4430	d6f17251-8ad6-4c96-a85c-6556ca1960e4	78	15167	615	4	null	null	O
4431	e4e10257-04b1-451d-9268-8067906ebc0e	81	15167	615	4	null	null	O
4432	a8fd2840-180b-4ea3-8781-25a7eef98d2d	82	15167	615	4	null	null	O
4433	e2096230-b930-49e1-b941-4007ab854757	328	15167	615	4	null	null	O
4434	82527bf3-496f-4cc5-904e-08748de34578	142	15167	615	4	null	null	O
4435	9ed04a29-2d6a-4bff-bd7b-220b9b068834	9	15167	615	4	null	null	O
4436	b10925b4-a2e1-4089-ac82-85a869928c3b	231	15167	615	4	null	null	O
4437	cc8517bd-5fa4-4e0b-bf14-463502e41db3	233	15167	615	4	null	null	O
4438	7d2180f6-7e39-4ed1-8543-f4ad4becc976	235	15167	615	4	null	null	O
4439	005a22e9-b546-4805-9ebf-2ea3aed1e9cc	250	15167	615	4	null	null	O
4440	c39e51d2-00e0-42d1-a6b3-6191a50a2d59	257	15167	615	4	null	null	O
4441	77729e90-001c-4c92-ad51-baaffcdc1c03	271	15167	615	4	null	null	O
4442	0e9b0b3f-7cdb-47e9-988f-3074a47d652e	177	15167	615	4	null	null	O
4443	9e898a94-8aa9-4807-b385-8b6cb7acf1ae	108	15167	615	4	null	null	O
4444	e2cb8c40-993c-4490-bc88-7d310520faea	153	15167	446	4	null	null	A
4445	89cf58fa-b848-49a7-903e-30c8773aabb4	90	15167	446	4	null	null	A
4446	cc4a7cb5-0b70-4cc9-b97a-26ba2d1bd07a	124	15167	446	4	null	null	A
4447	a856791d-8d38-4bba-a088-90b9418a0013	208	15167	1003	4	null	null	O
4448	a7029dbb-813a-4e31-b915-85abc9c20cba	131	15167	1003	4	null	null	O
4449	de3a7abc-569c-4ea4-a872-ee7caa8b9883	117	15167	1003	4	null	null	O
4450	526973a0-eecf-450d-827e-17baf515cb45	116	15167	1003	4	null	null	O
4451	6d5d00d9-b526-49c2-a8e8-9293dd42e15d	91	15167	888	4	null	null	O
4452	b25955f7-48e8-44bc-9dc3-b40e01164676	189	15167	888	4	null	null	O
4453	c0129f82-d16e-429c-9a84-8da009fd5bb6	263	15167	1009	4	14488	null	O
4454	f0376a34-9bcf-40de-8200-5c25e27bb2b0	183	15167	1009	4	14488	null	O
4455	0d2036c9-0141-4533-92bd-ba37cafb9b2b	169	15167	1009	4	14488	null	O
4456	4a5b6d15-edb9-430b-84cf-58544215dfd8	84	15167	1009	4	14488	null	O
4457	47e7f3c9-c02c-4e2e-8c1d-b24341a9cbba	79	15167	1009	4	14488	null	O
4458	5212d053-dee3-4f8d-96a0-04b6dac95f26	74	15167	1009	4	14488	null	O
4460	a233c005-9538-4c10-89e2-6248b34069b7	14	15167	1009	4	14488	null	O
4461	69526aec-5e90-4552-bcce-37acf9ea4ed4	282	15167	1009	4	14488	null	O
4462	c15580e7-b96b-401a-991c-4ccdd0fb7efc	267	15167	485	4	14489	null	O
4463	2324b4b9-203b-46e8-84d3-dfa84926eca7	119	15167	485	4	14489	null	O
4464	a194ce8f-3e3c-4092-8a0b-86d29f3ebaf9	68	15167	485	4	14489	null	O
4465	0701de1b-9923-4be8-9284-1e9305eb7712	226	15167	888	4	null	null	O
4466	8cdec570-5253-4ee8-b6b8-407ec245ad2c	320	15167	888	4	null	null	O
4467	92e8a8aa-fcee-41c8-8716-b7f95660cce4	320	15167	598	4	null	16065	O
4468	aebc5e80-dc6e-4298-9e83-a234993f63b8	263	15167	598	4	null	16066	O
4469	10eac3f9-9bd3-4f4c-ab9a-9e64fa510ab0	248	15167	598	4	null	16067	O
4470	f94f80c0-dd17-4a01-a6ac-c69fb4fc10a0	226	15167	598	4	null	16068	O
4471	7b0c9ae8-23ef-49b8-bfe8-60fefb7ace4f	85	15167	598	4	null	16069	O
4472	ca997d3c-c126-4294-821e-7c5dd5231ba5	9766	15167	598	4	null	16070	O
4473	f0770984-6c68-4c71-b29c-abf2d5dd4520	14	15167	598	4	null	16071	O
4474	cd6a7ac8-33b2-438f-9877-a3f687a52767	1	15167	598	4	null	16072	O
4475	225a4066-cb52-46fa-93e4-747eb002545d	282	15167	446	4	null	null	A
4476	7137c9db-d27f-4c4b-8c69-51b0a291d503	263	15167	446	4	null	null	A
4477	05079ec5-e241-42e8-a794-76aa91fbf1a1	169	15167	446	4	null	null	A
4478	b695d9a5-c9a6-461b-99e5-0adb9c23b82f	84	15167	446	4	null	null	A
4479	e99952f1-b645-4ce5-8a06-9d7df0a10020	74	15167	446	4	null	null	A
4481	92154dcc-dbf6-4bb1-9069-b10a76c23e67	14	15167	446	4	null	null	A
4483	7de7d033-a8bf-4d40-b285-62e25b320f37	14565	15167	375	4	null	16073	O
4500	84d9d6ee-8b07-4d6f-a086-fdfd475bde04	231	15167	546	4	null	null	O
4501	8295e92e-99a7-4001-8780-d36936a7546c	231	15167	842	4	null	null	O
4502	74a91953-463c-4c5e-802d-05d6128ca119	231	15167	841	4	null	null	O
4503	5a7b9553-50e1-46be-b4d5-9f038bf5ee9e	14432	15167	902	4	null	null	O
4504	a39fb83b-4f5a-4718-80ff-0ec08d8cefda	231	15167	541	4	null	16077	O
4506	6ced50d0-4771-4db7-af32-2e28327839a2	274	15167	736	4	null	null	O
4507	fdc69782-05c3-4636-9630-56c1c5fe6baf	235	15167	642	4	null	16078	O
4508	3cb83895-9187-42d4-891a-93986f1643d8	14589	15167	14459	4	null	16079	B
4509	c686a652-0ff8-45fe-acc0-04ee779b1cb0	14589	14518	14456	4	null	null	B
4510	90b97998-d22d-40b8-ac60-add1790bf6be	14589	14518	14460	4	null	null	B
4511	1725ffad-23e9-4d10-b6d9-4f6428d2059c	14589	15167	14455	4	null	null	B
4512	0235220f-04a2-4827-b3e8-9405e4a66532	14589	15167	14457	4	null	null	B
4513	65052654-7243-4473-9725-339bac5e1ae5	14588	14518	883	4	null	null	O
4514	53eadb6f-ceb1-499f-b66e-1e71075c79c2	14590	14518	854	4	null	16080	O
4515	c1406979-d5ff-4cf7-94f2-c6cd22939092	14590	14518	853	4	null	null	O
4516	6414dee0-ab14-454a-8702-33bd77ac44e7	14590	14518	14593	4	null	16081	O
4517	b11344e7-6bf7-4f0c-867a-3cc9265b49ea	14591	15167	738	4	null	null	O
4518	ce0ec7f4-8f34-4bf0-95e0-acdc2a105a4e	14591	15167	737	4	null	16082	O
4519	492550a4-43be-44c3-8803-e2d4cd9ec8b6	14591	15167	343	4	14489	null	O
4520	a952b3dc-71f4-4f78-b8da-23ad720482d4	14591	14518	14594	4	null	null	O
4521	3c9c9a7e-b8d5-473b-a202-523ca1d3ccfa	14591	14518	14595	4	null	null	O
4523	cd894c65-b082-4c41-9aff-7285d9b014b0	14588	14518	651	4	null	null	O
4524	5eabf764-a8ed-4b24-ab91-fb1dfb7d736c	101	15167	789	4	null	16747	B
4526	07d0abc7-b776-437e-bc8a-9d7b8d0d072f	273	15167	789	4	null	16747	B
4527	edbfbc48-8d1c-4ad4-b7d0-570fa800ffd2	228	15167	343	4	14488	null	B
4528	37b89ba9-32ec-4cae-917b-eba42725d247	88	15167	615	4	null	null	O
4531	cbc79ca6-35fc-45ee-9ee7-72b311057c1e	15	15167	969	4	14517	null	A
4532	3f872f97-c1d0-463d-8c13-49a798d0839a	296	15167	969	4	14517	null	A
4537	078ad19e-2449-4007-97f8-8748b838e850	14657	15167	375	4	null	16089	O
4538	44052b96-d1af-45fe-b9db-bb0a9c244b47	14662	15167	14666	4	null	null	A
4539	af274e46-7d30-4180-8157-705b592e072c	14662	14518	14663	4	null	null	A
4540	248804c4-9b77-4a58-be08-c02b1e74ba7b	14662	15167	14664	4	null	null	A
4541	1632788f-3ab3-495e-8990-be3bd7cda9cc	14662	15167	449	4	null	16090	A
4542	00cbfa6c-6009-42ec-ac37-649c09e35362	14662	15167	14665	4	null	null	A
4543	1a54346f-bf3f-422d-adba-23cbee51b1e5	141	15167	14653	4	14497	null	O
4546	2d9f29b0-7180-4405-862f-11b0f4f5561f	15	15167	14652	4	null	16092	O
4547	13ede61f-0972-4664-9129-a779e70f2053	141	15167	14667	4	14497	null	O
4548	5d2fccb4-bb47-445b-9a40-ede284a8999e	15	15167	14668	4	14497	null	O
4554	039d4c34-0141-4997-9e53-04cb6dcc42a2	5	15167	14669	4	null	null	O
4555	e47a035d-894d-46c8-be9e-b83b1d25bd9c	5	15167	14670	4	null	16096	O
4556	32ed5c69-4f3e-4eef-9a6d-bc530d234dea	14657	15167	14680	4	14512	null	A
4557	8b02ad20-9e9c-4e2c-906b-518fe313ee30	14657	15167	14679	4	14512	null	A
4558	9ef5131e-b15f-45eb-a310-5ab9b5d9ed36	14657	15167	14678	4	14514	null	O
4559	809c7cbd-e733-4021-98e0-6e64f48fb667	14657	15167	14677	4	14514	null	O
