refDomeinwaardeID	refDomeinwaardeGUID	refInformatiemodel	refAttribuut	refDomeinwaarde	refBovenliggendeWaarde	URI	Definitie	Toelichting	Wijzigingsdatum
1187	617f789a-c127-4210-9e18-800328b34f62	5	22	ruimte	FunctioneelGebied	null	Voor mensen toegankelijk deel van een gebouw, dat ten minste aan de onderzijde en/of de bovenzijde wordt begrensd door een scheidingsconstructie en dat een netto-hoogte heeft van tenminste 1,5 m.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1188	b08836b9-d093-4a2c-a682-89dcf86e4363	5	22	bouwlaag	Installatie	null	Verzameling van ruimten die zijn gelegen op hetzelfde niveau binnen een gebouw.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1189	68ac416b-5f97-4445-adbf-5c6f77bebb9a	5	22	afdak	GebouwInstallatie	null	Constructie aangebracht en vast verbonden aan de gevel van een pand, gericht op beschutting tegen weersinvloeden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1190	0d62eefd-a178-430f-813f-c00350fbe4bf	5	22	balkon	Installatie	null	Open uitbouw die niet gelijkvloers aan de gevel is aangebracht en waarvan het bovenvlak vanuit het gebouw toegankelijk is.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1191	5b79cfe0-06dd-4815-b4d9-fc1553ebcb91	5	22	dakkapel	Installatie	null	Uitbouw van het schuine dakvlak.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1192	3e0c6478-c18c-4c1a-922c-4f6b2d7c35fe	5	22	loopbrug	OverigBouwwerk	null	Constructie bedoeld voor het op hoogte verbinden van twee bij elkaar liggende gebouwen zodat een oversteek van het ene naar het andere gebouw kan plaatsvinden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1193	d0f099d7-8d10-40aa-b88c-b4826bb15454	5	22	deur	GebouwInstallatie	null	Deur of andere voorziening die vanaf de openbare weg, een erf of een gedeelde verkeersruimte toegang geeft tot een object.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1194	1742927d-3f26-48b7-b093-0d0c16e46bfc	5	22	krib	Kunstwerkdeel	null	Kunstmatig lichaam van aarde, steen, turf of rijshout (en tegenwoordig beton of staal), om water te keren of te leiden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1196	9d84bf8e-febb-4189-994d-759d2651f923	5	22	schutkolk	Kunstwerkdeel	null	Deel van de sluis waarin de te schutten schepen afmeren en op een hoger of lager niveau worden gebracht.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1197	13bfeec7-d821-47b6-ad47-313c9ef23801	5	22	wegknoop	FunctioneelGebied	null	Wegverkeerruimte die een begin-, eind- of keuzepunt is voor de weggebruiker/voertuig.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1198	bf08b933-ad11-461c-8326-98adfe924b45	5	22	rioolafsluiter	Inrichtingselement	null	Een statische constructie waarmee de doorstroomopening van een rioolleiding geheel of gedeeltelijk wordt afgesloten. Bij gedeeltelijke afsluiting (bijvoorbeeld als vloeistof via een uitsparing kan doorstromen) als deel een Opening In Wand toevoegen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1199	27f506f9-a3a8-436c-a549-984946788a9f	5	22	tuunwal	Vegetatieobject	null	Een tuunwal is een van plaggen gemaakte afscheiding tussen twee percelen grond.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1200	3c95913e-1949-4e29-91aa-8bddf25d22da	5	22	parkeergarage	OverigBouwwerk	null	Open constructie die geheel of gedeeltelijk in gebruik is als voorziening voor het parkeren van voertuigen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1201	78506415-ab7a-4f8a-a914-79b05a6b5d0e	5	22	laadperron	Gebouwinstallatie	null	Een plaats tegen of in een gebouw waar een vrachtwagen kan laden en lossen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1202	6edb203e-63d6-480c-9179-c4d9b6f4cf7e	5	22	schot	Kunstwerkdeel	null	Permanente afscheiding, verticaal in het water geplaatst, bedoeld om het waterpeil van het aan beide zijden aanwezige water te regelen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1203	a70e28f4-41f5-46ce-a2f0-324d625cb67f	5	22	inrit	FunctioneelGebied	null	Geeft toegang tot een bestemmingsdoel.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1205	2268cd56-36d9-46ce-a51b-59fbf419ce83	5	22	vrijverval rioolleiding	Leiding	null	Een rioolleiding die licht hellend is aangebracht, waardoor het afvalwater door de zwaartekracht door de leiding wordt getransporteerd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1206	46ee5ae0-4534-4304-8f29-01dac48af10d	5	22	mechanische rioolleiding	Leiding	null	Een rioolleiding waarin afvalwater op basis van onder- en bovendruk wordt getransporteerd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1207	6924269a-2240-4612-a51c-e19f5cc74bc5	5	22	vrijverval transportleiding	Leiding	null	Een transportleiding die licht hellend is aangebracht, waardoor de materie door de zwaartekracht door de leiding heen wordt verplaatst.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1208	60fa9abf-d340-4200-9142-6d2d8be76e71	5	22	mechanische transportleiding	Leiding	null	Een transportleiding waarin de materie op basis van onder- en bovendruk wordt verplaatst.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1209	13e8c1b1-cbb0-4472-bc14-bb22b62c5379	5	22	bellenscherm	Waterinrichtingselement	null	Een gordijn van luchtbellen dat moet voorkomen dat het zoute water en het zoete water aan weerszijden van een sluis met elkaar mengen en ook ingezet kan worden om drijvend plastic te weerhouden een bepaalde kant op te drijven.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1210	1ff39600-4a75-4f2a-8736-b8d9abf238a0	5	22	utiliteitsnet	FunctioneelGebied	null	Een verzameling netwerkelementen die tot één type nutsvoorzieningennet behoren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1211	af19fb15-d4ab-4377-bc1b-6bf87f74fe5d	5	22	chemicaliënleiding	Leiding	null	Een leiding voor het transporteren van warmte of koelte van de ene locatie naar een andere.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1212	89ce4c6d-d5fc-4a89-8a2a-12a65a24f232	5	22	thermische pijpleiding	Leiding	null	Een leiding voor het transporteren van warmte of koelte van de ene locatie naar een andere.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1213	f752a984-1fbf-4d3e-bb14-f8b3b241fee3	5	22	sensormodule	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1214	928a61de-6352-4925-9969-ec960d1e71da	5	22	contact	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1215	78a3dff8-6424-4551-bd32-c64c7feff34f	5	22	computer	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1216	77e8e345-75e7-430e-b1b6-36e4758903bf	5	22	controller	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1217	789b3451-91dd-41b2-8167-28401416be74	5	22	converter	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1218	ba8b3cb6-b802-460b-bf7a-574989b51938	5	22	switch	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1219	81e167b3-cbb7-4672-b8c1-1ec11d313a27	5	22	router	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1220	6d489ae5-4b40-4aec-b637-1d04b46a3e29	5	22	modem	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1221	ea37898e-deb7-4be9-916f-706721d9f2f5	5	22	communicatiemodule	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1222	18b9374c-1a8e-4c1f-a8c2-c5a7b63fec29	5	22	lichtsturing	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1223	16aead7f-62b8-4a36-8b4b-58cacbf4f7eb	5	22	antenne	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1224	60fd7f3e-bc8d-4772-b8b4-5e649c71afbf	5	22	splitter	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1225	eeea2ac5-07aa-4ef3-8508-c79bf5a6a1e9	5	22	booster	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1227	26285609-8527-4e01-a0af-e1110862d3f3	15	58	Kelvin	null	#http://qudt.org/vocab/unit/K#	One kelvin represents the same temperature difference as one degree Celsius. In 1967 the General Conference on Weights and Measures defined the temperature of the triple point of water (the temperature at which water exists simultaneously in the gaseous, liquid, and solid states) to be exactly 273.16 kelvins. Since this temperature is also equal to 0.01 u00b0C, the temperature in kelvins is always equal to 273.15 plus the temperature in degrees Celsius. The kelvin equals exactly 1.8 degrees Fahrenheit.	unit:K	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1228	514db17e-4cf8-44f6-a587-1a8ce9b6f645	5	22	leidingbrug	OverigBouwwerk	null	Constructie om leidingen over een weg of ander object te geleiden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1229	5d91b22c-1611-4bf3-8e92-44a205c9c1be	5	22	lavakoffer	Kunstwerkdeel	null	Een constructie gevuld met een granulaat met lavasteen waar regenwater de tijd krijgt om langzaam in de bodem opgenomen te worden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1230	9bee4568-6fc2-4881-98fc-bc7277a822e4	5	22	infiltratiegoot	Weginrichtingselement	null	Een goot met waterdoorlatende wanden bestemd voor de inzameling en transport van hemelwater, waarbij het hemelwater door middel van infiltratie door de wanden kan worden afgevoerd. Kan ook beschouwd worden als een soort infiltratievoorziening.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1231	6bbf9d81-030b-4a22-aa00-8ce0dac53fc6	5	22	compensator	Inrichtingselement	null	Hulpstuk voor het opvangen van spanningen in leidingwerk (vanwege trilling, uitzetting, krimp).	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1233	1e30366c-2b7d-429e-9334-bb4c8e03d04b	5	22	gevarenzone	FunctioneelGebied	null	Gevarenzone is het gebied waarbinnen aanrijdgevaar door trams rijdend op een spoor bestaat.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1234	df788a3e-f503-49a2-baad-92e11d57fbf7	5	22	stadsverwarmingsleiding	Leiding	null	Warmwaterleiding voor het verwarmen van panden met behulp van stadsverwarming.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1235	63fa1d36-0545-403e-97ce-60006c3bb637	5	22	luchtinjectie-unit	Installatie	null	Een apparaat in een ondergronds (riolerings)netwerk dat lucht (eventueel onder druk) kan toevoegen aan het netwerk.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1236	8532c31e-773d-42ce-80d5-5cc494246bcf	5	22	zadel	Inrichtingselement	null	Een verstevigingsstuk bestemd voor het verstevigen van een leidingaansluiting.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1237	3a886720-5fcc-4c9d-9d06-983a7ec84cde	5	22	wegdekreflector	Weginrichtingselement	null	Wegdekreflectoren weerkaatsen (retroreflecteren) het licht van voertuigen over grote afstand waardoor weggebruikers het verloop van de weg goed kunnen zien.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1238	8f16933b-4515-4ac0-b966-f51e168ea25b	5	22	meetspijker	Weginrichtingselement	null	De meetspijker is een vast punt in trottoir of wegdek dat landmeters de mogelijkheid geeft voor (driehoeks)metingen. Het meetpunt is vaak een meetspijker (meetnagel, kernnetbout, asfaltnagel) die onderdeel uitmaakt van het zogenoemde kernnet. Het kernnet van bouten wordt middels GPS (Global Positioning System) gebruikt voor landmeting.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1239	04085d3b-f8e5-4d73-add7-c64b9ff6477f	5	22	tafel	Straatmeubilair	null	Tafel (vaak een picknicktafel) als los object in de openbare ruimte.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1240	fbf0d70c-87c8-4758-92af-d687f105f55d	5	22	urnengraf	Straatmeubilair	null	Plaats ten behoeve van lijk- en/of asbezorging.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1242	93ef5092-d8f7-4d78-a6c1-312554301ccc	5	22	rattenval	Straatmeubilair	null	Elektrische rattenval die ingezet voor ongediertebestrijding.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1243	a6151f87-6a54-46b4-813c-6cd2b3bfdb02	5	22	ijskelder	OverigBouwwerk	null	Een ijskelder is een losstaande kelder, meestal tonvormig, van vrij grote diepte, waarin gedurende de winter, grote stukken ijs van een plas of sloot opgeslagen worden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1244	d2a1ee6d-8b24-4244-b187-e9cb005dd796	5	22	warmtepomp	Installatie	null	Een warmtepomp is een apparaat dat warmte verplaatst of zelfs "oppompt" door middel van arbeid. Met een warmtepomp kunnen gebouwen efficiënt en milieuvriendelijk worden verwarmd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1245	b649153c-15d2-468d-ad95-c2db3fff2964	5	22	akoestische signaalgever	Installatie	null	Akoestische signaalgever is een apparaat dat geluidsignalen kan waarnemen en meldingen kan genereren wanneer er een bepaalde drempelwaarde wordt overschreden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1246	644e6a0d-611b-4cab-a7d4-e39d8eefdaaf	5	22	meetstation	Sensor	null	Meetstation met meerdere sensoren o.a. voor temperatuur en vochtigheid.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1247	60a278a3-6ce2-458e-9b37-58eb0bbc6128	5	22	fijnstofsensor	Sensor	null	Optische stofsensor welke de luchtkwaliteit zeer nauwkeurig kan meten op basis van licht detectie van lucht- /stofdeeltjes.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1248	f6a291a4-2074-44f2-887c-93e37cc61e6a	5	22	geluidssensor	Sensor	null	Sensor die geluid detecteert.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1249	43f671ef-d5e7-4dc9-8dd0-49acc39b17d2	5	22	bewegingssensor	Sensor	null	Sensor die bewegingen detecteert.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1250	a88df06a-055e-4580-959e-ff1f8a54b86c	5	22	warmtecamera	Sensor	null	Een warmtebeeldcamera, ofwel warmte camera, is een meetinstrument waarmee infraroodstraling in beeld wordt omgezet.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1251	c3e941d4-6a50-4fcf-8e86-ef0717cb3e56	5	22	parkeerbeheersensor	Sensor	null	De sensor detecteert en meldt de bezetting van de parkeerplaatsen en maakt zo een actief beheer van de parkeerplaatsen mogelijk, zoals zoeken, navigeren en reserveren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1252	7fb196ba-3dab-444a-bbbe-2c2e4f96aed7	5	22	radar	Sensor	null	Een radar (RAdio Detection And Ranging) is een installatie die gemaakt is om met behulp van radiogolven de omgeving af te zoeken naar objecten (doelen) in de lucht, te land of ter zee. Deze objecten zijn bijvoorbeeld vliegtuigen, raketten, schepen of auto's. Maar ook (regen)wolken.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1253	02afa60e-4417-4f84-bf0c-738ed8413685	5	22	waterkwaliteitssensor	Sensor	null	Sensor voor het meten van de troebelheid van water.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1254	a5966d13-f539-49a4-bbbd-ded0318320e4	5	22	afvalsensor	Sensor	null	Sensor voor het meten van het afvalniveau in ondergrondse containers.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1255	4854aa0b-e26e-43a4-b152-52358344f130	5	22	actieve wegmarkering	Weginrichtingselement	null	In of op het wegdek aangebrachte lichtelementen die voor de weggebruiker bij duisternis het verloop van de weg zichtbaar maken, ook buiten het bereik van koplampen. / Actieve wegmarkering is een vorm van verkeersgeleiding in en langs wegen op plaatsen waar geen of onvoldoende straatverlichting is.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1256	ce2a7d97-b33b-48c4-bbc8-d0a5c2b6d9d7	5	22	busstation	FunctioneelGebied	null	Een registratieve afbakening waarbinnen buslijnen voor het openbaar vervoer samenkomen en bushalteplaatsen aanwezig zijn.	null	Tue Dec 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1257	31299005-0a48-466b-aff7-7ca07b153f48	5	22	paneel	Kunstwerkdeel	null	Een verticale scheiding bestaande uit een raamwerk met meerdere componenten dat een gedeelte van de openbare ruimte opdeelt.	null	Tue Dec 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1258	ba5361e1-ab2a-4077-a9d3-e1d13b4c9fc1	5	22	punaise	Straatmeubilair	null	Op verharding aangebrachte metalen markeringspunten, die kunnen worden gebruikt als decoratie of routemarkering.	null	Tue Dec 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1259	aeafaf79-ae20-44e5-9be0-248ac93fdfa5	5	22	transportsysteem	FunctioneelGebied	null	Systemen die voor het transport van water worden gebruikt.	null	Tue Dec 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1260	d98da82c-f1c4-4ec1-93f7-a306befe89de	5	22	videconstructie	OverigBouwwerk	null	Een constructie die de afwezigheid van een vloer in een gedeelte van de openbare ruimte mogelijk maakt.	null	Tue Dec 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1261	1746d5b8-c0dc-493c-bc0c-666c5ad847a9	5	22	vlaggenmastput	Straatmeubilair	null	Een permanent in het verharde oppervlak aangebracht verankeringspunt voor het plaatsen van een vlaggenmast.	null	Tue Dec 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1262	116c7351-9295-4654-afd0-24a986d01876	5	22	warmtewinningsnet	FunctioneelGebied	null	Een stelsel van thermische leidingen, stadswarmteleidingen of andere ondergrondse infrastructuur voor het transport van warmte.	null	Tue Dec 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1263	68d488ef-c5c8-4e35-9620-f081178d02c2	5	22	wifi-sensor	Sensor	null	Sensor in de openbare ruimte die de wifi-verbindingen van telefoons detecteren.	null	Tue Dec 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1264	998540b1-514a-45c5-a2eb-b7f2518d916c	5	22	schietterrein	FunctioneelGebied	null	null	null	Sat Jan 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
1265	fe7995c3-7004-4842-ab6b-3abca5830311	5	22	fietssnelheidsindicator	Sensor	null	null	null	Sat Jan 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
