VocabulairID	VocabulairGUID	IMBORGUID	Collectie	Term	KlasseType	Synoniem	Definitie	Toelichting	Wijzigingsdatum	URI
10185	0de60b30-4db2-4453-be75-8518eaa11cc6	49199b73-4b53-4db7-9f18-8bba44df54a1	4	Treinspoor	14796	null	Spoor voor een railvoertuig voor de langere afstand dat sneller dan 45 km per uur kan, bestaande uit een enkele of een reeks van locomotieven, treinstellen en/of wagons.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/49199B73-4B53-4DB7-9F18-8BBA44DF54A1
10186	ca25fcab-60b6-4929-b498-ceed46a59d05	d8da2376-53d6-46ed-a37c-baf1e0098f07	4	Parkeren	14796	null	Het object wordt gebruikt als locatie om een motorvoertuig of een ander rijwiel voor onbepaalde tijd te stallen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/D8DA2376-53D6-46ED-A37C-BAF1E0098F07
10187	ad7e4460-8786-4f5e-9200-c12d167a5ed6	cbeae88e-6f41-47d1-a496-0450d63fa373	21	Laden en lossen	14796	null	Het object wordt gebruikt als locatie om goederen uit een voertuig te halen of in een voertuig te plaatsen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/CBEAE88E-6F41-47D1-A496-0450D63FA373
10188	bed43142-dcf1-4909-ad55-dc8ef232f80d	7602fe52-82bb-47fe-b5c8-98839f9b165f	4	Kade	14796	null	Het object wordt gebruikt als een scheidende strook van bijvoorbeeld metselwerk of bestaande uit een beschoeiing die een oever of wal van oppervlaktewater scheidt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/7602FE52-82BB-47FE-B5C8-98839F9B165F
10189	d1e926d6-3a52-4d2b-9726-6258d4f287bf	c3168ec2-8752-4799-806b-20394f2d0454	4	Terugkeerluik	14796	null	Een kleine, mogelijk slechts van een richting toegankelijke poort in een hekwerk of een ander object dat fauna in staat stelt 'terug te keren' in geschikt leefgebied.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/C3168EC2-8752-4799-806B-20394F2D0454
10190	92d8d2c9-c8eb-403f-a453-02c551530be7	97398e13-bdca-4f5a-a659-e30d619f6ab9	4	Actiewagen verplicht	14796	null	Voor de toegankelijkheid van het betreffende object is het noodzakelijk een informatievoorziening te gebruiken bestaande uit een (aanhang)wagen met daarop een informatiepaneel en mogelijk een bord om weggebruikers in te lichten over plaatselijke werkzaamheden, bijvoorbeeld over het omzeilen van een bepaalde rijstrook.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/97398E13-BDCA-4F5A-A659-E30D619F6AB9
10191	9aab7828-7b6d-4630-887b-4beccbf6c256	97d4d82e-c577-4c12-a915-7c91260eb133	4	Actiewagen verplicht 9u t/m 16u	14796	null	Voor de toegankelijkheid van het betreffende object is het van 09:00 's ochtends tot 16:00 's middags noodzakelijk een informatievoorziening te gebruiken bestaande uit een (aanhang)wagen met daarop een informatiepaneel en mogelijk een bord om weggebruikers in te lichten over plaatselijke werkzaamheden, bijvoorbeeld over het omzeilen van een bepaalde rijstrook.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/97D4D82E-C577-4C12-A915-7C91260EB133
10192	6ba007a3-58bf-45b1-9c14-4c0aa8ca5241	9980cc2e-a66c-4981-ad44-b095fbfe2de4	4	Wegafzetting nodig	14796	null	Voor de toegankelijkheid van het betreffende object is het noodzakelijk een blokkade van de weg te organiseren, vaak met inbegrip van bewegwijzering voor omleidingen, waarschuwingspionnen, -hekken en actiewagens.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/9980CC2E-A66C-4981-AD44-B095FBFE2DE4
10193	11f01e39-30ad-41f3-8340-083414b6ab0b	d374aa27-f589-45f9-b25f-e11351354555	4	Hoogwerker 8 meter	14796	null	Om het object te bereiken moet een machine gebruikt worden die toelaat om op een veilige manier te werken aan hoger gelegen installaties door de uitvoerend werker te verheffen tot de benodigde hoogte van maximaal 8 meter.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/D374AA27-F589-45F9-B25F-E11351354555
10194	37b031a3-588f-4a10-8c36-c0eb9e2c2c92	457357c9-cd09-4e4e-a22f-d07f9a508c3c	4	Hoogwerker 10 meter	14796	null	Om het object te bereiken moet een machine gebruikt worden die toelaat om op een veilige manier te werken aan hoger gelegen installaties door de uitvoerend werker te verheffen tot de benodigde hoogte van maximaal 10 meter.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/457357C9-CD09-4E4E-A22F-D07F9A508C3C
10195	b0e53a9c-f4b9-48f5-ace1-9a1255258f5f	30f93264-c230-4094-b3b6-89c894d563b4	4	Hoogwerker 12 meter	14796	null	Om het object te bereiken moet een machine gebruikt worden die toelaat om op een veilige manier te werken aan hoger gelegen installaties door de uitvoerend werker te verheffen tot de benodigde hoogte van maximaal 12 meter.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/30F93264-C230-4094-B3B6-89C894D563B4
10196	ba08674c-45da-4b3b-8792-71d972b8645f	c8b1e61f-6ad2-4181-bad4-c15cbb35c211	4	Hoogwerker 18 meter	14796	null	Om het object te bereiken moet een machine gebruikt worden die toelaat om op een veilige manier te werken aan hoger gelegen installaties door de uitvoerend werker te verheffen tot de benodigde hoogte van maximaal 18 meter.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/C8B1E61F-6AD2-4181-BAD4-C15CBB35C211
10197	1914bf6e-fc7a-4c32-bed0-5772ddc93a35	5223baa5-97e0-456e-816f-120796844247	4	Hoogwerker 22 meter	14796	null	Om het object te bereiken moet een machine gebruikt worden die toelaat om op een veilige manier te werken aan hoger gelegen installaties door de uitvoerend werker te verheffen tot de benodigde hoogte van maximaal 22 meter.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/5223BAA5-97E0-456E-816F-120796844247
10232	3e689757-90c3-4445-b430-169d609270fb	d77ff84b-f7d1-46f0-8636-a57ebf47c617	4	Stranddouche	14796	null	Waterinstallatie op een strand waar strandbezoekers zand en zout van het lichaam kunnen spoelen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/D77FF84B-F7D1-46F0-8636-A57EBF47C617
10234	706345d0-16c2-43a2-8ec4-9fdbbb98013d	8bbd4626-fa5e-4d50-895b-88755c258ddc	4	Kinderbeweegtuin	14796	null	Speelterrein dat speciaal is ingericht om kinderen die in een ziekenhuis moeten verblijven de mogelijkheid te geven te kunnen bewegen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/8BBD4626-FA5E-4D50-895B-88755C258DDC
10235	f0295f46-e9ee-4634-b3a6-e2e559a596db	2ff057b3-6d32-4d40-9fd8-a0358270e122	4	Voetstap	14796	null	Tegel waarop een afdruk van een voet staat.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/2FF057B3-6D32-4D40-9FD8-A0358270E122
10236	2bc7b80e-84c1-4729-9c8c-63c99fb6eb60	55e9b8a9-0ce8-48cf-acff-c1d3ec95f83b	4	Paal uitlaatzone	14796	null	In de grond aangebracht, langwerpig stuk hout of metaal dat het begin of het einde van een gebied dat aangewezen is voor het uitlaten van honden aanduidt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/55E9B8A9-0CE8-48CF-ACFF-C1D3EC95F83B
10237	ee3a3b42-0e76-4239-9e7c-8c44d10390ea	b6af5942-f5ac-4b6c-b42c-c9248ab813e6	4	Bewerkte houtsnippers	14796	null	Losse soort oppervlakteverharding bestaande uit versnipperd hout dat op een bepaalde manier behandeld is; er is bijvoorbeeld een beschermde coating op aangebracht of ze zijn gekleurd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/B6AF5942-F5AC-4B6C-B42C-C9248AB813E6
10243	fbcc6767-a0f7-434e-bf86-b0a2ce9270b5	1ccd377b-7c09-4a92-93f1-7e147c8103ea	4	Houtsnippers	14796	null	Losse soort oppervlakteverharding bestaande uit versnipperd hout.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/1CCD377B-7C09-4A92-93F1-7E147C8103EA
10245	f784f744-4cd3-4007-b02e-b7aa2360f05e	ad0f0c08-38f6-44c4-822a-c8d21cbe98d6	4	Puin	14796	null	Een afvalmateriaal dat bestaat uit losse brokstukken, grotendeels bestaande uit stenen en beton, van gesloopte of ingestorte gebouwen, viaducten, bruggen en andere objecten.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/AD0F0C08-38F6-44C4-822A-C8D21CBE98D6
10198	ae2904d7-a749-4b7a-a458-e4a7ab8f8ef4	ff16b4d0-cb46-4af9-b1e3-8dc4b1e1d56f	4	Mini hoogwerker	14796	null	Om het object te bereiken moet een kleine variant van het type apparatuur gebruikt worden dat toelaat om op een veilige manier te werken aan hoger gelegen installaties door de uitvoerend werker te verheffen tot de benodigde hoogte.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/FF16B4D0-CB46-4AF9-B1E3-8DC4B1E1D56F
10199	bad68946-35d9-45e3-b4a3-041ec32ad731	b27a4486-d51f-4c2b-a6d9-69c7aca56ea6	4	Schaarlift 12 meter	14796	null	Om het object te bereiken moet een lift op wielen gebruikt worden die toelaat om op een veilige manier te werken aan hoger gelegen installaties door een platform, met daarop de uitvoerend werker, op een zich uitvouwend frame, gelijkend een schaar of een accordeon, in de hoogterichting verheffen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/B27A4486-D51F-4C2B-A6D9-69C7ACA56EA6
10200	e4b0e1e0-9eee-4e9d-936d-b48eb57139d0	093c8874-32ff-441d-91ed-77d4664944e5	4	Sleutel nodig	14796	null	Om het object te bereiken is er een sleutel vereist voor het openen van een bepaald hekwerk, een pand, een bouwwerk etc.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/093C8874-32FF-441D-91ED-77D4664944E5
10202	b0d52a67-4278-41c4-8700-95cd427002cc	404a67b6-e4d9-4a9b-89ce-6958f82c4643	4	Lichtbak	14796	null	Een rechthoekige bak met minstens één doorzichtige zijde, waarin zich een of meerdere lampen bevinden en die voorzien is van een reclame-uiting.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/404A67B6-E4D9-4A9B-89CE-6958F82C4643
10203	26626099-1266-446a-ba4e-db5b82cdf62c	29781d12-293d-4665-94f1-ec847ed964fb	2	Schakelgebied	14796	null	Een beheervak dat betrekking heeft op de omgeving die op een kast aangesloten is.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/29781D12-293D-4665-94F1-EC847ED964FB
10204	78bd320c-3d62-4ac2-a503-0473a20c9531	c438e347-95ae-41d0-b8ae-809e2cef5780	4	LED-lamp	14796	null	Een lamp die is opgebouwd uit licht-emitterende diodes en zuiniger is dan conventionele lampen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/C438E347-95AE-41D0-B8AE-809E2CEF5780
10205	1019bf28-d0e6-4915-99f3-adccbf571cd0	b4facaf3-2941-4462-b0aa-8e13b28d9443	2	Actieve wegmarkering	14796	null	In of op het wegdek aangebrachte lichtelementen die voor de weggebruiker bij duisternis het verloop van de weg zichtbaar maken, ook buiten het bereik van koplampen. Het is een vorm van verkeersgeleiding in en langs wegen op plaatsen waar geen of onvoldoende straatverlichting is.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/B4FACAF3-2941-4462-B0AA-8E13B28D9443
10206	340cdabb-98ab-47e2-b6a3-2492303a20e3	6c5599f1-b89b-410d-b630-ea800308069f	4	Objectverlichting	14796	null	Verlichting die specifiek ingezet wordt voor het verlichten van objecten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/6C5599F1-B89B-410D-B630-EA800308069F
10207	981da60b-f747-423f-8556-6d8811fffdd7	712eb77c-151c-4fab-a361-cdb00956e0b4	4	Veldverlichting	14796	null	Installatie in de vorm van een paal die dient om (sport)velden te verlichten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/712EB77C-151C-4FAB-A361-CDB00956E0B4
10209	143c95e2-1d99-46c8-b492-4d2e1e0065b0	2a9811bf-8ec8-4a1d-979a-84059eb9b5af	4	Hulpverlichting	14796	null	Verlichtingsarmatuur met als doel hulpposten of vluchtwegen te accentueren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/2A9811BF-8EC8-4A1D-979A-84059EB9B5AF
10210	422d3424-b0d9-4d92-84d1-1ee356ae4fb9	2ecaf12e-2ccc-4700-bba5-182cd55cf361	4	Poller regellicht	14796	null	Kunstmatige lichtbron bedoeld om de attentiewaarde van een poller te vergroten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/2ECAF12E-2CCC-4700-BBA5-182CD55CF361
10211	d4bc9102-9828-4543-9e1a-3df9a7ebda74	7f197a78-afa7-4ce5-88ff-954076e78d08	4	Seinlicht	14796	null	Kunstmatige lichtbron waarmee de doorvaart van kunstwerken wordt gereguleerd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/7F197A78-AFA7-4CE5-88FF-954076E78D08
10212	badc1bd2-6124-495b-8981-f980fd281a38	515773c3-95ca-4592-bfc4-f536cf9101f1	4	Navigatielicht	14796	null	Kunstmatige lichtbron specifiek gebruikt in de scheepvaart bedoeld om ruimten en/of voorwerpen te verlichten, in combinatie met een armatuur.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/515773C3-95CA-4592-BFC4-F536CF9101F1
10213	01689c91-f0ee-4e98-92bd-dbfdca4a28fb	2f72b550-6d2e-4abd-b4b7-c3f2b1aa1412	4	Signaallamp	14796	null	Kunstmatige lichtbron die door zijn kleur en toestand een status aangeeft of een commando aanduidt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/2F72B550-6D2E-4ABD-B4B7-C3F2B1AA1412
10215	64e1d89f-4f0f-46e3-8f61-9add3d5441a0	f0110dd0-27ad-4079-bb19-bc0899da81aa	4	Grafveld	14796	null	Een plaats waar menselijke resten zijn begraven.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/F0110DD0-27AD-4079-BB19-BC0899DA81AA
10216	589acf93-0263-44b3-90a3-a0b58244ec20	0516b1e1-9948-467e-9f0c-891f3b7d7540	4	Vogeleiland	14796	null	Het object is een stuk land in het midden van een waterobject en wordt gebruikt als verblijfsplaats voor vogels.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/0516B1E1-9948-467E-9F0C-891F3B7D7540
10217	4aef3f54-317f-46db-9e0d-51563dc78729	9fece3da-0e70-4871-939b-429d10952e39	4	Keverbank	14796	null	Gebruiksfunctie van een vlak veelal midden in een akkerperceel. Doel is biodiversiteit in de moderne agrarische bedrijfsvoering. Het is een 40-70 cm verhoogde rug van ongeveer 2 tot 3 meter breed. Aan één van de zijdes ligt een braakstrook van 3 meter breed. Het is ingezaaid met polvormende overblijvende grassen en een variatie aan meerjarige kruiden, en is daarmee een geschikt habitat voor insecten en spinnen. De keverbank hoeft in principe niet beheerd te worden.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/9FECE3DA-0E70-4871-939B-429D10952E39
10218	4ff16979-c163-4ed1-9904-a3ac54972590	d2b2ce5c-27a7-4f56-a351-0456e216c83a	4	Bloemblok	14796	Bloemenblok	Gebruiksfunctie van een vlak in een akkerperceel. Doel is biodiversiteit in de moderne agrarische bedrijfsvoering. Een bloemenblok bestaat uit een mengsel van streekeigen kruiden en planten van extensieve gewassen. Na het inzaaien wordt het in fases beheerd door opnieuw in te zaaien. Dit betreft een cyclus van 3 jaar. Een bloemenblok is een perfecte broedbiotoop voor akkervogels als Patrijs. In najaar en winter is er veel voedsel voor andere vogels. Er is een brede bloeiboog waardoor het een aantrekkelijke biotoop is voor insecten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/D2B2CE5C-27A7-4F56-A351-0456E216C83A
10219	d4c0148e-9b5a-420e-add5-8bddb45c9e1f	93e07a8d-95e8-405a-a6c4-52a3bb3ebf51	4	Tiny Forest	14796	Kleine Wildernis	Een dichtbegroeid minibos dat voldoet aan een aantal strikte voorwaarden betreffende aard en hoeveelheid beplanting, betrokkenheid van kinderen en van de buurt. Zie: https://www.ivn.nl/tinyforest/over-tiny-forestr.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/93E07A8D-95E8-405A-A6C4-52A3BB3EBF51
10220	96e5ae38-1db9-46a4-920b-acd5c10d7f5c	08822b41-a2ba-43d7-b7e5-10310c8c78e2	4	Natuurbos	14796	null	Bos waarvan structuur en samenstelling nog min of meer in overeenstemming zijn met wat er van nature zou voorkomen. In Nederland zijn dergelijke bossen de bossen die al tenminste 200 jaar oud zijn.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/08822B41-A2BA-43D7-B7E5-10310C8C78E2
10221	2f9a73f7-dd55-4110-9bf3-81595b91eacd	b1b6a752-79ae-4f35-b580-851fe118f657	4	Werkzaamheden op particulier terein	14796	null	Voor de toegankelijkheid van het object is het noodzakelijk grond te betreden die eigendom is van individuele rechtspersonen, niet zijnde een bedrijf.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/B1B6A752-79AE-4F35-B580-851FE118F657
10222	a9aa37ce-77f2-4a46-93d2-a969b3bae02f	bb61fd55-c4b4-4e82-a83f-5fe8621bdcc8	22	Metselwerk	14796	null	Stenen die met cement of een variant daarop aan elkaar verbonden zijn.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/BB61FD55-C4B4-4E82-A83F-5FE8621BDCC8
10223	5cb4ecb1-9139-4c6a-a13b-eb390c63ad12	8b6f78cb-9bdd-49a4-ba6a-bd797f5a2998	22	Plaatijzer	14796	null	IJzer dat in de vorm van een plaat is gedrukt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/8B6F78CB-9BDD-49A4-BA6A-BD797F5A2998
10224	586e49d2-4708-4b4d-985b-4489cdc35bef	a32dbc54-0cf3-4a3c-816a-734a8313c535	4	Afgerond	14796	null	De hoeken van het object zijn niet scherp, maar hebben de vorm van een kromming.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/A32DBC54-0CF3-4A3C-816A-734A8313C535
10225	935eaeca-684a-4750-85ad-08ff765884d5	f91ff5e4-c7ee-4f17-b810-a1e77f046c80	4	Mes	14796	null	Een oppervlak van dunne en scherpe vorm.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/F91FF5E4-C7EE-4F17-B810-A1E77F046C80
10226	0794aefe-7cfa-429d-a8a0-85dd121d41b1	d3e3bf7a-bfeb-400b-ad7f-f87a05c748b2	4	Kabelarmatuur	14796	null	Aan een kabel bevestigde behuizing voor één of meer lichtbronnen inclusief alle elektronische componenten voor het juist richten en het beschermen van de lamp.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/D3E3BF7A-BFEB-400B-AD7F-F87A05C748B2
10227	88168883-055a-4606-bd6b-608e930d6ed3	77b6338e-4168-42d3-98bb-d916eeaf8437	4	Wandarmatuur	14796	null	Aan een wand bevestigde behuizing voor één of meer lichtbronnen inclusief alle elektronische componenten voor het juist richten en het beschermen van de lamp.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/77B6338E-4168-42D3-98BB-D916EEAF8437
10228	c0bb0836-a240-4397-b3d5-b6a9d1e7de85	af4b2719-20be-4980-8d53-13a6ba6f56b3	4	Krooshek	14796	null	Een object dat wordt gebruikt bij poldermolens om drijvend materiaal, zoals planten, waaronder eendenkroos en hout, tegen te houden. Hierdoor wordt het scheprad of de vijzel tijdens het malen niet beschadigd.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/AF4B2719-20BE-4980-8D53-13A6BA6F56B3
10229	96f59f90-fc74-4a95-822e-fa2d748c8418	2b2ca87e-5b1f-4986-9b10-8a6146a39e17	4	Vangbalk	14796	null	Zware balk, scharnierend in de ezel bevestigd en wordt opgehangen aan een haak, of op een duim, of op een klos.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/2B2CA87E-5B1F-4986-9B10-8A6146A39E17
10230	0d0bdf61-4734-4a5b-aba2-0ee77f65914e	7a185376-51b7-489e-b369-5fcfecf25368	4	Poort	14796	null	Toegangshek met als doel afsluitbare doorgang in een muur of terreinafscheiding.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/7A185376-51B7-489E-B369-5FCFECF25368
10231	61235a6c-ebc9-4dd8-ab0c-0e4a467068ae	2d7bc1c1-1f36-4664-8ea8-ac705e1a81b6	4	Skatepark	14796	null	Speelterrein ingericht met skatevoorzieningen en speciaal voor skaten en BMX'en ingerichte installaties.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/2D7BC1C1-1F36-4664-8EA8-AC705E1A81B6
10249	1df4c2b9-3b1f-4232-bc01-fa803d40dcf3	e6ea8de2-d555-4eb5-81e5-ce62ddfb838f	2	Combikabel	14796	null	Kabel of stelsel van kabels, inclusief hulpaders, onder of boven de grond, die elektriciteit met een spanning lager dan 500 V kan transporteren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/E6EA8DE2-D555-4EB5-81E5-CE62DDFB838F
10250	e7cc54e4-9a47-42ac-950c-c3cbe02cf77b	bc6f8c37-6121-49db-af4d-7d805f1e82f6	2	Datakabel	14796	Communicatiekabel	Kabel voor de voortgeleiding van een signaal.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/BC6F8C37-6121-49DB-AF4D-7D805F1E82F6
10251	46d664f3-6575-4194-a0b1-df58c8a059f8	8f4c1665-a460-4002-b26f-fe4e575c2eb6	4	Koppelkabel	14796	null	Kabel of leiding bedoeld om meer dan één instrument of installatie aan elkaar te kunnen koppelen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/8F4C1665-A460-4002-B26F-FE4E575C2EB6
10252	0f423e52-806b-45e2-b6be-777db0a6fc4e	71cd52ae-6864-40e2-9f50-97daa00f74d9	2	Voedingskabel	14796	Elektriciteitskabel	Kabel voor geleiding van energie.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/71CD52AE-6864-40E2-9F50-97DAA00F74D9
10254	b4c70e37-4b64-42e9-b310-c75c96c3fd1c	836acefb-d981-443d-ba7c-6dad4126210b	4	Markeringstegel	14796	null	Tegels die onderdeel vormen van een wegmarkering of een bepaald herkenbaar oppervlak hebben, die derhalve een geleidend, waarschuwend of informerend effect hebben op passanten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/836ACEFB-D981-443D-BA7C-6DAD4126210B
10255	d41214ef-d43a-4ad2-9a9d-ea5cf7bd1608	f8d1f294-a62c-46f1-86df-e6ed82034646	4	Golfbaan	14796	null	Een grassportveld dat ten minste uit negen holes bestaat. Elke hole is opgebouwd uit de volgende onderdelen: meerdere tees (afslagen), carry, fairway, foregreen en apron, green, surrounds, semi-rough en rough.	null	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/F8D1F294-A62C-46F1-86DF-E6ED82034646
10259	eb97a253-b683-4ac9-be50-7aff0ab5af99	b84abb55-e41b-4d00-bf1d-f59168cdaac4	4	Zomerverblijf	14796	null	De faunaverblijfplaats is bedoeld voor een doelsoort om de meteorologische zomer, grofweg de maanden juni, juli en augustus, door te brengen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/B84ABB55-E41B-4D00-BF1D-F59168CDAAC4
10261	44763023-8c53-487c-b638-7f2b04382d27	d5483725-c121-4c46-a88d-72caafd109fc	4	Paarverblijf	14796	null	De faunaverblijfplaats is bedoeld voor het verblijf van een mannetjes- en een vrouwtjesspecimen van een doelsoort, die samen een voortplantingspaar vormen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/D5483725-C121-4C46-A88D-72CAAFD109FC
10262	a6a633c9-dfb2-41af-97e5-578f26ce5eb7	ba821657-f813-4672-b884-a794ac12a95e	4	Kraamverblijf	14796	null	De faunaverblijfplaats is bedoeld voor het verblijf van een de ouder(s) en de pasgeboren jongen van en doelsoort.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/BA821657-F813-4672-B884-A794AC12A95E
10265	0a8487b8-3f56-47ab-9278-7ea95f44aefd	6c95d7e6-0f67-4eea-b4e8-a1b445b7a983	4	Losse tafel	14796	null	Een tafel vrijstaand van of zonder zitplaatsen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/6C95D7E6-0F67-4EEA-B4E8-A1B445B7A983
10266	a100d64a-ad3f-46c3-8284-eb6af6ddbfcb	5bda2b47-3c85-4895-85d0-8d9d306b3621	4	Bocht	14796	null	Het lijnvormige object is niet recht, maar heeft de vorm van een kromming.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	https://data.crow.nl/imbor/def/5BDA2B47-3C85-4895-85D0-8D9D306B3621
