LoggingGUID	VocabulairGUID	IMBORGUID	GitHub-issueID	Omschrijving	Terugkoppeling	Loggingsdatum	Status	Aard aanpassing	Collectie
5f4d88aa-1214-4eab-88de-01086287214b	N.v.t.	{CD225DA6-EA23-4E22-87B7-E7D770A32C76}	880	Toevoegen Containerput als objecttype	Containerput toegevoegd aan refModel_Domeinwaarden	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Mappingelement toegevoegd	Domeinwaarde
5f51f060-2403-4388-ac04-7e31846c82d9	{8E7BC2DE-9798-499E-81BE-2710D910ACC5}	{F23E672A-7D94-44D7-A31A-79B3CB9F29E6}	336	ValruimteOmvang wijzigen in ValruimteAfstand	Omvang valruimte gewijzigd naar afstand valruimte in imbor_VocTermen.	Tue Jan 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Term gewijzigd	Attribuut
5f5791b3-e49d-4470-b8ed-67b092ac34d5	{28D04C8C-643B-40A3-ADBE-359DEE5DD8C3}	{CFA51BB4-1DF1-48A9-923D-E0207C37EA45}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:aantal tussenlagen; is aangepast van: "Aantal tussenlagen bij asfaltverharding.", naar: "De hoeveelheid bedekkingen die tussen de onderlaag en de deklaag van de asfaltverharding liggen."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut
5f6d6e8b-16c8-408e-8487-bcbcc29e0145	N.v.t.	{A52A6DA4-94FB-4599-A019-18A3D1B73F57}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Afvalsensor_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
5f768155-d409-417a-9427-25e2460bd7b5	{4B3FC70C-0B3D-4969-98E5-359BB834C6BB}	{77FE8281-EE08-482C-932B-1A786FD3C5CB}	Unafact55	Uitbreiding IMBOR Laadinfrastructuur: Laadpunt: communicatieprotocol: IEC 63119	IEC 63119 toegevoegd aan imborVoc_Termen.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
5f86bd4a-6bd6-4a12-8f3b-97314c424e36	N.v.t.	{761E498F-A0E2-433A-A671-B7CB92EC50E1}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Parkeervoorziening_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
5f88cceb-0a69-46e0-825f-55c3466d6231	N.v.t.	{2F524E63-4D29-4AF8-B566-A158A2BE3666}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Windzak_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
5f8f5cde-7ca2-4be2-bd02-91aeb0f27fd3	N.v.t.	{2E29D4DC-C10E-440D-A42A-A47BDE5C86F4}	1117	Afstemming met Handboek Bomen: beleidsstatus	Geen specifieke status-functionele laan- en parkbomen verwijderd bij BoomBoombeleidsstatus in imborKern_EnumeratiesDomeinwaarden	Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
5f98cd4e-6b9b-4dca-b3e2-ccb7325b89cb	N.v.t.	{11E5CDB8-1481-490A-894E-A4C0199D5324}	1092	De Eenheid 'Integer' is niet juist	Eenheid integer is komen te vervallen in imborKern_K_KlassenAttributen. Combinatie van klasse en attribuut is in eenheid aangepast.	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Eenheid gewijzigd	Eenheid
5fa1dc31-96a5-4a8e-a5af-d4376121ba0d	N.v.t.	{E9DBCC64-E482-4643-A4A3-361DEC7C7F7A}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Fauna-inspectieput_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
5fa4ad0f-326a-4153-91fc-460027ca9276	{F8536DB6-B8E7-41F5-B82B-1A4DDC73CDF8}	{C7A4FAD0-BA6A-4E03-B090-D357B3ED7C3B}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Street Workout en Parcours; is aangepast van: "Een buitenfitnessveld ingericht met toestellen voor street workout en parcours.", naar: "Een buitenfitnessveld ingericht met toestellen voor parcoursoefeningen en gerelateerde oefeningen."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
5fa78238-eca6-46ea-8675-51f6143ad7d8	{B801B986-00AC-4B48-82DA-40A394B1133E}	{F5EC227C-2CA6-4688-99A9-6453CF0023CC}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:type waterplanten; is aangepast van: "Aanduiding voor het type waterplanten binnen het waterobject.", naar: "Aanduiding voor het soort flora binnen het waterobject."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut
5fb51f3b-d4c0-4173-b328-35c5da29fa35	{68C33D68-867D-408C-9A47-BF52AD7EC34D}	{D14FE879-40FE-414B-9FE3-89AD7D9B907B}	1187	Informatieverlies in ACCES-database.	Toelichting hersteld. Fietspad :: Een rijbaan bestemd voor fietsers, snorfietsers en eventueel bromfietsers kan alleen een fietspad zijn als op dezelfde verkeersbaan ook een rijbaan voor snelverkeer ligt.	Wed Jul 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Toelichting gewijzigd	Objecttype
5fb54282-b043-40e9-846e-fe1411807ab0	{58ABCC75-3CD9-4EB8-9706-75BFAA732AE3}	{33529DF7-284E-4FD8-A759-8C908DED0BA1}	673	Rotterdam | review CROW IMBOR | 2	160x450 toegevoegd aan imborVoc_Termen	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
5fbba348-c4af-4677-9806-3f1175349440	N.v.t.	{971C7B60-4B06-44A2-826A-7F3631A016AE}	1168	Gemeente Maastricht: Uitbreiding Monument-informatie	Gemeentelijk waardevol cultuurhistorisch element is toegevoegd aan aan Monument-informatieTypeMonument in imborKern_EnumeratiesDomeinwaarden	Wed Jul 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
5fc94fa4-2479-4b5e-b88e-207be89a1567	N.v.t.	{CD6F96CE-1612-4C29-A415-6777C2BC097C}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Tunnelventilatie_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
5fce0c6c-4de0-41b3-b0b0-eb7242601e54	{2F63D5E2-5E41-4816-BB31-1838E0BD9611}	{34E3DDF4-FDAA-41C7-B78B-BE24DCE58B14}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:BoomKroondiameterklasse; is aangepast van: "Het enumeratietype BoomKroondiameterklasse is de naam voor de domeinwaardenlijst van de klasse Boom en de attributen kroondiameterklasse actueel en kroondiameterklasse eindbeeld.", naar: "Het en	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
5fd279d9-ca83-4451-bf1e-34e2726e9359	N.v.t.	N.v.t.	810	Antea Group | Prio: Nee | H2V lengte en breedte	type reiniging is in datatype gewijzigd naar Enumeratie	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Datatype gewijzigd	Datatype
5fd7a142-7f80-449b-9ec0-a4a7e2d9b664	{DF634093-027C-4C82-8FA9-141E834F32A4}	{D7015186-0CF9-40E0-8CB1-E1C3C34A68DA}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:MatrixSignaalgever; is aangepast van: "Een matrixsignaalgever is een elektronisch bord boven een rijstrook of langs de rijbaan, dat een aanwijzing kan geven aan de weggebruiker. Deze aanwijzingen kunnen bestaan uit borden die in het RVV z	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
5fdcd39a-9f39-4520-b835-f0cc067a3253	{D9E02A2E-F63B-49F4-9740-67CD5E2D2CC1}	{86B451A6-D298-41B0-BCE8-44D49F1F4B2B}	1136	Afstemming met Handboek Bomen: takvrije stam, takvrije zone primair, takvrije zone secundair	takvrije stam vervalt in imborVoc_Termen	Fri Apr 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Attribuut
5fe4edb6-32ab-41b6-aa1e-9f7b0c13c984	N.v.t.	{E0B80667-8641-4E29-A4E0-9193FD31934C}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Zonk_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
5fe5a5da-e345-4e35-b298-12536ee09aa8	N.v.t	{ED557A76-8618-4097-A154-4022D2EAB518}	1018	Bereikbaarheid (attr 410) en Bereikbaarheid gedetailleerd (attr 333) zijn aan elkaar gekoppeld middels de "imborkern_attributen" tabel. Echter, in "imborkern_enumeratiesdomeinwaarden" is geen enkele domeinwaarde van Bereikbaarheid gedetailleerd gekoppeld aan een domeinwaarde van Bereikbaarheid.	Hoogwerker 12 meter: als bovenliggende waarde in imborKern_EnumeratiesDomeinwaarden is 'Bereikbaarheid met beperkingen' toegevoegd bij BereikbaarheidGedetailleerd.	Fri Jan 13 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Bovenliggende waarde gewijzigd	Enumeratietype
5ffb6bff-7333-4878-9615-cd6e62c2e083	{FBB35EA1-B686-41E2-A5C2-6B26DBC00913}	{D06D138C-5F5E-45F8-87C5-688EAAE919D2}	985	Domeinwaarde toevoegen aan DocumentTypeDocument: Onderhoudsplanning	De domeinwaarde is toegevoegd in imborVoc_Termen en in imborKern_EnumeratiesDomeinwaarden toegekend aan DocumentTypeDocument.	Fri Nov 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
5ffc6578-26c6-4b5e-bd2b-39d208562365	{F8BA702C-5A31-429E-BE79-66CE96B3BCCD}	{58B64997-0F2B-47EF-86F2-00F497C76659}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:RuimteType; is aangepast van: "Het enumeratietype RuimteType is de naam voor de domeinwaardenlijst van de klasse Ruimte en het attribuut type.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Ruimte en het attribuut ty	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
5ffe617f-a967-4107-a616-fd0edc237935	N.v.t.	{FE7F94BF-49C6-4E93-A19E-50F8469D1F34}	1056	Datatype: Organisatiespecifieke domeinwaardenlijst is toegevoegd	ConstructieFabrikant: Organisatiespecifieke domeinwaarden is verwijderd uit imborKern_EnumeratiesDomeinwaarden	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
6004891b-f350-4e55-9aa6-20dc15eb027a	N.v.t	{BE42C575-9508-4365-97A0-DA8D8D0D3B54}	Unafact98	GWSW: Topologisch element-Representatie fysiek object-Rioolstreng: Representatie fysiek object niet in refObjecttype en daarom geen match. : Representatie fysiek object toevoegen aan string GWSW refObjecttype.	"Representatie fysiek object-" toegevoegd aan de sleutelstring in refModel_Objecttypen.	Tue Nov 29 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Mappingelement gewijzigd	Objecttype
6007e384-2000-4662-9db8-2f930b5da6d0	N.v.t.	{38EBB466-B571-410D-B91F-9526F2EBEAE1}	1136	Afstemming met Handboek Bomen: takvrije stam, takvrije zone primair, takvrije zone secundair	BoomTakvrijeZoneSecundair :: 4 m. vervalt in imborKern_EnumeratiesDomeinwaarden	Fri Apr 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
600d8e84-e1f1-4c74-ad8e-dcc8d7fd222a	{C3AAC1A7-EAFF-448B-838A-9DC620B6EB01}	{1DB4C6EC-E034-4C38-8A04-0D6FA992A2E7}	1024	Gemeente Dijk en Waard: Toevoegen Raingarden aan IMBOR.	Regenwatertuin met als synoniem Raingarden toegevoegd aan imborVoc_Termen.	Fri Jan 13 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
6010e703-ac4a-4938-81fd-b40a10f68fdb	{5580D4B7-F3EE-4469-BCBD-8AA9E642387A}	{D4CEBA20-917B-4B54-B470-7D4174732AD5}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Carboneren; is aangepast van: "Carboneren is een thermochemisch diffusieproces waarbij koolstof wordt toegevoegd aan het oppervlak van een onderdeel. Het wordt voornamelijk toegepast voor het produceren van een hard en slijtvast oppervlak	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
6022c0cb-47e4-400e-b928-108c23c7c190	N.v.t.	{15170E8C-1707-4741-827D-A17437F88D0A}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	DubbelING: Speeltuinvereniging vervalt uit BeheerdObjectBeheerderGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
60338bfb-a1f7-4ef9-bf16-a4ae366697a5	{280F43A2-068C-40CB-9C97-CC7079FFDB25}	{9168E0C2-A1B4-4971-8BD5-AE8771D91B5B}	Unafact42	Uitbreiding IMBOR Laadinfrastructuur: Objecttype: Ondergrondse laadoplossing (klasse Straatmeubilair)	Ondergrondse laadoplossing toegevoegd aan imborVoc_Termen.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Objecttype
60381bdf-fd8b-4f98-a269-df102a4d0851	{B5B20508-C55F-4D90-8BB5-451129B5AE2B}	{E90936FB-50F0-48C8-B809-21BCCD8CC2FB}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:MechanischeAfsluiterVorm; is aangepast van: "Het enumeratietype MechanischeAfsluiterVorm is de naam voor de domeinwaardenlijst van de klasse Mechanische afsluiter en het attribuut vorm.", naar: "Het enumeratietype voor de domeinwaardenlij	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
604100ab-cfc5-4d5b-bd45-4ac01191bb14	N.v.t.	{7DDD0DC1-31FA-42A6-9A3E-6A0A25986EBB}	890	NEN2660-2 modellering voor informatieobjecten.	Semantische relatie m.b.t. Rand verhardingsobject vervalt in imborKern_K_ObjecttypenSemantischeRelaties	Fri Jul 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Semantische relatie vervallen	Semantische relatie
6048bf3e-f4e4-4d70-be09-c497f4b0446d	N.v.t.	{4551E7BF-BD24-4A66-A9E5-DFF26A8C83C5}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Veldbelijning_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
604b4060-c297-4b1a-8d37-4c1e069d6d5e	N.v.t.	{AE29A11D-F943-4505-B634-C15E4293FDC7}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Fietsparkeervoorziening_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
60505cd3-755a-4cab-be18-45bf6771398f	N.v.t.	{BC58321A-6F9E-4A2F-BD97-EEE587E8925B}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	Niet bepaald wordt toegevoegd aan BoomSpecifiekBoombeheertype in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
605711ab-e8ca-40f6-a603-ffd67b9d12ff	{427D43A0-4263-47B5-85E5-AB10123CF81E}	{A8BC35D0-FCF7-4B63-9D57-2181C4036F81}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:type zekering; is aangepast van: "Aanduiding voor het type zekering die zich in de groep zit.", naar: "Aanduiding voor het soort stop dat in de groep zit."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut
60594317-d8e2-4b7e-a0b3-c79bb3f40605	{3316C5C6-35D2-4E9A-9CC3-0E72C5C2B54C}	{782FBBEC-75EE-4DB3-BCD3-BE55E315A1B7}	1005	Ja/nee monument laten vervallen	Attribuut ‘monument’ verwijderd uit klasse Monument-informatie (record met KlasseAttribuutID 4194 verwijderd).	Fri Nov 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
60601b3c-001c-4e7e-9e84-cf55f439b262	N.v.t	{E40BEB2C-5914-4660-B13C-E08004BE0AB3}	Unafact61	GWSW: Fysiek object-Put-Opvangput: Klasse kolk is er tussenuit. Aanpassen in IMBOR. Zelfstandig objecttype maken	Opvangput verwijderd uit KolkType in imborKern_EnumaratiesDomeinwaarden.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
60775ac6-2b59-4535-bf2f-c385e4631aeb	{74EB4ED8-7EFD-4EFF-B0B6-138F4C557CC0}	{778F54AA-45B5-4C82-9D77-437B71677731}	814	Antea Group | Prio: Nee | H4B objecttype Verkeersbord klasse bord attribuut 'zichtzijde'	zichtzijde vervalt in imborVoc_Termen	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Attribuut
60a6acbb-dc8c-4bab-a1b7-8612787ba701	{9EB3BD1C-45AC-43CA-84D9-45CB2953ADE6}	{9194301F-D352-48AB-8CDC-7A1104EF85BF}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:WatergangVorm; is aangepast van: "Het enumeratietype WatergangVorm is de naam voor de domeinwaardenlijst van de klasse Watergang en het attribuut vorm.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Watergang en het 	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
60b07c1b-bacd-4752-93af-a7aed7f4eda5	N.v.t.	{374412F0-F07A-415B-9752-3B596BF654EA}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Armatuur_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
60b7b3c6-5698-4a65-908c-514b45bcb38a	N.v.t.	{361E8428-BA66-4AEA-95AE-080465EBB0D5}	890	NEN2660-2 modellering voor informatieobjecten.	Langs heesters vervalt bij RandGroenobjectTypeRand in imborKern_EnumeratiesDomeinwaarden	Fri Jul 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
60bbcfc9-4b2a-4ba7-9ee9-8075779c9a16	{E38ACC58-2F8F-4B4D-8C03-DB4182AF3BA4}	{151BE1D3-2864-407D-9964-091077595124}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Grote vos is toegevoegd aan imborVoc_Termen	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
60d06499-6dec-49d9-a8c2-52e681dfd3db	N.v.t.	{EB980F7E-E34C-42C6-A360-7784C2D1C529}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	25 tot 100 m² wordt toegevoegd aan BoomBoomkroonprojectieklasseActueel in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
60d0fe15-6012-4c63-9e9b-97fcd60ca6c9	N.v.t.	{2C60FE4A-D848-44DA-9F27-0865396AEDCB}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	Niet bepaald toegevoegd aan BoomSpecifiekeBoomkenmerken in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
60e90f65-aa86-4ba8-89c4-8e78d9d653c5	N.v.t.	{E7CC6D81-9482-47FA-BE98-4546EE488226}	1117	Afstemming met Handboek Bomen: beleidsstatus	Beleidsklasse III toegevoegd aan BoomBoombeleidsstatus in imborKern_EnumeratiesDomeinwaarden	Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
60f074ae-bcb7-463c-a136-1da11f67161d	{A5277957-0D9E-4E8C-80E6-820E34E58164}	{8D03A837-A482-469C-BB6F-D47C86496164}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Alleen toegankelijk voor apparatuur; is aangepast van: "Het object is alleen toegankelijk voor apparatuur.", naar: "Het object is alleen bereikbaar met behulp van gereedschap ten behoeve van transport."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
60f4bf0a-00df-4e0b-9eb6-fe126a2b5477	{67C01FE8-E4B6-4CD7-8406-75E7594578A8}	{D92B11DF-5D08-4CDC-8FC1-8DF7913EBD50}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Rateltikker; is aangepast van: "Een apparaat dat slechtzienden helpt bij het gebruiken van oversteekplaatsen die zijn uitgerust met stoplichten. De rateltikker tikt als men niet mag oversteken (rood) en ratelt als men mag oversteken (groe	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
610064b3-96db-4270-a489-c46174eb0011	N.v.t.	N.v.t.	1056	Datatype: Organisatiespecifieke domeinwaardenlijst is toegevoegd	1486: exploitant gewijzigd naar Datatype Organisatiespecifieke domeinwaardenlijst	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Datatype gewijzigd	Datatype
61078a4a-b80a-47f1-8f95-0f19ca1872db	{FAB018C7-1527-4F74-8392-1AADF41B3819}	{8DEB3371-8B43-4551-A4C2-56C2B09A888F}	1228	null	BoomBeoogdeOmloopBoomSnelgroeiend wordt toegevoegd aan imborVocTermen.	Thu Jan 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Enumeratietype
611ac423-e012-487f-b707-28c79f8e1439	{6BF1DF2E-0B01-4FFB-8950-899F1886F8D8}	{F0A542BF-83F7-46CB-BF07-3E88B80A8D65}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:EcoductModaliteit; is aangepast van: "Het enumeratietype EcoductModaliteit is de naam voor de domeinwaardenlijst van de klasse Ecoduct en het attribuut modaliteit.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Ecodu	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
611eae2f-e212-4021-8de8-e40b0c52ac78	{17A0B95E-E35B-4D8F-82E4-AC9E6CC78AD9}	{55ECDB51-98D1-4426-AF58-A1FA1399A264}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:WatergangLengteklasseDroogTalud; is aangepast van: "Het enumeratietype WatergangLengteklasseDroogTalud is de naam voor de domeinwaardenlijst van de klasse Watergang en het attribuut lengteklasse droog talud.", naar: "Het enumeratietype vo	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
61316544-8247-4612-adb8-639de211cd80	{B2C27DFA-2D27-467F-BE37-E74A861BFC0A}	{7A895484-217C-477F-9F2D-7E109FBDB28D}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Inlaag; is aangepast van: "Een inlaag of inlaagpolder ontstond als in verband met het risico van wegzakken van een dijk een inlaagdijk als reservewaterkering werd aangelegd.", naar: "Een object dat ontstond in verband met het risico van w	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Objecttype
61330aa4-3c29-4eb7-bd3c-a64140a3e21f	{5E11B139-E7DC-4748-B24D-68E4775ABECA}	{579B9BF5-488E-4AF0-A506-749EBE75091A}	1080	UNAFACT: breedte insteek en insteekbreedte; toevoeging insteekhoogte	Het toevoegen van een attribuut insteekhoogte binnen de klasse Watergang met als definitie: "Hoogte van de insteek van het waterobject." in imborVoc_Termen	Wed Jul 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegevoegd	Attribuut
6140f618-f746-4354-8878-c7ddeaf1f060	N.v.t.	{7EE33D99-82AE-4EA1-9EF8-88D3ECAD00DE}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Bungalowpark_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
615508b7-0421-4076-9d3a-91d6ae7e2996	N.v.t.	{7F1991F8-DB68-4887-B031-7E3B5E73018E}	Unafact47	Uitbreiding IMBOR Laadinfrastructuur: Oplaadpaal: type schakeling	type schakeling toegevoegd aan de klasse Oplaadpaal in imborKern_K_KlassenAttributen.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut
6160bd53-3190-49b6-a804-aec7108331f8	N.v.t.	{92F4F687-F580-47CE-8398-AEA47708205C}	890	NEN2660-2 modellering voor informatieobjecten.	Semantische relatie m.b.t. Rand groenobject vervalt in imborKern_K_ObjecttypenSemantischeRelaties	Fri Jul 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Semantische relatie vervallen	Semantische relatie
6165fd8b-e790-4c7f-b34a-c02c238299cc	N.v.t.	N.v.t.	1092	De Eenheid 'Integer' is niet juist	leeftijd aangepast naar xsd:positiveInteger	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Datatype gewijzigd	Datatype
616fc537-5373-424b-87ad-07930ca45c57	N.v.t.	{706ADA7D-FCE7-4D69-909B-52DEDC3AE386}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Dakkapel_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
