LoggingGUID	VocabulairGUID	IMBORGUID	GitHub-issueID	Omschrijving	Terugkoppeling	Loggingsdatum	Status	Aard aanpassing	Collectie
00001173-c0ea-48bf-b629-db13e4c1bd9d	N.v.t.	{D07D868F-AF40-4543-9390-179E1DCB3D5C}	1127	Afstemming met Handboek Bomen: boomvoorziening	Beluchtingssysteem aanlegfase vervalt bij BoomBoomvoorziening in imborKern_EnumeratiesDomeinwaarden	Mon Apr 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
0008ab2c-b809-479b-976f-e5e4035806d9	N.v.t.	{D0258AE7-DB5F-4C2F-870C-D5AD53E8AC9B}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Regelinrichting_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
00133f9f-e188-44ef-8b4c-ce738d054561	N.v.t.	{30A4FD6B-6C0C-4EB3-A9F4-060E8BFC66FD}	1101	
Afleidbare attributen zo veel mogelijk consistent uit IMBOR verwijderen	RuimtelijkGebied :: bevat :: ReëelObject is toegevoegd aan imborKern_K_ObjecttypenSemantischeRelaties	Fri May 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Semantische relatie toegevoegd	Semantische relatie
002bd36c-5747-4bd7-af51-5ff5ea848f47	{463EF9D1-446B-4BBC-817A-9B4F017ACB15}	{5204BCE0-D312-45BD-90DA-6C1FD7A0F9FA}	1133	Afstemming met Handboek Bomen: opkroonhoogteklasse actueel en opkroonhoogteklasse beoogd	8/0 m wordt toegevoegd aan imborVoc_Termen	Mon Apr 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
002cbaa7-b6f8-42bf-882f-484a7484bb0c	{6CE261DD-848C-4262-ADDB-C9B9DA22848F}	{82668007-BF9B-45D1-B1F8-7BBD7DD59573}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:SluisBedienaar; is aangepast van: "Het enumeratietype SluisBedienaar is de naam voor de domeinwaardenlijst van de klasse Sluis en het attribuut bedienaar.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Sluis en het a	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
004cb36c-0359-4d41-a7a6-0b0bbe6d802c	N.v.t.	{31715B9B-4A5B-458E-B1CD-A22C78180DD0}	673	Rotterdam | review CROW IMBOR | 2	BandAfmeting :: 160x200x180 is toegevoegd aan BandAfmeting in imborKern_EnumeratiesDomeinwaarden	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
007bb7e5-6fcc-4a54-b0b3-0e7ff000a698	{A7CE2408-8774-423E-9220-77D5154415A7}	{325C8BB1-E472-40FF-B474-FB789CE3CA7C}	Unafact40	Uitbreiding IMBOR Laadinfrastructuur: Laadpunt: type laadinfrastructuur	LaadpuntTypeLaadinfrastructuur toegevoegd aan imborVoc_Termen.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Enumeratietype
008379ed-7dfe-4436-b462-288f35036e2f	N.v.t.	{82E9BFED-D7F5-4DF2-AB68-87FBC71C33D5}	1116	Afstemming met Handboek Bomen: beschermingsstatus, beschermingsstatus gedetailleerd en meerstammig	BoomBeschermingsstatusGedetailleerd :: Natuurwetenschappelijk waardevol komt te vervallen in imborKern_EnumeratiesDomeinwaarden	Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
0097601b-ec15-4c70-80e4-0501c6586f6d	{A72DC962-FFCF-475D-9A22-2E0A77D2B47A}	{40C0D299-ACCA-42D9-8A08-E84DC78645B1}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:DetectorType; is aangepast van: "Het enumeratietype DetectorType is de naam voor de domeinwaardenlijst van de klasse Detector en het attribuut type.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Detector en het attr	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
0097aefc-6990-4a26-afcd-1383eb3d99b1	{D7CCBFD0-1637-479B-95A0-DF16822C57CF}	{FD66CFF8-7B38-4016-95F8-3B25AF770C40}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:BouwwerkVorm; is aangepast van: "Het enumeratietype BouwwerkVorm is de naam voor de domeinwaardenlijst van de klasse Bouwwerk en het attribuut vorm.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Bouwwerk en het attr	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
00a786f8-4e1d-4036-a914-00b57116bc0e	N.v.t.	{8991A023-0537-4A9F-A03A-5B34764D3B4E}	1095	NEN3610 laatste versie van URI's gebruiken in IMBOR	Registratie: URI toegevoegd en definitie toegevoegd aan refModel_Objecttypen.	Tue Mar 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Mappingelement toegevoegd	Objecttype
00a9e3d9-0a74-403b-a072-d7aeaf6d5f52	{7F91A82E-3BA4-4FD2-A55B-20D5A17D00D2}	{AE0870E4-3F94-44AC-8D4E-76112CA7F5F3}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:vrije ruimte minimale hoogte rechts; is aangepast van: "Vrije ruimte minimale hoogte rechts.", naar: "Aanduiding van wat de beschikbare afstand in verticale richting gemeten vanaf de ondergrond aan de linkerzijde tenminste dient te bedrag	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut
00b1defa-3635-41b6-b2e8-52b159328f2c	N.v.t.	{995464ED-2700-4F06-B987-D74CB5CCBCF9}	357	Bij Wegmarkering het attribuut richting toevoegen	In imborKern_KlassenAttributen orientatierichting toegevoegd bij de klasse Wegmarkering.	Fri Nov 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut
00b9917b-56e6-41bc-a25b-4ea74701f5e0	{B099E67D-F969-42D5-BD25-8CD67B2C2D91}	{547BE48D-F575-4AD1-91EB-5093B3AC3ED0}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:streefdiepte; is aangepast van: "Streefdiepte van het vaarwater.", naar: "De gewenste verticale afstand gemeten vanaf het wateroppervlak naar de bodem van het vaarwater."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut
00cc7beb-3f12-4a85-a588-687728de2fa4	{5D654536-95A9-406A-BA95-558885B58524}	{DD9CE1E5-D779-4477-82B0-B61603248506}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Bosmuis is toegevoegd aan imborVoc_Termen	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
00d9f81c-b262-4181-8a4a-e8516386ed16	{C0BC3279-2F8F-4A1A-B3E6-D22A77297029}	{FA4B67C9-33D6-43F7-AC87-976F6DB8D2F8}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:maximale overspanning; is aangepast van: "Maximale overspanning van een overbruggingsobject.", naar: "Aanduiding voor de langste horizontale vrije ruimte tussen de steunpunten van een overbruggingsobject."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut
00daeda4-87fb-4d00-8682-cb401c5be49d	N.v.t.	{5467E876-2F28-4EC2-B3A0-3409E46BF860}	1101	
Afleidbare attributen zo veel mogelijk consistent uit IMBOR verwijderen	Registratieve ruimte :: heeft deel :: Registratieve ruimte is toegevoegd aan imborKern_K_ObjecttypenSemantischeRelaties	Fri May 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Semantische relatie toegevoegd	Semantische relatie
00f1ad2f-602d-4983-a3da-a41a1a5f5101	{8BA7C6AB-1963-4D15-A686-3D53FB18F86D}	{A8AA4374-666E-4D81-9B11-18D04AEE6543}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Struikvormers; is aangepast van: "Bosplantsoen welke geheel uit struikvormers bestaat.", naar: "Bosplantsoen welke geheel uit struikachtige planten bestaat."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
00fcce71-9eab-4fba-9a49-7bb7508d09b2	N.v.t.	N.v.t.	810	Antea Group | Prio: Nee | H2V lengte en breedte	letterhoogteklasse huisnummers is in datatype gewijzigd naar Enumeratie	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Datatype gewijzigd	Datatype
010cc25f-d886-412d-be84-666bc1156c9f	N.v.t.	{9B373019-8850-4086-BD09-6450C6ECFE16}	1116	Afstemming met Handboek Bomen: beschermingsstatus, beschermingsstatus gedetailleerd en meerstammig	BoomBeschermingsstatus :: Geen beschermingsstatus komt te vervallen in imborKern_EnumeratiesDomeinwaarden	Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
01222592-5057-4449-a46b-4f6436094251	N.v.t.	N.v.t.	1076	BGT 1.2: Kunstwerkdeel: type: Hoogspanningsmast kan niet uitgedrukt worden in IMBOR 2022	Hoogspanningsmast toegevoegd aan imborKern_Klassen. Hoogspanningsmast toegevoegd aan Kunstwerk in imborKern_Klassenindeling.	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Klasse toegevoegd	Klasse
01379e59-228b-4b74-8ad6-7e2755d6f9bd	{25DA537C-9977-4701-A84C-BE020C01C909}	{B10119D6-239C-4203-A423-CE51E52E8633}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:MechanischeAfsluiterType; is aangepast van: "Het enumeratietype MechanischeAfsluiterType is de naam voor de domeinwaardenlijst van de klasse Mechanische afsluiter en het attribuut type.", naar: "Het enumeratietype voor de domeinwaardenlij	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
013e7733-3051-4e21-a872-0ca2ddf9ae7c	N.v.t.	{34C2F6BD-6B16-449E-B5B9-202B187D2AA5}	1136	Afstemming met Handboek Bomen: takvrije stam, takvrije zone primair, takvrije zone secundair	BoomTakvrijeZonePrimair :: 8 m. vervalt in imborKern_EnumeratiesDomeinwaarden	Fri Apr 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
01442c0d-69d3-447f-bc60-d67e99e2d6ae	{EC4EA4FF-E2EC-4FE1-8AAF-A7751BD22C97}	{0F846C5C-4BF6-4236-8550-3104C98F9FD1}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:WegWegindeling; is aangepast van: "Het enumeratietype WegWegindeling is de naam voor de domeinwaardenlijst van de klasse Weg en het attribuut wegindeling.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Weg en het att	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
0146336c-b4ed-4261-8bd6-65495b13b1e2	{D7411077-F66D-40EB-8010-FE6220B434B1}	{834D51A3-5658-4ADC-8D68-ADF5DFC6FC9B}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:MeldpaalType; is aangepast van: "Het enumeratietype MeldpaalType is de naam voor de domeinwaardenlijst van de klasse Meldpaal en het attribuut type.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Meldpaal en het attr	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
015d9e2a-65c3-421e-a0c2-17add3d1f7e3	N.v.t.	{4D4F1A0B-D1CF-4CA0-B744-0333A13F9C83}	1136	Afstemming met Handboek Bomen: takvrije stam, takvrije zone primair, takvrije zone secundair	BoomTakvrijeStam :: 8 m. vervalt in imborKern_EnumeratiesDomeinwaarden	Fri Apr 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde
0177a22c-8d69-42ce-84c1-6b3d66e5cd61	N.v.t.	{EA2677E3-0055-4D3E-BAD6-CF658F41D10C}	673	Rotterdam | review CROW IMBOR | 2	BandAfmeting :: 50x200x250 is toegevoegd aan BandAfmeting in imborKern_EnumeratiesDomeinwaarden	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
01791504-be19-4f6f-9090-7232878987db	N.v.t.	{E0187B50-80AB-422C-B558-1F950A095EEA}	394	Verwerken onderzoek naar verschijningsvormen verkeersregelinstallaties.	Rechtsaf voor fietsers vrij toegevoegd aan VerkeerslantaarnTypeGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
017b2377-e0cc-4916-af58-494e5c371f2e	N.v.t.	{DA8059B9-A8BC-4259-9D2D-E61851B73056}	1224	In refModel_Mapping verwijzing naar objecttype Leiding uit verkeerde refinformatiemodel	IMGeo:leiding wordt in mapping vervangen door nen3610:leiding	Thu Jan 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Mapping gewijzigd	Klasse
0184d316-2f1f-46ae-888e-e395aea320e6	N.v.t.	{9067238A-E55E-475E-B468-577EB8E731B9}	1132	Afstemming met Handboek Bomen: omgevingsrisicoklasse	Niet bepaald toegevoegd aan BosplantsoenOmgevingsrisicoklasseBVC in imborKern_EnumeratiesDomeinwaarden	Fri Apr 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
0192b430-50ef-444a-ba1c-3acedb959356	{389D5470-4CDD-44A4-BDFF-E3E02D12AB68}	{418200CF-EC47-4394-BB3D-153A0739F689}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:TunnelventilatieTypeBesturing; is aangepast van: "Het enumeratietype TunnelventilatieTypeBesturing is de naam voor de domeinwaardenlijst van de klasse Tunnelventilatie en het attribuut type besturing.", naar: "Het enumeratietype voor de d	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
01987728-25e0-4d16-b25f-e4ce700d526a	{91582136-0997-4930-8BDA-C39C39A3888D}	{58269425-3AF4-4958-99D2-B3C780211788}	1154	Gemeente Maastricht: Uitklimvoorziening uitbreiden	UitklimvoorzieningTypeGedetailleerd is toegevoegd aan imborVoc_Termen	Wed Jun 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Enumeratietype
01a08d12-60c5-4eac-a331-9376fd8b60ed	N.v.t.	N.v.t.	Unafact41	Uitbreiding IMBOR Laadinfrastructuur: Objecttype: Stationaire batterij	Stationaire batterij toegevoegd aan imborKern_Klassen. (ID: 3405) Stationaire batterij toegevoegd aan de klasse Installatie in imborKern_K_KlassenChildParent en imborKern_Klassenindeling.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Klasse toegevoegd	Klasse
01ac7020-4030-4ca6-9508-ed21f7fd9d24	N.v.t.	{F77D2897-68C6-4861-A22C-049CF455DF93}	UNAFACTcontrole	Toevoegingen aan IMGeo-mapping	Stationaire batterij toegevoegd aan refModel_Mapping	Fri Mar 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Mapping toegevoegd	Objecttype
01ae4781-6959-4f34-b104-da6235396924	N.v.t.	{BF047033-E7A4-45B4-AA20-76495DE6B47B}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Combikast_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
01b04646-64b4-4198-8d90-1b696d2e5637	{457566D6-A493-4734-82EC-ED086C8A0778}	{EA50FDD1-A44F-4A8C-8FEE-90E76E538B3C}	1027	Haarlem: type van Kunstobject: Vrijstaand beeld	In imborVoc_Termen is de domeinwaarde toegevoegd.	Fri Nov 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
01bcd35f-4776-4a0a-af8f-8ca3186c0232	{0D64B5CE-9FC6-456A-B582-F1442E0F6305}	{78193B9C-E006-4873-A775-2864CB2004A1}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	Smalle kroon toegevoegd aan imborVoc_Termen.	Tue Dec 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
01c5edfd-1c84-4966-b175-26adbed71d91	{9571440D-487E-48C6-B509-99F3DB8CE2EB}	{6B7F3ECC-54A5-4CBA-8094-62B0D4E9A392}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Waterspitsmuis is toegevoegd aan imborVoc_Termen	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
01c86677-7520-4ca4-9236-41639b23d081	{138A63FF-305A-4746-9760-B95A26414F36}	{8C8EB435-18DF-43CD-B2E5-1D4383E9F049}	995	Zebrapad toegevoegd bij Wegmarkering	‘Zebrapad’ is als domeinwaarden toegevoegd aan imborVocTermen en gedefinieerd en aan het enumeratietype WegmarkeringMarkeringToepassing toegevoegd.	Fri Nov 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
01c9aa11-3bbc-443f-b3df-df6f2cd46c43	{E5AF4F96-2EC2-46D9-979A-052FA9168F86}	{D7488302-A91B-4FAB-9B58-0AF7B3577D43}	673	Rotterdam | review CROW IMBOR | 2	250x130x200 toegevoegd aan imborVoc_Termen	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
01ceeb4f-9fe7-42f5-ba4f-8e606bc6cbcf	N.v.t.	{C56AAEE4-56FC-42F6-A6C6-2344DC46E38E}	1092	De Eenheid 'Integer' is niet juist	Eenheid integer is komen te vervallen in imborKern_K_KlassenAttributen. Combinatie van klasse en attribuut is in eenheid aangepast.	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Eenheid gewijzigd	Eenheid
01ed6fe0-6907-4cbd-9dc2-a9dbe6e12c2a	N.v.t.	{2BCC0F7A-212E-4756-98C2-F6F95292ED57}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Steenmarter is toegevoegd aan FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
01f36a8d-65b8-450a-a02d-ac19ea088c35	N.v.t	{08CECAB6-A1E5-4453-B8E3-1D390EA6E953}	Unafact118	GWSW: Fysiek object-Constructieonderdeel-Elektronisch component-PLC: Spelling verbeterd in GWSW: c --> k. Aanpassen in IMBOR. Aanpassen in mapping	Spelling van het GWSW-object aangepast in refModel_Objecttypen.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Mappingelement gewijzigd	Objecttype
01f614e5-fc28-443f-957f-80be66c47676	{B6FA0287-DD64-4510-9759-8ED3FA782967}	{E9E735BC-E7FC-446B-922F-85C6193C030D}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Pigging-InstallatieTypeBesturing; is aangepast van: "Het enumeratietype Pigging-InstallatieTypeBesturing is de naam voor de domeinwaardenlijst van de klasse Pigging-installatie en het attribuut type besturing.", naar: "Het enumeratietype 	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
01f708fd-8629-415b-a5d1-c3ad09fdc5a2	{C783CFBD-02C2-4715-8B9A-5E7009E7ACB3}	{D60D1D01-7FE3-4C32-93B4-B5EBB0860201}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Drijverstuw; is aangepast van: "De drijverstuw is een onafhankelijk functionerende stuw waarbij verschillen evenredig over een gebied verdeeld worden, wanneer het boven- en onderpand een vast peilverschil ten opzichte van elkaar moeten be	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
02027fd8-4368-44c6-96fe-32d12726b6bb	{429A7E3D-6987-4D1E-BFD4-89F467310519}	{CEB1B8D7-D0D2-4C79-AAF5-FD834449731B}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:volume; is aangepast van: "De inhoud of het volume van een voorwerp is de grootte van het gebied dat door dit voorwerp wordt ingenomen in de driedimensionale ruimte.", naar: "De grootte van het gebied dat door dit voorwerp wordt ingenomen	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut
0211ab4f-1045-4c37-ac07-3810702f0c16	N.v.t.	{2B35D661-A8BD-48A7-86E7-BF4674C141F8}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Evenemententerrein_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut
0223489d-cb83-424b-8101-3e303383bbe6	{927FD724-C6DF-43C9-8D46-62193ABAF347}	{69C80BA5-DE14-4CF9-AF78-EF981B3923AD}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Landbouwpasseerbaan; is aangepast van: "Een landbouwpasseerbaan is een rijbaan waar landbouwverkeer gepasseerd kan worden. Deze passeerbaan is door een fysieke scheiding afgescheiden van de rijstrook/rijstroken.", naar: "Een rijbaan waar 	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
024986b9-5f5b-437d-a120-e8b354fb5dcc	{7DC90A66-E783-41E7-A639-2D38A0354618}	{B470DACC-ACBA-436C-B1D1-FB4F07860D21}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Golfterrein; is aangepast van: "Het begrip golfterrein is meeromvattend dan het begrip golfbaan. Het golfterrein is het gehele gebied waarvoor de golfclub of de beheerder verantwoordelijk is, dus de golfbaan, de opstallen, de driving rang	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
0249ebe3-1e9d-4c9f-aa9d-06a95b9c7665	N.v.t.	{CE9F6309-DFD5-419F-86E8-AFD0CD97BFA1}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	18 tot 24 m. wordt toegevoegd aan BoomBoomhoogteklasseActueelGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
02567523-2b19-4766-9cdf-a1e3191977cf	N.v.t.	{D2D3AA8A-5443-4E91-80E3-F406A607F79C}	1096	UNAFACT: Nalopen eenheden van de combinaties van KlasseAttribuut i.r.t. GWSW	De eenheid van lateraal debiet bij Compartiment gewijzigd naar m3/h	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Eenheid gewijzigd	Eenheid
0269cab4-9b3f-4ff9-a28a-4253c00cf2a3	N.v.t.	{5AF55275-8CB3-4A36-9EBE-8301CEE0E9A8}	1154	Gemeente Maastricht: Uitklimvoorziening uitbreiden	type gedetailleerd is toegevoegd aan Uitklimvoorziening in imborKern_K_KlassenAttributen	Wed Jun 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut
02751c98-08c7-4bf1-93a3-980e2f40f715	N.v.t.	{CB10BC03-E08B-49A6-9755-0353CA22A81B}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Grote leeuwenklauw is toegevoegd aan FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde
02902bee-8e1a-4b9f-b902-31a77b26223a	{1191E5C5-4915-4414-83CB-6801E14E3299}	{3C4532B1-A2C9-4EBB-84D1-CEB52936D7B4}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Zandsteen; is aangepast van: "Type extra gedetailleerd van verhardingsobject, elementenverharding, natuursteen: vlak bestaande uit (elementen van) zandsteen. Zandsteen is een natuursteen, sedimentgesteente van kwartskorrels met elkaar ver	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde
029688fc-9783-4f4c-93d7-ecdc8b035446	N.v.t.	{1819199E-B21A-4B05-B742-61841753B38D}	1189	Gemeente Den Haag: Laadinfrastructuur: toevoegen EVSEID en RFID-model aan Oplaadpaal	evse-id toegevoegd aan de klasse Oplaadpaal in imborKern_K_KlassenAttributen	Fri Jul 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut
029ff20c-2fb2-42da-92dc-5d43f7c4c987	{1DA70204-80AE-482A-9DCC-35439ACD1BDD}	{E783A2B6-399E-4802-A31C-90525A89EFB6}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:BoomStamdiameterklasse; is aangepast van: "Het enumeratietype BoomStamdiameterklasse is de naam voor de domeinwaardenlijst van de klasse Boom en het attribuut stamdiameterklasse.", naar: "Het enumeratietype voor de domeinwaardenlijst van 	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype
02a2f5a1-8933-4b5c-a8c9-c6964215f6cd	{BA129F20-E704-44A0-A383-5A1BDED2DC8A}	{022E5574-85B6-4DF3-86E3-97ABF5C0CF45}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:ingegraven; is aangepast van: "Aanduiding of het object wel of niet ingegraven is.", naar: "Aanduiding of het object wel of niet in de ondergrond geplaatst is."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut
02a98ddf-7157-425c-aa61-ac6eb9b78729	N.v.t.	{D74D6729-0F39-49CD-B375-F0111C80C06B}	997	NEN3610 netwerk model toepassen voor topologie	lozingsvergunnighouder toegevoegd aan RioleringNode in imborKern_K_KlassenAttributen	Thu Mar 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut
02ac6869-b15e-44c1-ae9b-b3d380aba5ad	{5AC6A2C3-0E1E-414F-A896-59556726DF1E}	{2B454459-7355-455F-B443-F1F25120E464}	673	Rotterdam | review CROW IMBOR | 2	200x300 toegevoegd aan imborVoc_Termen	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde
