FilterObjecttypeID	IMBORGUID	Filter	Objecttype	Wijzigingsdatum
1215	2bbc96ae-bbf4-41a6-a832-d13a0882a590	14807	10584	null
1216	d533660e-8197-4387-808c-79d2de518610	1087	85	null
1217	58e7aa50-50a6-4ce1-8bbc-964c27e3716a	15446	15447	null
1218	0a63047d-156c-4230-9cd5-749bd1bbe411	14807	12153	null
1219	ef1fe53c-1108-4cbe-bac1-a723255e1f96	101	14819	null
1220	7133ae89-1ec5-4e68-88a8-1ef6870f3974	78	21926	null
1221	bcf38a43-5688-46ef-8faf-48b53b24dff9	14808	9578	null
1222	2765b34e-3504-4e15-8b33-2ee2b801545c	14992	86	null
1223	565ff55d-f434-48b4-afaf-2b8b712baabb	1090	87	null
1224	549f6f20-c46c-4ef6-97f0-04326575a341	23114	9790	null
1226	c8291f9e-b76f-4831-b0f8-19b4e8d61d76	15280	15380	null
1227	35c45d84-a1e3-4a6b-a6ae-a4529254e75f	1090	10429	null
1228	304ab2a0-76d1-4f09-a88e-41bdfb8802bc	1095	88	null
1229	8eadfaa9-0797-4201-a522-c15c4633d651	1094	89	null
1230	21c0043f-2159-45de-98e3-1a893aa26bd7	14808	9793	null
1231	b5b29ea4-e14d-4dff-a2b7-4fb5fadc8925	1092	90	null
1232	57fdf0ca-4e08-4329-b505-f63a4da30c24	14958	16862	null
1233	65b4f780-da76-4b9a-a32f-b82d85409798	91	8777	null
1234	a0e5778d-8ecc-42b1-9aaa-e251cc07fe68	91	8778	null
1235	c1a8ba78-7b32-48f3-bde4-ae25445799b0	14978	14981	null
1236	2e68dabc-eeb6-4d43-a287-13631ea8a5ff	1091	92	null
1237	6ec80ebd-a937-4318-8ee2-5212b2c7dbe6	23622	12197	null
1238	e9ebb3c8-91e8-4971-92f0-d0628b92989c	23622	12198	null
1239	6ca16cf8-5c84-4e39-9475-b2dce3a8871b	1089	21634	null
1240	9121fdf2-f69c-489a-bf58-692e4b047566	23579	15519	null
1241	a35a4ec3-a691-497f-845b-7347f5143786	23580	21603	null
1242	a3b03363-5f4b-430d-bf5d-c8e8aad7daf6	303	14815	null
1243	7797c061-1426-46f1-9590-08cc61be8f46	14963	16727	null
1244	54c586ac-e0c6-41ab-8dab-d1e2b046aad8	1093	93	null
1245	0b1f2981-a1ff-46df-b7ef-8ad5bb49be9e	1093	22094	null
1246	5ce7d270-2fa5-4427-8890-401f43de74f5	14808	9579	null
1247	5baddf0c-a8c1-4b7b-bf73-769fba973d93	14958	95	null
1248	28cf0629-8c81-4019-9a37-469abfff029a	1089	11182	null
1249	751a50fa-2f83-4e8e-80cf-ff3349727b93	1095	96	null
1250	1072ec63-3b25-4291-97b2-f94fcbdf1779	8922	8981	null
1251	daa9d3d5-a3cd-4b9b-9f44-4bd30aecefa3	1089	97	null
1252	c17e7f3f-fefc-474f-9e78-8ff56190ba41	1089	9358	null
1253	f968ca6c-fad4-4420-8d79-6d7a192237f9	23114	9394	null
1254	16f9a7de-c495-4297-aa9f-7bca433b7d4e	23114	10215	null
1255	b2b5c530-488f-4039-8bcb-b711ec4d51af	101	8915	null
1256	1efcec36-05ae-41fd-9300-2605493c7d60	1089	11183	null
1257	20597140-4cf9-4f63-a322-723559dd40f5	1089	10338	null
1258	3804ca2d-f94c-47c1-8cab-c806bca8e58b	303	8923	null
1259	2e6b946d-14fa-4675-a4b5-24ab62e17a10	23134	99	null
1260	b95a35da-ac49-4125-859c-69721d658775	14938	100	null
1261	0247e6d7-1ad2-46c0-b916-65064047b279	16548	102	null
1262	dc8444a6-5e95-44f5-9192-dd4b03288aba	14951	14985	null
1263	67fd7db0-dd7c-4c79-975d-74bfd868a887	14800	103	null
1264	f412fda3-2266-4ce4-bf8f-a8a55d46dc6a	23579	15511	null
1265	085f52d9-413c-46c7-bd7a-62af3adb08a6	23579	15520	null
1266	3d3e4ead-3f32-4bae-88f2-a54705730831	101	8914	null
1267	8772dd20-a20c-4655-a837-26dd868efd00	14989	104	null
1268	a7034642-f767-44e8-8da4-1e0aa9aaf22f	273	14812	null
1269	4faef9e7-f189-42c5-86a0-1317d0cc39f8	1089	11164	null
1270	07104c9a-2787-4a7d-b4ae-c51f5ba67967	14961	14142	null
1271	68d27f0e-8912-4e41-b5e6-8e8de0248e3f	14961	9757	null
1272	48e06844-c304-45c7-a6de-2dd31a04674c	14961	14143	null
1273	36606312-32b6-4305-8c68-3a9e6a7b3387	14961	105	null
1274	1da209c1-fb11-4aec-8dc6-38c4452ead9e	14969	106	null
1275	c5d0a482-6fba-4ecf-8fc3-797b07859af9	23592	8979	null
1276	4e66ae80-98b2-4bd8-8055-60b2d48ff69c	14978	107	null
1277	00500eeb-8a55-4826-91d9-46727c0874f2	101	8635	null
1279	3943b226-2386-4d80-97e8-018b66bd9e6a	14967	22565	null
1280	38f89839-921a-4586-8b1e-3a7be2a8c29e	23134	8287	null
1281	a10b8b30-11fb-4546-b266-b66a6db7e41f	23622	12251	null
1283	7eb180c4-a3d9-4126-aec3-7e5617c36778	14992	10483	null
1284	4ac3f229-448a-496b-b991-4870b845e255	14807	9735	null
1285	d686b3e4-d050-4f03-a425-c6cd6c730d0f	1089	11176	null
1286	4af847c9-6054-4f92-8517-4962e1f0e7ef	23114	9535	null
1287	d39719c5-4fcd-4bf0-a9d5-d1ffc3d8bc1f	216	12266	null
1288	0b5a7552-bbda-4ea6-b407-2398d978c756	1095	8964	null
1289	31d2b72d-5048-4799-9eb5-ea5d7ebd0885	14969	110	null
1290	ebe2bbf6-67f3-48b0-ac94-35f7ac050c1e	14800	111	null
1291	3221b87b-5cf1-4554-ad58-e3dcbe1d188b	120	12269	null
1292	521793ca-1514-4bec-b82d-589aa2d50046	14970	21770	null
1293	eda03e59-2272-4c71-a4a0-9b7ce48ec939	1089	112	null
1294	53e70fc1-d7f8-4991-bc3a-a9cf78a3fbab	1094	113	null
1295	6243ac1d-b825-4040-a456-552146f9013c	1089	22128	null
1296	a69e8cfd-9b44-4caf-97b3-e0c2297d4cc9	79	13560	null
1297	dc9b564d-5b94-4290-93f9-574310a880c3	23580	11150	null
1298	dfb2c2bd-b103-4b16-8bdb-d06f99382deb	23114	14911	null
1299	2aa41510-528d-46e1-87cb-65196d8dde97	101	23176	null
1300	abcf1684-6272-4637-9495-4027cccad1de	101	8932	null
1301	86f2e39e-4e65-4431-886a-1252477cf208	1082	23289	null
1302	fdf91e4a-66ce-4c2b-8240-f9166a53bdc8	14808	10756	null
1303	9e9ae24b-1c29-4654-a538-42c3ff455350	91	11194	null
1304	a87c33e9-3290-4cbd-94fd-9499b6d628c7	23622	12277	null
1305	ebff85a3-1bdf-4283-9c9f-281e189d9444	23622	23583	null
1306	b499f62b-d8da-448a-ab51-6a0d31796e3e	14969	114	null
1307	8b507b6c-638f-441a-bb70-ec581cc55fab	23134	15490	null
1308	fa24aca5-fec7-48ba-84f1-4fbefc3059ff	23134	15491	null
1309	87eba6e0-7d3d-45a8-a13e-224cac2425a5	23134	15492	null
1310	5df9812f-9599-4575-8bf6-5ffda8de97d6	23134	15493	null
1311	1ebb0f1e-de42-49fb-bedc-ff88392de672	1083	16775	null
1312	45737d08-3164-4fb7-a17a-c850b5e62090	79	12279	null
1313	e5ee99e3-ce02-4c8b-9010-6c057a245c30	23134	9410	null
1314	bb2fa564-9761-445c-b1ae-5f94bd9b1f49	16623	16622	null
1315	2df767c5-b326-4701-81f0-8701f5ca0823	1090	10430	null
1316	0e6c1004-2783-41ba-9cba-f94841886644	14807	10598	null
1317	458c4a2e-a26a-49ef-a461-a74b65bc1741	1090	115	null
1318	c5fdb837-3ce2-4545-af7a-f8fdd7cc556f	23622	12284	null
1319	9ca2915d-9dd9-4727-8036-bd50cdc12177	23580	15508	null
1322	5b1a6acb-02b5-4abe-8b1c-152f7e1aedd0	1089	118	null
1323	30f90b40-82dd-4842-bea7-2add56792817	1090	22320	null
1324	33c2c81d-be36-44b8-91ea-388d8ebfc773	23114	10864	null
1325	87df038d-8908-4cbd-adac-e5df34fe2e7e	14807	10601	null
1326	5fe779eb-003e-4c86-9b0c-6cff3ec2ec01	1087	23688	null
1327	f88b5893-b14e-497f-8f52-446f8a9c1e25	14807	10602	null
1328	663a382f-8101-47e0-8847-6acbeac7788d	23114	8292	null
1329	f13c5c9c-80ff-4a53-abcc-4673e6079f00	14961	15555	null
1330	95ee7658-d39c-4d72-af24-e4bb2422bcd9	78	9367	null
1331	5d8d7db0-e438-4ca2-9a45-a9053595475d	216	10435	null
1332	99e27145-b0c8-4497-863a-8473d2e04405	1095	14571	null
1333	380457e1-4838-4617-8564-db882d509235	14807	12290	null
1334	cad11c83-401f-4ab5-aedc-048e084fe007	216	12291	null
1335	0997b3e8-7015-45d1-a6f1-82de961ac4f6	14958	21777	null
1336	ae464f3c-dc5d-4b42-872e-5cfd6f1e8b19	14807	121	null
1337	88e7df77-5821-4ba4-98ff-7ae1a2e40724	23115	122	null
1338	62754019-5046-4270-b322-585733074af8	1082	123	null
1339	01cbcd3b-e98c-4a0f-8510-4e5b61228866	14962	10188	null
1340	de224286-a581-40f5-8841-d035aa712ca8	1087	124	null
1341	774ffef0-f14b-4f64-9bee-8a766d8698a3	8922	8983	null
1342	471f059a-a85a-483a-951d-531c017cc133	23114	10865	null
1343	639dc540-f1fc-4d30-a0c2-5f474c1dacdc	14807	21654	null
1344	c3a82612-649a-471b-95b8-8fa2575b7563	1089	126	null
1345	da4105de-f987-4a45-a4f8-3c4ac616ff3c	14979	14845	null
1346	612de900-400e-4137-b342-91a1d0b634db	14807	23144	null
1347	6c6680ae-7233-48d3-bb92-38a2c7d80e2f	1093	10217	null
1348	79cb1c68-b16b-487f-9d71-c3eca6851a19	14965	9449	null
1349	4cac1913-d2ac-4c9f-a8cb-c7d6f397c9b1	1089	129	null
1350	6d148842-8e1d-49b2-b894-bba274fb7991	1093	130	null
1351	4ac6bafe-f7e2-42b5-ad8f-3a9d6c4fcb14	1082	131	null
1352	7663be98-906e-4886-8918-cf7c2b71bff9	14807	10614	null
1353	ebb6c8fb-25eb-439f-830c-42ee2ca2cfc5	15446	15448	null
1354	cfb5b179-fa05-4a5c-a5b4-a019a96414b5	23622	10410	null
1355	4b03520e-de19-4611-b658-bd14883631e9	1091	22090	null
1356	0810df7b-30e3-4a52-b95c-1c4479a0d61d	14992	134	null
1357	f47548fb-c86c-4293-9c61-cb0bb12979ac	78	10262	null
1358	6584e8e3-9f62-4869-bd58-2c0ef5e102b5	14962	14147	null
1359	17a1e928-6b16-4a72-820a-c91fc17f61e3	1087	15260	null
1360	464e5779-43e6-4712-b678-49932b3b527e	216	10436	null
1361	fbc07aa8-912d-40a5-b561-71a39b2bc887	14961	135	null
1362	7ccc3028-35e3-4575-83d0-7f26addf0cd0	14807	13594	null
1363	0bba25a2-27e2-4eeb-8527-c2559c755903	1089	136	null
1364	4e3b2951-b22f-4f2f-b6bf-85bf1d217c45	273	14811	null
1365	a32b08f9-9b00-4697-b669-01e925a54163	23114	22095	null
1366	9a377a43-eab2-4503-8053-20234d26f2c0	14958	137	null
1367	03b0ab4b-2a6b-4e63-8edf-bda86e43c9d9	1092	138	null
1368	2abb8cd4-efb9-4119-bc0f-da6b2d5d61dd	1089	139	null
1369	5d1247c2-3904-4546-a055-3d3c27c45d9c	14967	8957	null
1370	3d592b0c-f4b1-41a0-b9aa-8062af5daaca	14961	140	null
1371	2c7ceaab-cd14-4e01-b166-e2bf67b5e073	14969	21578	null
1372	3003fce8-3221-47cd-a651-af588102769b	14969	14649	null
1373	edba077f-230a-42f7-85dc-be4759483e86	14808	21568	null
1374	47fc8883-a152-482b-9e67-a92cbe7bbd68	120	12666	null
1375	b3e03ebe-c39b-424e-b31d-989dec556ed1	14807	9733	null
1376	52652bf8-3732-45ae-972d-d652ea22a2b1	14807	9825	null
1377	75453c04-f2a9-4ab9-9525-37e260838b7a	14955	10619	null
1378	be2a2564-6907-43be-ab6f-a86d0e6d6219	14800	15434	null
1379	82f64533-f918-491f-b882-4ee259f5e88a	23134	16618	null
1380	2ede22e9-da14-4fb0-804a-05c3dc229510	14807	10620	null
1381	0a0ffb8e-e703-49f6-841c-ee996e3119c2	1083	16617	null
1382	76cbc1eb-66a8-443f-9293-1140910ae4cd	14807	10621	null
1383	3ef0418d-f04c-4924-8052-6de082080d14	23622	15550	null
1384	2b6a1d3f-dda4-4c8d-a1de-910ff255ec49	1089	142	null
1385	4646c894-115f-48b4-912d-e939f387b556	1094	143	null
1386	47d6eb03-2a32-4b16-adfa-6c168123356a	16548	141	null
1387	33a2ffbf-d23b-4181-9825-9b6cadf607c1	14807	10623	null
1388	86326e93-a762-484f-aafc-ee5e64c0d0d8	14958	144	null
1389	6dff318c-61c9-45de-8662-caa8ca0f5e11	16548	16534	null
1390	0391e0ce-8ed1-4c97-b8c7-b8a435ba6b8f	14969	145	null
1391	ea59dcf7-4ffd-4166-becc-b4ca293c6122	1091	146	null
1392	05ab23b0-8b78-43cf-99c5-1be7d321acc9	23114	9390	null
1393	fa47eb84-be66-4a22-9b16-c68cbdf27e2e	16623	8779	null
1394	d34e7f2e-3ab9-4ec1-8fa0-0c687612d671	313	22203	null
1395	3cc6c0bd-a256-42ac-9069-829924830956	14807	9731	null
1396	85469f0e-194e-4de4-973d-3ef1bf72a5a6	14967	15254	null
1397	16fcff47-9e05-41e8-b904-2b638532e1e5	14967	149	null
1398	31f7b52b-3537-4c9c-bf5f-d78ae2f84bc4	14962	14148	null
1399	8176e44a-2df9-4c71-841d-4cb909642c5b	1090	151	null
1400	80e7761e-8b48-49f7-932c-3c0cf3aafb0f	216	10437	null
1401	542554c5-6026-4cba-86f7-5cc00bbaed43	16756	15389	null
1402	e98f23bc-f7bf-4359-b594-7c36fb7d3f10	16548	15531	null
1403	d54c41fd-3426-4781-96c2-5f48e8af51bb	14958	152	null
1404	18102dff-3b48-46cd-bf3f-ad139df31d2a	91	10741	null
1405	35841dfc-b1b7-490b-be04-64a59e54702f	23622	12692	null
1406	2143089d-d587-4b9d-8390-057e713c7655	23622	11153	null
1407	7dd828af-86e3-4f03-bbf6-a57fb2729450	1092	153	null
1408	7e2d7902-9650-4d93-bca8-65041e4f1f2b	14958	154	null
1409	e76ad312-3eca-4b06-bf75-941eb3705469	14967	155	null
1410	7b663310-03e9-4407-a952-e08f3c18c757	14807	14921	null
1411	8eb2823a-ea7b-4955-85d3-d51f96a6bf12	14807	9730	null
1412	355c1b75-4af3-462c-a528-a21e92d9b261	14992	156	null
1413	4ef2251d-8b75-4e13-b795-a14520f527e0	216	23221	null
1414	80e276bc-fcfd-4137-812f-90669b0c7e86	1089	157	null
1415	f92f30a8-6116-48f4-b7d9-1f8151e9ca65	23114	9388	null
1416	a6d066ee-f2a5-4284-8ba3-de6e78997390	1089	11165	null
1417	81189306-0adc-4be9-babe-2b43900c08d5	78	13895	null
1418	0133ffae-1c24-425d-923e-c8c0763b7593	23580	11140	null
1419	2cac2f26-ddbb-4e7c-9827-5b6e285097fe	15446	15450	null
1420	c6ff3b69-d7eb-44ee-97b4-2b054c528758	23592	8978	null
1421	5c7199c8-99c7-4044-ba7f-432ec587bc67	1094	158	null
1422	df34fde4-fdd7-4470-9527-f7bf5e9a7080	1094	159	null
1423	f7b39fc3-9f74-4308-b20e-900b3178238e	14958	160	null
1424	9527744b-5e3a-47e5-b550-64daeb6c7687	23579	15521	null
1425	a910c100-ece6-4581-81bf-ef5224c9c9fc	1095	16754	null
1426	4f5aeeb3-8e3f-4fa9-b848-348fd5d31ae1	14958	16864	null
1427	3e3c6393-73f8-4ed8-b7d2-7345946f46f3	1089	161	null
1428	e9e5f4a7-a708-4e50-b20b-c4de4e34e9c5	14961	14149	null
1429	3b1558d0-746a-4b7b-8cf9-7e515d5fdae1	120	12697	null
1430	81949f3d-7812-4fb4-be2e-d1f48ec3ffd5	1094	162	null
1431	9a240521-dfe6-4ad7-a818-ccaaace167d0	14951	21619	null
1432	905593d3-7e9c-43eb-b304-186b6b07b0c4	16548	16536	null
1433	f58698b2-b832-4bf4-a912-9c1071e21535	101	8935	null
1434	c19215d7-97ba-4903-a582-d42655d6ab05	14807	23684	null
1435	80bf1c7e-fa87-4587-9640-dfb1e5ee182c	16623	163	null
1436	29880163-0092-4a48-91e0-b935ea2c3634	79	11255	null
1437	d290d9e3-517d-438e-a89c-def9bdffb24f	14800	164	null
1438	0d867843-1010-4538-ad57-f847e93c40c5	1092	165	null
1439	30e78c21-8be3-483c-bbe0-510839b63508	14800	166	null
1440	d6c9c8cf-2a7a-403a-929e-ef73c315f600	1091	15409	null
1441	99907c4d-f22d-40e5-88c4-6dc03c4f64ba	1091	15411	null
1442	a73776c2-585e-4c8c-8832-efeea6fcf5bf	1091	15410	null
1443	68fddf52-30ba-485d-9eb7-aea875be3ffa	1091	15408	null
1444	d2742c14-3df6-4be9-a5c5-e7e0add2bb40	78	9368	null
1445	d66c6e5e-a5a4-4f41-bbf3-7750fa49af9b	78	14622	null
1446	081e881a-cc2c-4ccd-8d51-1d58e0a372b6	216	13671	null
1447	73d9e6b6-75b5-40cb-b3dd-73d2daa6af52	1087	8792	null
1448	63c65302-ef15-4030-bb0a-e95a1698f02a	1091	15417	null
1449	8348e8b9-6132-4b7d-9dc0-70a0ef48cfd6	14969	167	null
1450	4f89faaf-5b61-4994-a1fb-b63cae108654	1095	168	null
1451	5e42320c-487b-4dca-960d-bbfe05f6ab4c	14988	15391	null
1452	30bd7fd4-c1a9-4515-848e-b950a52ef75b	79	12874	null
1453	97dee4f3-ffcb-4aff-9d3e-d1a8d3446df5	14807	9729	null
1454	eb75ae1e-3a5d-43c5-86ef-f8b7658d347a	1090	10508	null
1455	10904f63-5f6d-4969-bde3-3418b2e16be0	14938	9020	null
1456	8bff0e59-b4d6-4015-a920-e76412ca9c74	23580	11159	null
1457	a2e2daa5-9015-4e0b-b6a6-e563f5d1c5b2	14953	169	null
1458	3ba69192-5c12-42b3-9869-79d42a673997	1089	21575	null
1459	3c92168b-431a-4f0c-aae9-0e07ea8d569a	1090	10512	null
1460	b9d1b42b-cefd-47f5-8191-ddc414a06b59	14807	10635	null
1461	b8598bbb-46eb-424d-9046-f43d667bfcb4	14992	170	null
1462	2d18fb32-f990-426c-aefb-ce6876d674b9	14807	10504	null
1463	3d4b2855-13bf-45dd-9512-8fe69d633bd4	14807	12883	null
1464	d59f9731-a908-4d81-8cff-a8ebb563a53b	1090	10423	null
1465	a223545e-8701-4b5b-a479-8ce8895fc1cd	14807	12884	null
1466	b7bf0e05-2f5d-4f96-a31c-ec2e9a5202a7	1090	171	null
1467	93c22dfd-cc58-4014-8b58-a4c0e6d2b3e5	273	14814	null
1468	2dfce1e8-154b-40c9-8b20-23756e039898	78	9334	null
1469	0fb46845-c6e3-4339-b4a5-aaf976610094	23134	8324	null
1470	598621e7-88ad-494e-a2d7-98a1a64e6458	1083	173	null
1471	76afb7a7-5b92-4a95-9681-3303e3ddf158	1087	10477	null
1472	081b691d-e64b-4132-8758-97c30989bd64	23580	23584	null
1473	0509ea90-21c3-4a39-841e-50718e150bba	23580	23581	null
1474	f79aa999-22e5-4f03-a5f9-9097a074ea59	23580	23585	null
1475	c6ced83f-5fa2-4b0d-b063-bab241093fb0	1091	172	null
1476	744d1496-86e4-4520-9f47-132d0ede2e5a	14807	12890	null
1477	aa2f9352-0144-4057-8ff4-5c78083d150d	1083	14802	null
1478	75c3ee0a-4b87-4979-94ca-9705b90aede4	14807	174	null
1479	15bce60e-12b1-4eeb-b6e4-88b573ba2965	23114	10406	null
1480	e1319214-0a4d-4ef3-b73c-f0b213f5c9ef	1089	175	null
1481	5d511c30-2767-48ec-89b5-9913d5f01670	91	23133	null
1482	6a69511d-1ad2-4dfc-9e79-1e7d0df7cc25	23579	15522	null
1484	63f41996-2c00-4c24-8176-6baac0317ac8	1089	177	null
1485	89c4084c-951e-4e3a-a499-499a1c16b466	1080	178	null
1486	5723f433-30df-4359-84b4-749756d98127	23114	179	null
1487	4b053b22-8e3e-4bac-a0eb-03987f201548	1090	10431	null
1488	e867dc35-db97-427c-81ca-46ac26163653	23114	180	null
1489	88a0046d-a32e-4ffd-9e16-11cc8f83acba	91	10742	null
1490	580d757c-439f-4ab5-a0dc-c982bd9d4c76	14807	181	null
1491	077a8dab-ab8e-4416-a188-882d8b000d44	14807	13674	null
1492	06589013-e8e8-4640-852e-791c6eb90b1d	1083	182	null
1493	dd6af4d7-68f5-4f7c-97a9-17a7034613a6	14450	183	null
1494	298b30ec-59b6-4418-92aa-5a0b62f424e1	1089	184	null
1495	8fe7d783-e08d-4b10-a799-5044556dd405	14807	10647	null
1496	710569e9-8460-460e-8441-de0d47b0d8f3	14807	10649	null
1497	dfa3b027-3e8a-4ebd-9c7a-8ef51c2aba80	23622	12910	null
1498	35b38116-9f4a-4280-8dcc-48430caf6fad	14958	185	null
1499	f0fb167b-d7e2-496b-a355-aabd02060c9b	14963	15386	null
1500	7098ff12-a836-4934-894c-7d9f12213c56	14808	9580	null
1501	2d92c5ad-53c9-4c06-9903-bea990f2e7a9	14971	187	null
1502	875d5949-9621-46bf-88ab-a741576128fa	78	10261	null
1503	d7539f83-5b0b-4637-b0da-045b7f0a07a0	1089	188	null
1504	92b72238-66b2-4d71-a41b-dae683c16585	1089	14924	null
1505	24cebb27-a410-4aca-a47d-f4cac83bb81b	14955	21560	null
1506	24685afe-7743-480d-af84-e91fce4a7b84	23622	23694	null
1507	9c511a39-04ae-4455-b093-3b5b0257b3f2	14965	9550	null
1508	1cae131e-dffc-486e-804f-93063043b58d	1089	190	null
1509	9028212e-afe0-4f52-ac26-5d8d9d76c7b1	14958	16871	null
1510	84021d9e-4071-4ecc-8e14-d5294de6994b	1089	9353	null
1511	5b933833-a389-4d17-9323-88d1d5739abe	14967	191	null
1512	6d740176-f250-43ef-81ce-9b98845494da	1083	15551	null
1513	0d2c625a-5a96-4719-9bc4-6a3b53cfe552	14962	14158	null
1514	a20d1d8b-2cd8-4843-8080-81ec91b061c0	14961	193	null
1515	9b15b32b-5e08-4092-915c-6ba374db329f	14958	194	null
1516	1b317e09-edd5-4f91-a64b-1c9d596a1002	14807	10651	null
1517	4a939b00-0631-489c-b595-57124e9f5700	23622	195	null
1518	5380fd3b-f04a-4fb7-a2bc-9fac270cc2af	15446	15449	null
1519	ac8ed9e8-97fb-419b-a6f9-802034988878	1089	196	null
1520	c5c05c30-c600-4f4a-9783-fa0b43871ccf	14967	197	null
1521	96ed418a-94cc-4e30-823a-a0ddded2d7a1	23622	12925	null
1522	24f6f7a3-60a6-4c03-9749-893c61e03709	23580	23586	null
1523	95268e0e-a8ce-4bb2-8687-2b233e8a8807	14969	8783	null
1524	17a0f36d-8b2b-4ec9-b2fc-8470fbad4172	14969	198	null
1525	1cbf5bcd-5ce7-4738-a942-bd384c73dbda	14955	9787	null
1526	990dcbdf-f06d-48cc-906e-b0c73c51228e	23114	10863	null
1527	fb31f662-7ac1-45cc-94bb-905a21b89df0	14807	10654	null
1528	ceb1b108-711c-4519-8491-9b1b628536e2	1089	21649	null
1529	396b64bf-443e-492e-8b87-b7feaaed3dbd	101	8597	null
1530	3f594181-2544-4703-8d91-84db3f6b0af8	1080	199	null
1531	02b5374d-221f-4439-84e7-f0f082371092	14979	14844	null
1532	34210c2e-1ddf-4faa-9d7d-6af895fe3f5d	23592	8977	null
1533	2282dcbb-d858-49f7-b986-e2302a0d33d5	14807	12935	null
1534	9118c2df-6e64-4946-8c89-c0b7d7b7c32e	14808	9955	null
1535	cc6b18b0-72b6-44d0-b81b-6ea0bb9d6331	14962	9440	null
1536	c87c59bd-c3dd-4a8f-a538-12c37518f9aa	1089	8755	null
1537	f0e0d078-ccda-4704-9058-fe7a03844294	23592	8974	null
1538	cc19dc1c-acf3-42cc-bec3-62130138ed35	1089	200	null
1539	89d1ecf0-11e4-4782-af6b-d0c176493593	14808	9956	null
1540	bb488b73-704f-4a97-94a8-163beaddab91	216	10439	null
1541	1a986fd7-7f78-484b-9c63-411504960832	216	12943	null
1542	964b34c6-f1ae-4315-a1eb-174aa8b3705a	1087	202	null
1543	75dc195a-2f49-4b68-9998-9aafdc8352cf	14971	203	null
1544	0d0b946b-6e99-4a3a-a889-761821f8096f	1091	204	null
1545	e724c4e1-d94f-4499-8639-413586589526	23580	15513	null
1546	98156116-2bfb-4a14-a559-df84ca3a961f	1090	22312	null
1547	765e7171-8062-42c2-9721-5550fc710693	14989	15499	null
1548	6f623937-5ed8-472d-8334-ccfd28634974	14989	7747	null
1549	1d008fe9-aa24-454b-b5bf-01d133971231	14800	205	null
1550	b6b83e56-03b1-4b98-b2c4-fd7ae18ef96a	1091	206	null
1551	7ae7e8c5-7ac0-42a0-bba6-2493ca647c50	1089	21553	null
1552	b4f758bf-b111-46c8-bbcf-0ee4a7235fa6	216	10513	null
1553	0bfaa2c6-fd51-427d-970b-44eccfd94e4b	14807	10660	null
1554	6160ebb3-e224-47de-9560-4a90c93ef67c	14807	13705	null
1555	0228b0a5-57ff-43ab-8a16-49e881637e4d	14807	13706	null
1556	9a4e3d5f-6f8d-4f3e-b81d-10672bea3d5e	14955	10663	null
1557	81c5d010-669b-4188-8726-6705471c05f3	1089	207	null
1558	d4d96e53-0187-4947-94e2-9111ed99b1a3	14958	16870	null
1559	fc43facc-8667-41b0-8db9-02141793454e	14970	14974	null
1560	b077971e-b69e-407c-a28e-9068b16a1366	1089	16767	null
1561	855c99ba-051f-46ab-b86d-1c5e9f92f484	1091	22299	null
1562	b4a833c1-fd55-487e-92cc-c0590e5ac23b	1082	208	null
1563	1bc899f8-120a-43c5-a6a6-2eff9e241e11	1091	23680	null
1564	deb72536-7319-4419-946a-e9b4f473cccd	14800	209	null
1565	69b49456-114c-4bc2-a1a9-b85ab09e42b6	23114	15396	null
1566	01d2ae93-8155-4066-bb51-faabecdcc962	14958	210	null
1567	e496c4ed-3396-4cf4-9141-ebb20933926b	23579	15523	null
1568	f172fca5-e3dc-4963-9d59-1b27e22930e4	14958	211	null
1569	c9a448fb-b5fd-4a1a-81bd-8fa422287671	23134	21614	null
1570	38603ad7-6bbe-4783-9426-7c9f8cad2308	216	10440	null
1571	1dccd345-e950-46b3-ace6-caa280965625	14800	14836	null
1572	5cd20f71-947d-4f59-85dc-e8ad51272eee	1094	212	null
1573	7fa96daf-92b7-4c6f-8fc6-ab20591e6f2c	101	8937	null
1574	a86c8856-f19f-47d7-b26b-d8399f238c14	14961	214	null
1575	cc9f6e76-84ae-4e77-9711-064553fb0773	1091	15400	null
1576	f577fd5b-9d54-481c-937d-c14d414efe92	1095	8342	null
1577	71481504-234e-486f-8d34-c69d20b41da4	14807	15549	null
1578	2c7889c1-5294-4178-8f59-179d84e2a3f8	23580	15514	null
1579	c081d17c-e0e1-422d-b34a-745f409b8397	91	8894	null
1580	3d8e4cf8-aea4-4aa1-b370-27b2c84434e9	216	23158	null
1581	4445bf1e-d24a-4273-b0cd-89a9fa6030e3	8922	8985	null
1582	4c9d0ece-207a-451a-9273-9d9f16fc97fb	14969	217	null
1583	2af3ba8b-f865-4153-bbb0-f225ac25efc0	1089	218	null
1584	77d7d9a2-ad4a-473c-a467-eea9d8158238	14807	219	null
1585	068d2ebc-10b5-41c4-bc98-f827b5af648a	16623	16620	null
1586	529c9cca-6379-4e5c-8915-3ae9bce75725	1082	23290	null
1587	e4f6cf2e-8e9d-49a9-9a5d-5b364cf192ea	1089	220	null
1588	513e13a2-66f8-4fbe-b8f6-733743d260c0	16548	16537	null
1589	fa501c26-e4b5-42e5-83fe-d29446027228	1089	14913	null
1590	a29ff12d-ca79-4e40-8c3e-b5abc6ebe83d	23579	15524	null
1591	8e58abdb-1fbb-448d-98a9-71384d19afc3	14469	15226	null
