MappingID	MappingGUID	Objecttype	Attribuut1	Domeinwaarde1	Attribuut2	Domeinwaarde2	Attribuut3	Domeinwaarde3	RelatieInformatie	refInformatiemodel	refObjecttype	refAttribuut1	refDomeinwaarde1	refAttribuut2	refDomeinwaarde2	refAttribuut3	refDomeinwaarde3	Toelichting	Wijzigingsdatum
3099	e7f0c8b6-88b1-4de4-9bf9-de1d8a438559	9752	null	null	null	null	null	null	14786	5	29	22	1057	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3100	20c87487-77ce-46f9-b958-bad501c83598	10711	null	null	null	null	null	null	14786	5	29	22	1058	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3101	780c04bf-b440-466d-9578-b0b84c13ca8f	9754	null	null	null	null	null	null	14786	5	29	22	1059	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3102	5c954925-1b83-45f5-ae7c-7ce6805e2dbc	10714	null	null	null	null	null	null	14786	5	29	22	1060	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3103	d4ef079e-a5ce-49b5-be2e-020889297f8a	10507	null	null	null	null	null	null	14786	5	506	22	1061	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3104	430948c8-4874-4b3e-a956-962489d947f8	9721	null	null	null	null	null	null	14786	5	506	22	1062	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3105	b4d53eb3-d59e-41bb-b1fb-de3f5ec4d631	13277	null	null	null	null	null	null	14786	5	506	22	1063	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3106	e6be7b11-c7e3-467e-b1ff-9ed626810891	9720	null	null	null	null	null	null	14786	5	7	22	1064	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3107	05740378-bc2d-481c-9b3d-77274846c5ac	10723	null	null	null	null	null	null	14786	5	506	22	1065	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3108	04f230df-cc72-4190-84fd-0369565cdaeb	9717	null	null	null	null	null	null	14786	5	7	22	1066	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3109	07b76e48-91b3-4b1d-812b-57a80f421e62	13368	null	null	null	null	null	null	14786	5	506	22	1067	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3110	d7f12556-af8b-4933-ad92-a2cc1518a497	9716	null	null	null	null	null	null	14786	5	506	22	1068	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3111	ba7c84ba-6d6a-4b54-a6db-0333b632b6bc	9715	null	null	null	null	null	null	14786	5	506	22	1069	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3112	f2de6175-2c9d-4b46-b02d-c8d6ac022064	14810	null	null	null	null	null	null	14786	5	12	15	171	6	93	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3113	0695189c-5591-42eb-9a9f-deaea99b9867	14810	15578	8298	null	null	null	null	14786	5	13	19	308	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3519	a9d5df3a-e34d-4148-9fa5-dec4590c56d8	14809	15578	9270	null	null	null	null	14786	5	33	20	10	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3521	d8c18899-f48f-4c1b-be4b-da1a289b5196	14809	15578	9263	null	null	null	null	14786	5	33	20	83	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3522	3fe10761-33f8-468f-b7f4-c3bd1c5a3280	14809	15578	14134	null	null	null	null	14786	5	33	20	85	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3523	397bb34b-c38e-4d58-87d7-5ec9c20f83fa	14809	15578	14135	null	null	null	null	14786	5	33	20	86	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3524	a28467da-affd-400c-8af4-a250d5f1bd48	14809	15578	14136	null	null	null	null	14786	5	33	20	87	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3525	4c7b0c83-10f4-4322-8cba-0fa81dbb1c31	14809	15578	14137	null	null	null	null	14786	5	33	20	128	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3527	ad8dacbe-c42a-4cc4-9016-9ae4d6d0d040	14809	15578	14139	15578	14179	null	null	14786	5	33	13	144	29	485	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3528	6aad6f40-f5ec-4630-81d2-4d9919720441	14809	15578	14139	null	null	null	null	14786	5	33	13	144	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3529	36e51614-07ef-46cf-96bb-68021623f52a	14809	15578	14140	null	null	null	null	14786	5	33	20	162	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3530	d76d7c58-a35f-49c0-b529-7a7da0283bf3	14809	15578	9757	null	null	null	null	14786	5	33	20	205	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3531	60ec2c9b-3bc7-4cc8-a2a3-c359c3c8b9c4	14809	15578	14142	null	null	null	null	14786	5	33	20	206	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3532	0f3f6515-007e-44be-a6d2-bdcf773f6be6	14809	15578	14143	null	null	null	null	14786	5	33	20	207	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3535	700ac580-5946-461b-bd36-ee103180c172	14809	15578	14144	null	null	null	null	14786	5	33	20	208	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3536	1d324690-e59f-44ae-a3cc-1dd5eb165684	14809	15578	9760	null	null	null	null	14786	5	33	20	209	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3537	d034dd70-8464-47a5-a1c0-8380c14780f0	14809	15578	10594	null	null	null	null	14786	5	33	20	216	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3538	24c58251-9c9b-4ff3-b5e9-6ab97a3a70c2	14809	15578	8564	null	null	null	null	14786	5	33	13	236	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3539	7d27b213-905b-4929-b041-715ef281d77b	14809	15578	14147	null	null	null	null	14786	5	33	20	253	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3540	efc7cb40-de12-47c6-bb24-86dca0ee50b5	14809	15578	14148	null	null	null	null	14786	5	33	20	280	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3541	d5e96619-5f5a-43f7-8ace-df56a74bbfad	14809	15578	14149	null	null	null	null	14786	5	33	20	294	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3542	2dc8d87a-4c9c-4202-9a99-5702498cd5e8	14809	15578	9240	null	null	null	null	14786	5	33	20	315	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3543	745ee63e-fb0d-446a-921d-322da3076e47	14809	15578	14151	null	null	null	null	14786	5	33	13	329	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3544	184825a3-bbf6-4954-bbc9-c7f5a1a3aa14	14809	15578	14153	null	null	null	null	14786	5	33	20	334	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3545	a4942b6d-3155-42a8-aeeb-643488e93f57	14809	15578	14154	null	null	null	null	14786	5	33	13	336	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3546	1dc621e9-1a9a-4a4d-ab43-93e6518a78ed	14809	15578	9265	null	null	null	null	14786	5	33	20	339	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3547	f8525faa-7197-401a-87e0-c06eaaec7fe4	14809	15578	14157	null	null	null	null	14786	5	33	20	344	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3548	60d05b00-ab20-4aaf-b750-c0a5318be540	14809	15578	14158	null	null	null	null	14786	5	33	20	345	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3549	f7624cc9-5351-4337-bb55-0f55796c3166	14809	15578	14159	null	null	null	null	14786	5	33	20	346	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3550	3fea07b8-30c8-46c1-ace9-9d6de3f82db8	14809	15578	14160	null	null	null	null	14786	5	33	20	347	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3551	1886ad9b-c32e-4a27-96f7-937d4011adc3	14809	15578	14161	null	null	null	null	14786	5	33	20	348	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3552	dee7af08-688c-4cac-8e33-81b5fd251ee6	14809	15578	14162	null	null	null	null	14786	5	33	13	349	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3553	b729a643-cabc-4942-8592-ad25b5f1e449	14809	15578	9260	null	null	null	null	14786	5	33	20	351	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3554	357dc722-8ca8-442f-9dcc-8798a13d0a23	14809	15578	14165	null	null	null	null	14786	5	33	20	352	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3555	f4017ce4-ce60-46e3-9263-16b8916cdce7	14809	15578	14166	null	null	null	null	14786	5	33	20	388	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3556	18cb159d-7542-4c51-ac96-13fb2efce56f	14809	15578	14167	674	8720	15578	14176	14786	5	33	13	395	29	479	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3558	222205e8-740a-45cb-9e47-f49d4508cdaf	14809	15578	14167	674	8720	15578	8338	14786	5	33	13	395	29	90	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3559	0a5a19ba-9d36-43a7-996a-f179669ded5d	14809	15578	14167	674	8720	null	null	14786	5	33	13	395	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3560	517a36ee-3613-4dd6-94a4-fe6ba1a291dc	14809	15578	14167	674	8721	15578	14176	14786	5	33	13	396	29	479	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3562	b2523acf-881e-4ad8-9821-f97bf1311d2c	14809	15578	14167	674	8721	15578	8338	14786	5	33	13	396	29	90	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3563	d323adbe-af8e-4d91-af00-e8b46b953fa2	14809	15578	14167	674	8721	null	null	14786	5	33	13	396	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3564	9d6e1300-4152-4a02-9a8f-077b0081ae68	14809	15578	14167	674	8723	15578	14176	14786	5	33	13	397	29	479	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3565	9c69461c-8c0a-4e6d-baae-25db2fa1edf8	14809	15578	14167	674	8723	null	null	14786	5	33	13	397	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3566	eb28deb0-bd83-4ae2-bc61-9d5fea895cc1	14809	15578	14167	674	8722	15578	14179	14786	5	33	13	398	29	485	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3567	15eef6fc-d669-4c98-94d8-7a7fbe52b577	14809	15578	14167	674	8722	15578	14176	14786	5	33	13	398	29	479	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3568	147d3ce3-2990-48c3-a049-f5a7043ef946	14809	15578	14167	674	8722	null	null	14786	5	33	13	398	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3569	50050554-2621-4a4e-8712-96874b56d5e3	14809	15578	14168	null	null	null	null	14786	5	33	20	404	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3570	fe49e4b4-a782-4d67-8b28-b727c268a134	14809	15578	14170	null	null	null	null	14786	5	33	20	411	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3571	406829b3-2131-4bc9-b98a-2bf3f59dce20	14809	15578	14171	null	null	null	null	14786	5	33	13	427	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3572	b2a1dec5-acd2-4f23-9d0a-c5e2a5157203	14809	15578	14172	null	null	null	null	14786	5	33	20	458	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3573	f864849c-102f-430b-858c-fe034a4490be	14809	15578	9970	null	null	null	null	14786	5	33	20	460	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3574	18356580-7075-4a29-b3cf-bb13b9d9cb92	14809	15578	14173	null	null	null	null	14786	5	33	20	461	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3575	d766f8f7-fa7a-43e9-b5d9-d22c2c575cba	14809	15578	14174	null	null	null	null	14786	5	33	20	472	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3576	3119ba0b-6221-4cb2-9034-c28e7fe42f92	14809	15578	14415	null	null	null	null	14786	5	33	20	473	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3577	306bd644-e40f-4650-baa1-31a90b1a0599	14809	15578	14176	null	null	null	null	14786	5	33	29	479	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3578	9e88e78f-1150-4815-ba94-02c5a2a1dcb9	14809	15578	14177	null	null	null	null	14786	5	33	20	480	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3579	a223e915-cd2f-4178-88a6-b4196564437b	14809	15578	14178	null	null	null	null	14786	5	33	20	481	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3580	b0990d1f-e824-4ea9-93a2-6e1ec830a4d1	14809	15578	14179	null	null	null	null	14786	5	33	29	485	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3581	989e6f8a-7503-4157-98d9-c3c8f855c16b	14809	15578	10287	null	null	null	null	14786	5	33	20	487	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3583	f6a012b4-cc7a-4051-a813-e15685830534	14809	15578	14180	null	null	null	null	14786	5	33	20	496	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3584	ea3b83ec-50c4-4be8-82bb-a57bc7b9d40e	14809	15578	9241	null	null	null	null	14786	5	33	20	497	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3585	fde3e538-5970-4297-8ef4-df56c4ef897e	14809	15578	14182	null	null	null	null	14786	5	33	13	509	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3586	04ac6cdc-9c9b-49cb-80dd-0d8f7742d0e7	14809	15578	14183	null	null	null	null	14786	5	33	13	511	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3587	fca833a1-d9c4-495a-ade7-e31b9c8aa435	14809	15578	14185	null	null	null	null	14786	5	33	13	512	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3588	c63fb798-6dfb-46e7-acf5-189b75ba0801	14809	15578	14188	null	null	null	null	14786	5	33	20	561	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3589	812eec91-ed6b-485a-9549-cfe1ff1bfa37	14809	15578	14189	null	null	null	null	14786	5	33	13	562	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3590	c75a0314-13e7-49c1-844f-405521cd492a	14809	15578	14190	null	null	null	null	14786	5	33	20	563	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3591	fb31abb8-884e-4a09-b925-ca02cd5bc050	14809	15578	14191	null	null	null	null	14786	5	33	20	565	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3592	225805ea-f690-493b-a300-cf46895cd764	14809	15578	8324	null	null	null	null	14789	3	84	null	null	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3593	a76601bf-4d1b-4e8e-bb9a-62b514d27f50	14809	15578	10188	null	null	null	null	14789	9	465	null	null	null	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3594	da2629da-5102-4a53-b55b-40abfec8edab	14809	15578	14570	null	null	null	null	14786	5	33	20	298	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3595	f7ff495e-8778-4da2-af58-f13871df5d94	14809	15578	8322	null	null	null	null	14786	5	12	20	979	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3596	61424dc6-e678-4a7a-bc2a-9a56096e3705	14809	15578	8323	null	null	null	null	14786	5	12	20	978	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3599	294d258b-1ad8-49af-94ce-2958db8934fa	14809	15578	14571	null	null	null	null	14786	5	14	20	980	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3600	86bc9e76-362a-4b53-b473-ada4e9e74248	14809	15578	14572	null	null	null	null	14786	5	14	20	981	15	171	6	24	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3603	d1194435-ac9d-46df-b7cd-ab3039306b1c	14810	15578	9270	null	null	null	null	14786	5	33	20	10	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3605	907dc30b-19cf-47db-ae00-0e82fcf0c799	14810	15578	9668	null	null	null	null	14786	5	34	31	65	21	93	null	null	null	Tue Nov 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
3606	b405fd58-e900-4f34-b45e-7d13a9e502c0	14810	15578	9263	null	null	null	null	14786	5	33	20	83	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3607	11e75524-9aac-4438-93a7-16fc79951b46	14810	15578	14134	null	null	null	null	14786	5	33	20	85	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3608	d6e736ec-5e8e-4cdf-80bb-e9a76450bed6	14810	15578	14135	null	null	null	null	14786	5	33	20	86	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3609	83ca9d79-405d-4f74-8576-3f15a4aad296	14810	15578	14136	null	null	null	null	14786	5	33	20	87	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3610	6d0fbba9-6cdf-49d4-98fd-eef0f5813072	14810	15578	14137	null	null	null	null	14786	5	33	20	128	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3612	e97c0744-cbac-4a9b-9865-2d8e45f1bbe6	14810	15578	14139	15578	14179	null	null	14786	5	33	13	144	29	485	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3613	4d080fff-a3d7-4c5b-bf0e-5eedbbe83bfb	14810	15578	14139	null	null	null	null	14786	5	33	13	144	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3614	25c10c35-2f73-4b77-8df4-14e1d15d0f4c	14810	15578	14140	null	null	null	null	14786	5	33	20	162	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3615	a35b0b01-f490-461c-a9b8-a5902af8f36e	14810	15578	9757	null	null	null	null	14786	5	33	20	205	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3616	55346ff2-b681-43b0-885e-6b0718879b75	14810	15578	14142	null	null	null	null	14786	5	33	20	206	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3617	912f3eed-b5cd-4a4b-b712-8c7137d6c2c3	14810	15578	14143	null	null	null	null	14786	5	33	20	207	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3620	da666346-3c24-436f-b1e4-bce02b2a15b5	14810	15578	14144	null	null	null	null	14786	5	33	20	208	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3621	2d3e29a3-7ee2-4da1-8f7b-61fabe82e7fd	14810	15578	9760	null	null	null	null	14786	5	33	20	209	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3622	dfb8f161-9930-4ab0-9ef4-d7b328c2b1c4	14810	15578	10594	null	null	null	null	14786	5	33	20	216	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3623	725caa08-bfed-4b9a-b6f3-ac8b09cc7c18	14810	15578	8564	null	null	null	null	14786	5	33	13	236	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3624	5756dfe9-c0d9-49f6-977f-02c75e214ebf	14810	15578	14147	null	null	null	null	14786	5	33	20	253	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3625	1f939df6-0a67-4336-9b97-84275cef499b	14810	15578	14148	null	null	null	null	14786	5	33	20	280	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3626	dd22c6aa-823c-4f68-ba6f-56939628d89c	14810	15578	14149	null	null	null	null	14786	5	33	20	294	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3627	457f2811-4dc3-440a-9d38-3b8ad639d2d1	14810	15578	9240	null	null	null	null	14786	5	33	20	315	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3628	16b61216-7022-4400-926b-1955fb60fce8	14810	15578	14151	null	null	null	null	14786	5	33	13	329	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3629	a4fd2783-8829-40f4-aedc-72cdb719821e	14810	15578	14153	null	null	null	null	14786	5	33	20	334	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3630	8adef6cc-86ca-47b5-af99-7bf7aba2e618	14810	15578	14154	null	null	null	null	14786	5	33	13	336	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3631	ef62d64c-1c31-4e40-8298-4a3629dde36b	14810	15578	9265	null	null	null	null	14786	5	33	20	339	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3632	d6d947f8-b697-46a7-b94b-3f911828842f	14810	15578	14157	null	null	null	null	14786	5	33	20	344	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3633	e91818f3-1dce-4eba-86f8-d2d3a8d8c75d	14810	15578	14158	null	null	null	null	14786	5	33	20	345	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3634	80f8dbc1-2fc5-41c5-9e0c-c86712099da0	14810	15578	14159	null	null	null	null	14786	5	33	20	346	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3635	dd662ce1-cb8c-432b-8303-fd39de375e9b	14810	15578	14160	null	null	null	null	14786	5	33	20	347	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3636	e0f32b9d-a9aa-4ed6-ac62-71492e47f17b	14810	15578	14161	null	null	null	null	14786	5	33	20	348	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3637	0b93eff1-ac9f-4c95-a7a1-b19d643410b4	14810	15578	14162	null	null	null	null	14786	5	33	13	349	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3638	382ad65d-add5-4430-ad06-e1b789cccbd3	14810	15578	9260	null	null	null	null	14786	5	33	20	351	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3639	e0d2baa4-462d-4bef-be7c-832db1c5d85f	14810	15578	14165	null	null	null	null	14786	5	33	20	352	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3640	d9fd3f56-356b-4664-968f-ec48a83bb4ab	14810	15578	14166	null	null	null	null	14786	5	33	20	388	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3641	713b3a3c-33d1-4a77-bd87-74b5799744cb	14810	15578	14167	674	8720	15578	14176	14786	5	33	13	395	29	479	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3642	7e819b6d-403a-446f-955b-aac46603810f	14810	15578	14167	674	8720	null	null	14786	5	33	13	395	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3643	178f3bdd-ce6b-4c7f-9ba5-1b688f33300f	14810	15578	14167	674	8720	15578	8338	14786	5	33	13	395	29	90	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3645	e9da3c11-6b1f-4df3-8411-87f178c85c5d	14810	15578	14167	674	8721	15578	14176	14786	5	33	13	396	29	479	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3647	c804edb7-81aa-4751-9414-a557ed5b92ac	14810	15578	14167	674	8721	15578	8338	14786	5	33	13	396	29	90	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3648	4f080dc8-6c89-4901-a2ea-8274f1b0d196	14810	15578	14167	674	8721	null	null	14786	5	33	13	396	15	171	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
3649	3342c442-8629-4c43-ba81-f8b6b3913d35	14810	15578	14167	674	8723	15578	14176	14786	5	33	13	397	29	479	6	93	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
